time          pre           rho           T             H2            H             CH4           CH3           CH2           CH            CH2O          HCO           CO2           CO            O2            O             OH            HO2           H2O2          H2O           C2H           HCCO          C2H2          C2H3          C2H4          C2H5          C2H6          CH2OH         CH3O          HCCOH         H2CCCH        C3H2          CH2(S)        CH2CO         C2O           HCOH          CH3OH         CH2HCO        C3H6          AC3H5         PC3H5         SC3H5         CH2CHCHO      PC3H4         AC3H4         CH3CO         CH2CHCO       CH3CHCO       CH3HCO        CHOCHO        IC3H7         NC3H7         C2H5OH        C2H4OH        CH3CHOH       CH3CH2O       CH2CHCH2O     HCOOH         C3H8          HOC2H4O2      N2            AR            sumfracs      
0.000000e+00  3.300000e+05  1.209353e+00  1.294000e+03  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  6.086767e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.460524e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  9.245271e-01  1.000000e+00  
2.918918e-14  3.300000e+05  1.209353e+00  1.294000e+03  1.132202e-20  0.000000e+00  0.000000e+00  2.515781e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  6.086767e-02  1.563853e-26  4.686789e-15  0.000000e+00  0.000000e+00  4.885049e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.607087e-14  8.008628e-15  0.000000e+00  5.192986e-14  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2.474298e-19  0.000000e+00  0.000000e+00  0.000000e+00  1.460524e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  9.245271e-01  1.000000e+00  
1.639795e-13  3.300000e+05  1.209353e+00  1.294000e+03  6.360507e-20  3.287673e-21  9.919122e-22  1.413320e-13  1.914508e-31  1.394315e-31  1.810481e-18  1.715725e-34  2.183363e-38  1.320386e-33  6.086767e-02  8.284633e-24  2.632953e-14  1.919050e-18  1.374974e-27  2.744332e-13  5.164602e-46  1.531060e-37  2.024065e-26  7.872288e-30  4.273524e-13  4.499099e-14  3.624437e-30  2.917307e-13  1.588913e-23  1.099571e-46  1.983375e-57  2.245105e-61  5.439026e-31  1.287833e-38  2.432405e-55  1.165746e-33  8.995149e-31  2.408384e-31  1.407849e-33  9.411154e-44  2.914294e-48  1.470605e-47  5.367041e-54  3.427307e-46  1.672480e-46  3.261289e-30  4.077375e-65  2.180959e-54  1.390029e-18  5.563133e-64  3.650732e-33  7.359495e-33  1.460524e-02  4.499810e-21  6.606724e-21  1.303645e-20  2.143215e-68  4.962662e-37  7.245749e-31  3.688316e-27  0.000000e+00  9.245271e-01  1.000000e+00  
5.851874e-13  3.300000e+05  1.209353e+00  1.294000e+03  2.269850e-19  3.011791e-20  9.087438e-21  5.043661e-13  2.978882e-30  1.277389e-30  1.658665e-17  3.822283e-33  8.676905e-37  2.861357e-32  6.086767e-02  7.546745e-23  9.396114e-14  1.758137e-17  2.882916e-26  9.793593e-13  4.260512e-44  3.210194e-36  1.854355e-25  7.682063e-29  1.525076e-12  1.605574e-13  1.028796e-28  1.041078e-12  1.455685e-22  1.058037e-44  3.159104e-55  1.834292e-58  1.543753e-29  2.700328e-37  4.384438e-53  3.069380e-32  2.553269e-29  2.206548e-30  3.996402e-32  5.768056e-42  1.780463e-46  8.984047e-46  7.002254e-52  3.297849e-44  1.021720e-44  2.985530e-29  1.116934e-62  2.819585e-52  4.960622e-18  2.246407e-60  1.036258e-31  2.088985e-31  1.460524e-02  4.122360e-20  6.052613e-20  1.194338e-19  4.545578e-64  1.408661e-35  2.056702e-29  7.730657e-26  0.000000e+00  9.245271e-01  1.000000e+00  
1.006395e-12  3.300000e+05  1.209353e+00  1.294000e+03  3.903650e-19  7.388605e-20  2.229390e-20  8.674003e-13  7.971652e-30  3.133767e-30  4.069139e-17  1.148834e-32  2.491502e-36  7.910629e-32  6.086767e-02  1.849434e-22  1.615927e-13  4.313172e-17  7.947513e-26  1.684286e-12  2.525780e-43  8.849742e-36  4.549225e-25  1.910071e-28  2.622801e-12  2.761237e-13  2.901412e-28  1.790415e-12  3.571181e-22  6.435559e-44  1.467355e-54  2.713845e-57  4.353671e-29  7.444190e-37  5.298655e-52  8.613303e-32  7.200726e-29  5.413301e-30  1.127170e-31  1.712300e-41  5.194739e-46  2.620324e-45  2.235986e-51  2.005932e-43  2.979775e-44  7.323053e-29  3.589716e-62  8.354550e-52  8.531287e-18  7.669386e-59  2.922452e-31  5.891352e-31  1.460524e-02  1.011316e-19  1.484858e-19  2.930028e-19  4.350394e-62  3.972758e-35  5.800305e-29  2.131093e-25  0.000000e+00  9.245271e-01  1.000000e+00  
1.427603e-12  3.300000e+05  1.209353e+00  1.294000e+03  5.537450e-19  1.515220e-19  4.572223e-20  1.230434e-12  2.259778e-29  6.426921e-30  8.345279e-17  3.675643e-32  9.947397e-36  2.398886e-31  6.086767e-02  3.792181e-22  2.292242e-13  8.845790e-17  2.350706e-25  2.389212e-12  1.140426e-42  2.617573e-35  9.329939e-25  4.156895e-28  3.720525e-12  3.916897e-13  9.502974e-28  2.539733e-12  7.324067e-22  2.927838e-43  8.438009e-54  1.721562e-56  1.425886e-28  2.201907e-36  2.710223e-51  2.761825e-31  2.358447e-28  1.110253e-29  3.692058e-31  7.542149e-41  2.279447e-45  1.149703e-44  1.251543e-50  9.125930e-43  1.307394e-43  1.500850e-28  2.459173e-61  4.665019e-51  1.210210e-17  5.907308e-58  9.571875e-31  1.929586e-30  1.460524e-02  2.074023e-19  3.045203e-19  6.009145e-19  3.312564e-61  1.301206e-34  1.899767e-28  6.301814e-25  0.000000e+00  9.245271e-01  1.000000e+00  
1.848811e-12  3.300000e+05  1.209353e+00  1.294000e+03  7.171251e-19  2.517304e-19  7.596515e-20  1.593469e-12  4.713343e-29  1.067788e-29  1.386516e-16  8.640500e-32  2.665734e-35  5.270554e-31  6.086767e-02  6.301844e-22  2.968556e-13  1.469678e-16  5.045564e-25  3.094138e-12  3.512726e-42  5.618382e-35  1.550122e-24  7.273826e-28  4.818250e-12  5.072554e-13  2.123639e-27  3.289039e-12  1.216854e-21  9.057472e-43  3.128729e-53  7.521855e-56  3.186281e-28  4.726334e-36  1.162681e-50  6.123085e-31  5.270438e-28  1.844706e-29  8.251436e-31  2.158260e-40  6.423899e-45  3.238984e-44  4.433571e-50  2.823172e-42  3.682976e-43  2.491966e-28  1.017907e-60  1.596010e-50  1.567302e-17  3.930310e-57  2.139033e-30  4.312054e-30  1.460524e-02  3.445773e-19  5.059336e-19  9.983878e-19  2.986149e-60  2.907856e-34  4.245422e-28  1.352313e-24  0.000000e+00  9.245271e-01  1.000000e+00  
2.738223e-12  3.300000e+05  1.209353e+00  1.294000e+03  1.062115e-18  5.437010e-19  1.640896e-19  2.360042e-12  1.339706e-28  2.306451e-29  2.994933e-16  2.809477e-31  9.933807e-35  1.592547e-30  6.086767e-02  1.361973e-21  4.396643e-13  3.174581e-16  1.478008e-24  4.582643e-12  1.423640e-41  1.645810e-34  3.348364e-24  1.694340e-27  7.136179e-12  7.512804e-13  6.413378e-27  4.871207e-12  2.628475e-21  3.680942e-42  1.601037e-52  4.064427e-55  9.621889e-28  1.384559e-35  6.289737e-50  1.838408e-30  1.591667e-27  3.984956e-29  2.492214e-30  8.526365e-40  2.494881e-44  1.257454e-43  2.187799e-49  1.147333e-41  1.429706e-42  5.377303e-28  5.924906e-60  7.602463e-50  2.321365e-17  3.090063e-56  6.459852e-30  1.302233e-29  1.460524e-02  7.442718e-19  1.092811e-18  2.156579e-18  2.897877e-59  8.781853e-34  1.282112e-27  3.960107e-24  0.000000e+00  9.245271e-01  1.000000e+00  
4.358062e-12  3.300000e+05  1.209353e+00  1.294000e+03  1.690428e-18  1.366515e-18  4.124919e-19  3.756162e-12  4.864194e-28  5.797811e-29  7.528573e-16  1.246385e-30  5.409224e-34  6.368701e-30  6.086767e-02  3.429072e-21  6.997534e-13  7.980246e-16  5.555833e-24  7.293579e-12  8.048168e-41  6.186644e-34  8.417188e-24  4.831461e-27  1.135770e-11  1.195707e-12  2.460740e-26  7.752561e-12  6.607478e-21  2.085931e-41  1.419788e-51  3.379207e-54  3.691257e-27  5.205097e-35  4.863986e-49  7.026596e-30  6.107028e-27  1.001886e-28  9.564373e-30  4.957646e-39  1.420372e-43  7.155353e-43  1.881343e-48  6.501760e-41  8.134676e-42  1.349155e-27  7.641008e-59  6.388193e-49  3.694843e-17  3.876710e-55  2.478561e-29  4.996485e-29  1.460524e-02  1.870788e-18  2.746949e-18  5.421240e-18  4.419511e-58  3.369601e-33  4.919299e-27  1.487600e-23  0.000000e+00  9.245271e-01  1.000000e+00  
7.234919e-12  3.300000e+05  1.209353e+00  1.294000e+03  2.806327e-18  3.752643e-18  1.133137e-18  6.235690e-12  2.071306e-27  1.592594e-28  2.068064e-15  6.973370e-30  3.767803e-33  3.113449e-29  6.086767e-02  9.450389e-21  1.161673e-12  2.192175e-15  2.439665e-23  1.210824e-11  5.659777e-40  2.716702e-33  2.312247e-23  1.607590e-26  1.885520e-11  1.985006e-12  1.091741e-25  1.286936e-11  1.815091e-20  1.469544e-40  1.779964e-50  3.769409e-53  1.637208e-26  2.286159e-34  5.135106e-48  3.111407e-29  2.709453e-26  2.753021e-28  4.245006e-29  3.704840e-38  1.024655e-42  5.157489e-42  2.324679e-47  4.580514e-40  5.862315e-41  3.693355e-27  1.592890e-57  7.610905e-48  6.134661e-17  7.640613e-54  1.099639e-28  2.216729e-28  1.460524e-02  5.138270e-18  7.545114e-18  1.489236e-17  1.141968e-56  1.495058e-32  2.182498e-26  6.523871e-23  0.000000e+00  9.245271e-01  1.000000e+00  
1.238539e-11  3.300000e+05  1.209353e+00  1.294000e+03  4.804172e-18  1.097697e-17  3.316544e-18  1.067482e-11  9.900857e-27  4.660814e-28  6.052562e-15  4.705367e-29  3.066214e-32  1.798819e-28  6.086767e-02  2.782826e-20  1.988646e-12  6.415994e-15  1.191801e-22  2.072800e-11  4.605041e-39  1.327169e-32  6.767650e-23  6.162685e-26  3.227809e-11  3.398070e-12  5.356764e-25  2.202834e-11  5.312435e-20  1.197129e-39  2.771122e-49  5.088186e-52  8.029017e-26  1.117346e-33  6.692627e-47  1.525324e-28  1.329415e-25  8.062771e-28  2.084302e-28  3.274807e-37  8.537477e-42  4.290846e-41  3.559430e-46  3.731418e-39  4.875688e-40  1.074344e-26  4.228068e-56  1.088933e-46  1.050456e-16  2.101996e-52  5.395443e-28  1.087639e-27  1.460524e-02  1.503443e-17  2.207885e-17  4.358763e-17  4.196715e-55  7.336539e-32  1.070856e-25  3.179516e-22  0.000000e+00  9.245271e-01  1.000000e+00  
2.280656e-11  3.300000e+05  1.209353e+00  1.294000e+03  8.846724e-18  3.716139e-17  1.124024e-17  1.965669e-11  5.793304e-26  1.579300e-27  2.051052e-14  4.183249e-28  3.146640e-31  1.365361e-27  6.086767e-02  9.539460e-20  3.661868e-12  2.174336e-14  7.056946e-22  3.816875e-11  4.706197e-38  7.858851e-32  2.293656e-22  3.007067e-25  5.943728e-11  6.257065e-12  3.177515e-24  4.055348e-11  1.800398e-19  1.224392e-38  5.862011e-48  8.931869e-51  4.758136e-25  6.623567e-33  1.146306e-45  9.043914e-28  7.885670e-25  2.736802e-27  1.237913e-27  3.760936e-36  8.900766e-41  4.461606e-40  7.324832e-45  3.816418e-38  5.066859e-39  3.599801e-26  1.535772e-54  1.998911e-45  1.935528e-16  8.529331e-51  3.200378e-27  6.451351e-27  1.460524e-02  5.092468e-17  7.479859e-17  1.477223e-16  2.231366e-53  4.352928e-31  6.351932e-25  1.874609e-21  0.000000e+00  9.245271e-01  1.000000e+00  
3.322773e-11  3.300000e+05  1.209353e+00  1.294000e+03  1.289024e-17  7.867320e-17  2.385724e-17  2.863856e-11  2.452744e-25  3.350493e-27  4.352115e-14  3.511225e-27  2.958847e-30  9.395515e-27  6.086767e-02  2.078048e-19  5.335051e-12  4.614328e-14  2.980021e-21  5.560954e-11  4.459863e-37  3.319085e-31  4.868268e-22  1.088907e-24  8.659662e-11  9.115908e-12  1.342767e-23  5.906978e-11  3.821015e-19  1.161118e-37  2.129294e-46  2.017143e-49  2.005262e-24  2.811687e-32  2.772299e-44  3.820067e-27  3.332195e-24  5.844303e-27  5.250611e-27  4.890691e-35  8.529851e-40  4.231473e-39  2.413602e-43  3.619258e-37  4.794779e-38  7.447645e-26  1.146047e-52  4.448908e-44  2.823030e-16  1.177650e-48  1.352328e-26  2.725885e-26  1.460524e-02  1.079440e-16  1.586129e-16  3.135270e-16  5.095941e-51  1.841416e-30  2.684035e-24  7.819637e-21  0.000000e+00  9.245271e-01  1.000000e+00  
4.364889e-11  3.300000e+05  1.209353e+00  1.294000e+03  1.693423e-17  1.356262e-16  4.116647e-17  3.762043e-11  5.007557e-25  5.780410e-27  7.508955e-14  7.919075e-27  6.689099e-30  2.061444e-26  6.086767e-02  3.619359e-19  7.008196e-12  7.961756e-14  6.077972e-21  7.305036e-11  1.017109e-36  6.769691e-31  8.400372e-22  2.163530e-24  1.137561e-10  1.197460e-11  2.739036e-23  7.757724e-11  6.593099e-19  2.648194e-37  6.042822e-46  4.977694e-49  4.088244e-24  5.741181e-32  8.120404e-44  7.791652e-27  6.797092e-24  1.010854e-26  1.071883e-26  1.251510e-34  1.940910e-39  9.580218e-39  7.030304e-43  8.254565e-37  1.084375e-37  1.273042e-25  3.346332e-52  1.079288e-43  3.712042e-16  4.657372e-48  2.758495e-26  5.560239e-26  1.460524e-02  1.861709e-16  2.735997e-16  5.409943e-16  2.420334e-50  3.757720e-30  5.474933e-24  1.591027e-20  0.000000e+00  9.245271e-01  1.000000e+00  
6.075854e-11  3.300000e+05  1.209353e+00  1.294000e+03  2.357715e-17  2.620486e-16  7.976237e-17  5.236699e-11  1.433037e-24  1.119419e-26  1.454458e-13  3.339789e-26  2.804749e-29  7.829183e-26  6.086767e-02  7.207468e-19  9.755112e-12  1.542389e-13  1.721386e-20  1.016851e-10  4.436065e-36  1.917532e-30  1.627626e-21  5.845526e-24  1.583473e-10  1.666771e-11  7.759441e-23  1.079439e-10  1.277339e-18  1.155290e-36  5.501084e-45  3.493058e-48  1.155170e-23  1.638517e-31  5.147515e-43  2.206502e-26  1.925453e-23  1.979346e-26  3.048713e-26  6.615924e-34  8.246246e-39  4.025113e-38  5.644922e-42  3.601176e-36  4.544854e-37  2.400774e-25  3.955454e-51  6.691236e-43  5.179442e-16  6.672152e-47  7.813939e-26  1.574963e-25  1.460524e-02  3.601941e-16  5.295799e-16  1.048165e-15  4.329846e-49  1.066394e-29  1.550880e-23  4.454019e-20  0.000000e+00  9.245271e-01  1.000000e+00  
7.786819e-11  3.300000e+05  1.209353e+00  1.294000e+03  3.022369e-17  4.295372e-16  1.310079e-16  6.711354e-11  2.908047e-24  1.837946e-26  2.388386e-13  7.885341e-26  6.614865e-29  1.787809e-25  6.086767e-02  1.206920e-18  1.250193e-11  2.533047e-13  3.473328e-20  1.303199e-10  1.057738e-35  3.869353e-30  2.673346e-21  1.156577e-23  2.029389e-10  2.136042e-11  1.565849e-22  1.382868e-10  2.097869e-18  2.754909e-36  1.698035e-44  9.488748e-48  2.327997e-23  3.320352e-31  1.491843e-42  4.451878e-26  3.885442e-23  3.278170e-26  6.164971e-26  1.777352e-33  1.962093e-38  9.505566e-38  1.761398e-41  8.587445e-36  1.071511e-36  3.866550e-25  1.286211e-50  1.778334e-42  6.655332e-16  2.597236e-46  1.576781e-25  3.178050e-25  1.460524e-02  5.909904e-16  8.691879e-16  1.721537e-15  1.923259e-48  2.154636e-29  3.129538e-23  8.932940e-20  0.000000e+00  9.245271e-01  1.000000e+00  
9.497783e-11  3.300000e+05  1.209353e+00  1.294000e+03  3.687658e-17  6.374353e-16  1.949031e-16  8.186008e-11  5.373707e-24  2.733110e-26  3.552278e-13  1.780161e-25  1.490266e-28  3.872203e-25  6.086767e-02  1.837863e-18  1.524864e-11  3.767924e-13  6.355079e-20  1.589549e-10  2.413878e-35  7.080407e-30  3.977204e-21  2.081982e-23  2.475310e-10  2.605271e-11  2.865448e-22  1.686060e-10  3.120799e-18  6.287831e-36  5.690930e-44  2.726128e-47  4.251124e-23  6.127106e-31  4.120093e-42  8.144434e-26  7.109910e-23  4.942438e-26  1.131902e-25  4.596279e-33  4.464024e-38  2.143151e-37  5.572701e-41  1.960038e-35  2.410968e-36  5.620622e-25  4.936219e-50  4.906014e-42  8.144917e-16  1.055887e-45  2.885261e-25  5.815102e-25  1.460524e-02  8.780905e-16  1.291942e-15  2.561074e-15  8.859570e-48  3.951002e-29  5.726578e-23  1.619008e-19  0.000000e+00  9.245271e-01  1.000000e+00  
1.120875e-10  3.300000e+05  1.209353e+00  1.294000e+03  4.353616e-17  8.856615e-16  2.714479e-16  9.660661e-11  8.905790e-24  3.804844e-26  4.946082e-13  3.448014e-25  2.889499e-28  7.296813e-25  6.086767e-02  2.615739e-18  1.799525e-11  5.246991e-13  1.043109e-19  1.875899e-10  4.708579e-35  1.162278e-29  5.539201e-21  3.380445e-23  2.921234e-10  3.074460e-11  4.703948e-22  1.989013e-10  4.346116e-18  1.226659e-35  1.559771e-43  6.363936e-47  6.964567e-23  1.015233e-30  9.694893e-42  1.336633e-25  1.167121e-22  6.986248e-26  1.863955e-25  1.023583e-32  8.754705e-38  4.159316e-37  1.490888e-40  3.823791e-35  4.668001e-36  7.661554e-25  1.498917e-49  1.122629e-41  9.648869e-16  3.647765e-45  4.736172e-25  9.545162e-25  1.460524e-02  1.221435e-15  1.797779e-15  3.566769e-15  3.486518e-47  6.502116e-29  9.400236e-23  2.633513e-19  0.000000e+00  9.245271e-01  1.000000e+00  
1.467910e-10  3.300000e+05  1.209353e+00  1.294000e+03  5.706968e-17  1.511721e-15  4.655529e-16  1.265170e-10  2.027401e-23  6.519915e-26  8.478445e-13  9.853067e-25  8.297541e-28  2.017100e-24  6.086767e-02  4.678472e-18  2.356590e-11  8.996482e-13  2.332829e-19  2.456708e-10  1.356979e-34  2.599812e-29  9.500196e-21  7.452808e-23  3.825715e-10  4.025989e-11  1.052262e-21  2.602766e-10  7.452795e-18  3.535752e-35  6.893248e-43  2.324748e-46  1.552183e-22  2.315194e-30  3.534231e-41  2.988523e-25  2.610626e-22  1.239529e-25  4.193269e-25  3.519335e-32  2.557106e-37  1.195711e-36  6.444757e-40  1.102207e-34  1.337046e-35  1.259947e-24  7.679970e-49  4.049108e-41  1.275361e-15  2.049532e-44  1.059348e-24  2.134836e-24  1.460524e-02  2.089660e-15  3.077992e-15  6.116848e-15  2.317008e-46  1.461854e-28  2.102579e-22  5.792898e-19  0.000000e+00  9.245271e-01  1.000000e+00  
1.991772e-10  3.300000e+05  1.209353e+00  1.294000e+03  7.758328e-17  2.763329e-15  8.571325e-16  1.716677e-10  5.214677e-23  1.198813e-25  1.559738e-12  3.435674e-24  2.952256e-27  6.800091e-24  6.086767e-02  9.141325e-18  3.197419e-11  1.655650e-12  5.805839e-19  3.333468e-10  4.773635e-34  6.472518e-29  1.749105e-20  1.832330e-22  5.191092e-10  5.462036e-11  2.620012e-21  3.527401e-10  1.371830e-17  1.244297e-34  5.354931e-42  1.217055e-45  3.838148e-22  6.078042e-30  1.841901e-40  7.434155e-25  6.499253e-22  2.449560e-25  1.054889e-24  1.699360e-31  9.428029e-37  4.258836e-36  4.922932e-39  3.879095e-34  4.723334e-35  2.193924e-24  9.895325e-48  2.224593e-40  1.761470e-15  2.556201e-43  2.637094e-24  5.313664e-24  1.460524e-02  3.832963e-15  5.652152e-15  1.126059e-14  4.066951e-45  3.688844e-28  5.234115e-22  1.398940e-18  0.000000e+00  9.245271e-01  1.000000e+00  
2.515635e-10  3.300000e+05  1.209353e+00  1.294000e+03  9.822988e-17  4.376141e-15  1.367297e-15  2.168182e-10  1.074354e-22  1.909817e-25  2.486107e-12  8.325030e-24  7.218622e-27  1.623791e-23  6.086767e-02  1.542826e-17  4.038154e-11  2.639963e-12  1.169164e-18  4.210239e-10  1.161000e-33  1.303737e-28  2.790198e-20  3.663295e-22  6.556507e-10  6.897699e-11  5.277801e-21  4.449819e-10  2.187845e-17  3.026783e-34  1.630426e-41  3.396896e-45  7.693633e-22  1.270686e-29  5.131427e-40  1.496561e-24  1.309092e-21  4.200181e-25  2.140439e-24  4.629791e-31  2.341387e-36  1.041855e-35  1.535610e-38  9.436243e-34  1.151238e-34  3.308717e-24  3.317838e-47  6.296719e-40  2.274633e-15  8.867600e-43  5.311409e-24  1.070133e-23  1.460524e-02  6.091339e-15  8.992588e-15  1.796099e-14  1.628281e-44  7.502912e-28  1.054218e-21  2.756276e-18  0.000000e+00  9.245271e-01  1.000000e+00  
3.039497e-10  3.300000e+05  1.209353e+00  1.294000e+03  1.190401e-16  6.342815e-15  1.996045e-15  2.619687e-10  1.949533e-22  2.784372e-25  3.626453e-12  1.792965e-23  1.581012e-26  3.448880e-23  6.086767e-02  2.373354e-17  4.878795e-11  3.852285e-12  2.060249e-18  5.087019e-10  2.509119e-33  2.298139e-28  4.073307e-20  6.425805e-22  7.921959e-10  8.332976e-11  9.304250e-21  5.370026e-10  3.193199e-17  6.543352e-34  5.370742e-41  9.104001e-45  1.347562e-21  2.389165e-29  1.375829e-39  2.635988e-24  2.307505e-21  6.721488e-25  3.809014e-24  1.204420e-30  5.273465e-36  2.283885e-35  4.914845e-38  2.040042e-33  2.506565e-34  4.615859e-24  1.316925e-46  1.745624e-39  2.821125e-15  3.557643e-42  9.361641e-24  1.885931e-23  1.460524e-02  8.859262e-15  1.309347e-14  2.621754e-14  7.325208e-44  1.345848e-27  1.858132e-21  4.723271e-18  0.000000e+00  9.245271e-01  1.000000e+00  
3.563359e-10  3.300000e+05  1.209353e+00  1.294000e+03  1.400471e-16  8.655374e-15  2.743378e-15  3.071190e-10  3.227520e-22  3.821817e-25  4.980256e-12  3.398713e-23  3.043034e-26  6.470246e-23  6.086767e-02  3.426838e-17  5.719341e-11  5.292303e-12  3.317846e-18  5.963810e-10  4.767776e-33  3.702136e-28  5.598437e-20  1.031557e-21  9.287448e-10  9.767869e-11  1.498988e-20  6.288026e-10  4.387761e-17  1.243702e-33  1.422604e-40  2.051086e-44  2.157408e-21  4.124889e-29  3.099881e-39  4.243170e-24  3.717105e-21  1.018957e-24  6.192305e-24  2.653581e-30  1.041988e-35  4.400532e-35  1.299997e-37  3.877713e-33  4.798126e-34  6.094023e-24  4.054415e-46  4.056082e-39  3.407575e-15  1.154061e-41  1.507943e-23  3.037428e-23  1.460524e-02  1.213084e-14  1.794864e-14  3.602975e-14  2.844173e-43  2.211050e-27  2.993045e-21  7.404328e-18  0.000000e+00  9.245271e-01  1.000000e+00  
4.087221e-10  3.300000e+05  1.209353e+00  1.294000e+03  1.612824e-16  1.130626e-14  3.609294e-15  3.522692e-10  4.997781e-22  5.021506e-25  6.547002e-12  5.882685e-23  5.342905e-26  1.110562e-22  6.086767e-02  4.723283e-17  6.559793e-11  6.959708e-12  5.004791e-18  6.840611e-10  8.267454e-33  5.586245e-28  7.365597e-20  1.552516e-21  1.065297e-09  1.120238e-10  2.262065e-20  7.203826e-10  5.771401e-17  2.157196e-33  3.255254e-40  4.098419e-44  3.235693e-21  6.695274e-29  6.196971e-39  6.397867e-24  5.608653e-21  1.484010e-24  9.426605e-24  5.213672e-30  1.875465e-35  7.735222e-35  2.966258e-37  6.726182e-33  8.380859e-34  7.739600e-24  1.057734e-45  8.356632e-39  4.040427e-15  3.107354e-41  2.275149e-23  4.582255e-23  1.460524e-02  1.590039e-14  2.355212e-14  4.739709e-14  8.822932e-43  3.409435e-27  4.515876e-21  1.088138e-17  0.000000e+00  9.245271e-01  1.000000e+00  
4.982763e-10  3.300000e+05  1.209353e+00  1.294000e+03  1.981997e-16  1.660067e-14  5.364209e-15  4.294532e-10  9.449240e-22  7.446280e-25  9.717063e-12  1.301566e-22  1.211460e-25  2.427141e-22  6.086767e-02  7.557277e-17  7.996328e-11  1.033583e-11  9.062352e-18  8.339524e-10  1.833639e-32  1.012083e-27  1.094710e-19  2.803873e-21  1.298743e-09  1.365378e-10  4.098910e-20  8.764303e-10  8.574261e-17  4.786754e-33  1.102982e-39  1.123766e-43  5.801521e-21  1.391546e-28  1.701104e-38  1.157639e-23  1.016086e-20  2.639143e-24  1.733639e-23  1.396460e-29  4.438498e-35  1.758020e-34  1.001385e-36  1.492641e-32  1.883395e-33  1.095868e-23  4.512269e-45  2.433089e-38  5.247935e-15  1.357988e-40  4.121279e-23  8.298733e-23  1.460523e-02  2.348177e-14  3.484738e-14  7.042971e-14  4.817255e-42  6.451810e-27  8.180326e-21  1.885515e-17  0.000000e+00  9.245271e-01  1.000000e+00  
5.878305e-10  3.300000e+05  1.209353e+00  1.294000e+03  2.360265e-16  2.282561e-14  7.465670e-15  5.066368e-10  1.610601e-21  1.034010e-24  1.350539e-11  2.493228e-22  2.364746e-25  4.608069e-22  6.086767e-02  1.125518e-16  9.432590e-11  1.437395e-11  1.487109e-17  9.838468e-10  3.518214e-32  1.661656e-27  1.523597e-19  4.593358e-21  1.532199e-09  1.610405e-10  6.730625e-20  1.031839e-09  1.192866e-16  9.187874e-33  2.737792e-39  2.482154e-43  9.434009e-21  2.582841e-28  3.760305e-38  1.898382e-23  1.668143e-20  4.364151e-24  2.885173e-23  3.040747e-29  8.945873e-35  3.438331e-34  2.494916e-36  2.865216e-32  3.651377e-33  1.470094e-23  1.251552e-44  5.586980e-38  6.641530e-15  3.814593e-40  6.765332e-23  1.362029e-22  1.460523e-02  3.247412e-14  4.828252e-14  9.800302e-14  1.501720e-41  1.104941e-26  1.342869e-20  2.970449e-17  0.000000e+00  9.245271e-01  1.000000e+00  
6.773847e-10  3.300000e+05  1.209353e+00  1.294000e+03  2.748985e-16  2.994853e-14  9.913674e-15  5.838201e-10  2.559998e-21  1.369981e-24  1.790948e-11  4.400719e-22  4.266438e-25  8.058401e-22  6.086767e-02  1.590290e-16  1.086858e-10  1.907238e-11  2.274226e-17  1.133744e-09  6.219219e-32  2.542590e-27  2.023223e-19  7.017267e-21  1.765666e-09  1.855320e-10  1.030045e-19  1.186611e-09  1.583397e-16  1.624915e-32  6.487350e-39  5.090549e-43  1.428868e-20  4.556211e-28  7.720930e-38  2.901114e-23  2.552375e-20  6.899769e-24  4.478181e-23  6.145214e-29  1.676283e-34  6.220811e-34  5.891571e-36  5.067655e-32  6.536225e-33  1.908813e-23  3.474945e-44  1.210215e-37  8.251814e-15  1.060632e-39  1.035025e-22  2.083334e-22  1.460523e-02  4.285115e-14  6.382902e-14  1.301144e-13  4.721707e-41  1.782560e-26  2.054479e-20  4.355920e-17  0.000000e+00  9.245271e-01  1.000000e+00  
