int_time      x             tau           rho           u             mdot          T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2*          CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         AR            C2H3O         N2            C2O           C3H2          C3H3          PC3H4         AC3H4         C4H           C4H2          H2C4O         N-C4H3        I-C4H3        C4H4          N-C4H5        I-C4H5        C4H6          C4H612        C5H2          C5H3          C6H           C6H2          C6H3          L-C6H4        C-C6H4        N-C6H5        I-C6H5        L-C6H6        N-C6H7        I-C6H7        C-C6H7        C6H8          A1            A1-           C6H5O         C6H5OH        C5H6          C5H5          C5H5O         C5H4OH        C5H4O         N-A1C2H2      I-A1C2H2      A1C2H3        A1C2H3*       A1C2H         A1C2H*        A1C2H-        A1C2H)2       A2            A2-1          A2-2          NAPHTHYNE     A2C2HA        A2C2HB        A2C2HA*       A2C2HB*       A2C2H2        A2C2H)2       A3-1          A3-4          A3            A3C2H         A3C2H2        A4            P2            P2-           P2-H          A4-           A2R5          A2R5-         sumfracs      M$0           M$1           M$2           M$3           M$4           M$5           
1.000000e+05  2.250000e-03  2.663490e-04  6.356863e-03  8.447563e+00  5.370000e-02  2.021667e+03  4.926735e-01  5.135942e-03  6.880972e-05  4.535167e-02  3.797493e-04  1.802402e-01  1.616781e-04  3.980129e-06  7.705919e-07  4.208693e-06  1.440741e-04  6.039283e-06  4.542168e-03  2.003021e-02  1.169096e-01  1.207669e-02  3.781499e-05  6.040900e-04  4.330287e-06  2.585679e-06  4.329124e-05  1.889469e-05  8.840975e-02  6.275308e-04  2.192220e-02  1.031355e-05  5.894965e-05  2.497321e-04  3.851093e-03  4.738960e-05  1.990307e-129  5.633914e-08  9.136357e-126  3.610702e-06  1.242028e-05  1.565616e-03  6.992972e-06  4.287770e-05  3.849749e-07  3.620389e-03  1.540253e-05  6.055565e-06  2.265245e-05  5.235524e-04  7.384087e-07  1.839316e-06  4.010091e-05  3.712169e-07  1.120000e-05  2.050743e-05  1.235374e-08  6.886494e-05  2.301280e-07  1.929199e-06  2.074036e-05  3.043707e-09  2.541927e-08  8.667103e-07  8.670238e-11  5.364951e-09  6.503287e-10  8.682591e-08  3.252625e-04  2.335702e-05  3.016925e-08  9.341198e-07  3.460767e-07  1.076945e-05  5.486353e-09  7.333500e-11  2.635807e-09  1.032152e-08  6.605168e-09  9.312231e-07  2.063374e-08  3.127749e-05  4.839246e-07  5.898791e-07  2.595673e-07  4.717611e-07  1.162638e-08  2.093944e-08  1.216173e-07  1.438991e-08  1.540767e-08  1.453487e-10  1.552170e-10  3.476008e-14  7.011088e-13  1.069186e-09  1.180527e-09  5.318914e-08  3.880809e-10  1.670993e-15  4.195450e-09  6.120600e-08  2.274912e-09  1.901736e-14  1.973896e-10  9.003260e-08  1.047688e-08  1.000000e+00  3.340843e+01  4.447188e+01  6.792374e+01  9.128265e+01  1.153639e+02  1.392604e+02  
1.000000e+05  2.750000e-03  3.079066e-04  6.012576e-03  8.931281e+00  5.370000e-02  2.057500e+03  5.091185e-01  4.783977e-03  4.687610e-05  3.439568e-02  3.106207e-04  1.833132e-01  7.768774e-05  1.794390e-06  6.545857e-07  3.179445e-06  1.195131e-04  4.670240e-06  4.058711e-03  2.039589e-02  1.194727e-01  1.215633e-02  2.183553e-05  3.634214e-04  2.379881e-06  1.246432e-06  2.202502e-05  1.907774e-05  8.838103e-02  3.708142e-04  1.297985e-02  5.889503e-06  1.704226e-05  1.845608e-04  2.759312e-03  4.404333e-05  2.239860e-129  2.880715e-08  1.038764e-125  3.078502e-06  1.287033e-05  1.622926e-03  5.619215e-06  3.594012e-05  4.006147e-07  3.853313e-03  1.354876e-05  4.303608e-06  1.686717e-05  3.698375e-04  2.942718e-07  7.034957e-07  1.573035e-05  2.345146e-07  1.200709e-05  2.348692e-05  1.310945e-08  7.509931e-05  2.592000e-07  2.393923e-06  3.145116e-05  3.594209e-09  1.332872e-08  4.691505e-07  2.759605e-11  1.567719e-09  6.397905e-10  2.716229e-08  3.793657e-04  2.889599e-05  2.230093e-08  8.326465e-07  4.191561e-07  1.321703e-05  2.634225e-09  5.828166e-11  1.851155e-09  7.593230e-09  5.118963e-09  6.929247e-07  1.470505e-08  4.046554e-05  5.917194e-07  7.254638e-07  3.418362e-07  4.738407e-07  1.117487e-08  2.174813e-08  1.533962e-07  1.652009e-08  1.900641e-08  1.618257e-10  1.860446e-10  3.772255e-14  9.927137e-13  1.665989e-09  1.865719e-09  8.310534e-08  6.381907e-10  2.360516e-15  6.519768e-09  9.021485e-08  3.517339e-09  2.528105e-14  3.862780e-10  1.069039e-07  1.419519e-08  1.000000e+00  3.383737e+01  4.460201e+01  6.793585e+01  9.129881e+01  1.153876e+02  1.392864e+02  
1.000000e+05  3.250000e-03  3.482978e-04  5.754951e-03  9.331096e+00  5.370000e-02  2.076250e+03  5.252257e-01  4.156187e-03  3.161940e-05  2.714817e-02  2.445869e-04  1.836251e-01  4.022387e-05  9.139916e-07  4.458865e-07  2.118197e-06  9.332344e-05  3.269655e-06  3.452679e-03  2.066675e-02  1.193565e-01  1.198854e-02  1.297866e-05  2.320403e-04  1.361958e-06  6.495382e-07  1.290990e-05  1.674794e-05  8.657428e-02  2.132054e-04  8.223782e-03  3.885796e-06  7.078988e-06  1.323534e-04  2.028740e-03  4.031731e-05  2.433638e-129  1.586811e-08  1.142529e-125  2.391779e-06  1.157240e-05  1.581751e-03  4.842220e-06  3.313435e-05  3.531364e-07  3.858214e-03  1.194177e-05  2.899678e-06  1.219101e-05  2.653352e-04  1.185170e-07  2.711235e-07  6.662537e-06  1.608651e-07  1.127576e-05  2.402316e-05  1.152891e-08  7.546978e-05  2.690385e-07  2.911845e-06  4.264993e-05  3.911074e-09  7.435805e-09  2.870251e-07  9.144256e-12  4.430236e-10  5.789588e-10  8.916953e-09  4.153659e-04  3.120326e-05  1.661726e-08  7.144427e-07  5.027735e-07  1.499266e-05  1.393367e-09  4.619980e-11  1.378702e-09  5.210490e-09  3.563016e-09  5.255132e-07  9.916446e-09  4.846414e-05  6.227351e-07  7.687236e-07  4.035458e-07  4.520085e-07  9.695684e-09  1.996072e-08  1.781768e-07  1.748688e-08  2.139183e-08  1.552108e-10  1.892684e-10  3.590688e-14  1.190396e-12  2.149708e-09  2.444339e-09  1.159205e-07  9.081788e-10  2.852476e-15  9.082168e-09  1.169093e-07  4.448014e-09  2.848105e-14  6.205222e-10  1.182743e-07  1.644929e-08  1.000000e+00  3.417616e+01  4.479799e+01  6.795241e+01  9.131941e+01  1.154178e+02  1.393184e+02  
1.000000e+05  3.750000e-03  3.867675e-04  5.538511e-03  9.695746e+00  5.370000e-02  2.088750e+03  5.407439e-01  3.449636e-03  2.128909e-05  2.215737e-02  1.878358e-04  1.823309e-01  2.275458e-05  5.177669e-07  2.643790e-07  1.318930e-06  7.111936e-05  2.163286e-06  2.829737e-03  2.085344e-02  1.177311e-01  1.170118e-02  7.923846e-06  1.569745e-04  8.066149e-07  3.640294e-07  8.528387e-06  1.369048e-05  8.411213e-02  1.237220e-04  5.569375e-03  2.584957e-06  3.892052e-06  9.400795e-05  1.542492e-03  3.697364e-05  2.565051e-129  9.095543e-09  1.219183e-125  1.769969e-06  9.596030e-06  1.495217e-03  4.383142e-06  3.247061e-05  2.856461e-07  3.748333e-03  1.057126e-05  1.968092e-06  8.970511e-06  1.987489e-04  5.223533e-08  1.124128e-07  3.140694e-06  1.115237e-07  9.861273e-06  2.314839e-05  9.220740e-09  7.292609e-05  2.630838e-07  3.480453e-06  5.409536e-05  4.000137e-09  4.744334e-09  2.115605e-07  3.712190e-12  1.310393e-10  4.874778e-10  3.238089e-09  4.350561e-04  3.115666e-05  1.218116e-08  5.887696e-07  5.896371e-07  1.615756e-05  7.933708e-10  3.534494e-11  1.013186e-09  3.521359e-09  2.423060e-09  4.124003e-07  6.646174e-09  5.542183e-05  6.010866e-07  7.480135e-07  4.493464e-07  4.209227e-07  7.961820e-09  1.728693e-08  1.967973e-07  1.780363e-08  2.292155e-08  1.382904e-10  1.763722e-10  3.134727e-14  1.341119e-12  2.462312e-09  2.848939e-09  1.487981e-07  1.181107e-09  3.096189e-15  1.167540e-08  1.381515e-07  4.967631e-09  2.860766e-14  8.904033e-10  1.252041e-07  1.754359e-08  1.000000e+00  3.444507e+01  4.504041e+01  6.797618e+01  9.134691e+01  1.154579e+02  1.393601e+02  
1.000000e+05  4.250000e-03  4.227887e-04  5.342059e-03  1.005230e+01  5.370000e-02  2.101250e+03  5.553227e-01  2.799735e-03  1.447160e-05  1.857828e-02  1.434951e-04  1.801628e-01  1.406937e-05  3.218102e-07  1.461735e-07  8.066247e-07  5.436039e-05  1.407254e-06  2.268299e-03  2.093635e-02  1.153673e-01  1.136754e-02  4.988669e-06  1.116282e-04  4.921853e-07  2.178750e-07  6.145683e-06  1.093192e-05  8.152139e-02  7.398868e-05  3.993075e-03  1.679655e-06  2.372492e-06  6.675197e-05  1.203871e-03  3.429948e-05  2.649066e-129  5.312565e-09  1.269102e-125  1.291896e-06  7.686035e-06  1.394830e-03  4.093552e-06  3.305822e-05  2.241872e-07  3.595116e-03  9.420499e-06  1.390112e-06  6.895281e-06  1.564286e-04  2.605890e-08  5.182088e-08  1.648769e-06  7.568942e-08  8.338759e-06  2.168378e-05  7.146867e-09  6.944977e-05  2.484196e-07  4.103371e-06  6.616106e-05  4.001954e-09  3.457511e-09  1.852693e-07  1.954695e-12  4.253052e-11  3.883238e-10  1.326566e-09  4.405991e-04  3.006370e-05  8.739168e-09  4.675575e-07  6.741108e-07  1.685614e-05  4.783031e-10  2.607755e-11  7.181114e-10  2.419953e-09  1.699609e-09  3.350155e-07  4.575583e-09  6.171219e-05  5.597033e-07  7.032637e-07  4.867100e-07  3.872011e-07  6.401009e-09  1.475620e-08  2.112380e-07  1.789022e-08  2.402775e-08  1.213928e-10  1.598875e-10  2.601473e-14  1.517072e-12  2.660026e-09  3.140784e-09  1.804564e-07  1.463083e-09  3.168447e-15  1.420700e-08  1.524443e-07  5.218372e-09  2.671828e-14  1.221320e-09  1.288402e-07  1.814830e-08  1.000000e+00  3.466205e+01  4.530402e+01  6.801073e+01  9.138426e+01  1.155117e+02  1.394158e+02  
1.000000e+05  4.750000e-03  4.564714e-04  5.160530e-03  1.040591e+01  5.370000e-02  2.113750e+03  5.690516e-01  2.276260e-03  1.008408e-05  1.590046e-02  1.110064e-04  1.774952e-01  9.481698e-06  2.181875e-07  8.042581e-08  5.035730e-07  4.229366e-05  9.312545e-07  1.811594e-03  2.089116e-02  1.126258e-01  1.101493e-02  3.268318e-06  8.279962e-05  3.118529e-07  1.387008e-07  4.693928e-06  8.746632e-06  7.894386e-02  4.621525e-05  2.994716e-03  1.085597e-06  1.488401e-06  4.775244e-05  9.538208e-04  3.211047e-05  2.705232e-129  3.186102e-09  1.296756e-125  9.533808e-07  6.141914e-06  1.292898e-03  3.882461e-06  3.430300e-05  1.757541e-07  3.426294e-03  8.438753e-06  1.035399e-06  5.589521e-06  1.286863e-04  1.475291e-08  2.688396e-08  9.543844e-07  5.131572e-08  6.953667e-06  2.003044e-05  5.544152e-09  6.583004e-05  2.316182e-07  4.767250e-06  7.882386e-05  3.964438e-09  2.773656e-09  1.814744e-07  1.259170e-12  1.574263e-11  3.012757e-10  6.184235e-10  4.337553e-04  2.860829e-05  6.236362e-09  3.620440e-07  7.493041e-07  1.719680e-05  3.074837e-10  1.908183e-11  5.046248e-10  1.712033e-09  1.252418e-09  2.783620e-07  3.273921e-09  6.733382e-05  5.178750e-07  6.577366e-07  5.181771e-07  3.526876e-07  5.158020e-09  1.263297e-08  2.226978e-07  1.793255e-08  2.495268e-08  1.084171e-10  1.458624e-10  2.118550e-14  1.745071e-12  2.801904e-09  3.380316e-09  2.099268e-07  1.756741e-09  3.163656e-15  1.665230e-08  1.587341e-07  5.291541e-09  2.388438e-14  1.623724e-09  1.298661e-07  1.854029e-08  1.000000e+00  3.484110e+01  4.556984e+01  6.806019e+01  9.143457e+01  1.155834e+02  1.394902e+02  
1.000000e+05  5.500000e-03  5.049059e-04  4.929718e-03  1.089312e+01  5.370000e-02  2.131244e+03  5.865862e-01  1.727731e-03  6.189640e-06  1.284778e-02  7.911282e-05  1.735906e-01  5.848906e-06  1.354243e-07  3.417437e-08  2.643085e-07  2.975060e-05  5.335598e-07  1.313258e-03  2.071192e-02  1.088514e-01  1.054440e-02  1.855752e-06  5.449541e-05  1.669807e-07  7.643061e-08  3.261376e-06  6.515756e-06  7.564684e-02  2.419089e-05  2.001281e-03  5.751125e-07  7.361077e-07  2.912337e-05  6.670028e-04  2.948759e-05  2.778661e-129  1.542347e-09  1.319705e-125  6.239537e-07  4.524239e-06  1.151957e-03  3.629540e-06  3.692720e-05  1.270571e-07  3.199067e-03  7.233687e-06  7.349500e-07  4.461602e-06  1.010538e-04  7.438049e-09  1.157712e-08  4.518321e-07  2.971039e-08  5.206686e-06  1.766664e-05  3.975815e-09  6.136815e-05  2.138591e-07  5.904402e-06  1.003264e-04  3.927548e-09  2.237106e-09  1.947624e-07  7.953098e-13  4.188583e-12  2.079496e-10  2.211427e-10  4.129391e-04  2.672370e-05  3.825105e-09  2.398030e-07  8.499155e-07  1.753656e-05  1.761333e-10  1.250229e-11  3.122007e-10  1.074361e-09  8.604477e-10  2.114746e-07  2.093190e-09  7.612550e-05  4.812419e-07  6.213007e-07  5.711368e-07  3.038901e-07  3.870909e-09  1.024069e-08  2.420780e-07  1.847286e-08  2.695389e-08  9.982016e-11  1.368108e-10  1.607237e-14  2.289189e-12  3.113574e-09  3.872056e-09  2.591326e-07  2.317634e-09  3.274508e-15  2.108165e-08  1.589700e-07  5.319043e-09  1.990164e-14  2.464777e-09  1.309361e-07  1.938608e-08  1.000000e+00  3.508153e+01  4.573947e+01  6.809147e+01  9.146516e+01  1.156269e+02  1.395351e+02  
1.000000e+05  6.500000e-03  5.671391e-04  4.685441e-03  1.146103e+01  5.370000e-02  2.143682e+03  6.072831e-01  1.323890e-03  3.844309e-06  1.037528e-02  5.613555e-05  1.677451e-01  4.036469e-06  9.500919e-08  1.435080e-08  1.373244e-07  2.057411e-05  3.062340e-07  9.456053e-04  2.015564e-02  1.037390e-01  9.958141e-03  1.072566e-06  3.640635e-05  9.048648e-08  4.312203e-08  2.295543e-06  4.757642e-06  7.169063e-02  1.295826e-05  1.358577e-03  3.012500e-07  3.671223e-07  1.724151e-05  4.519642e-04  2.644608e-05  2.832009e-129  7.513082e-10  1.311229e-125  4.094159e-07  3.313890e-06  1.005642e-03  3.368601e-06  3.955945e-05  8.971892e-08  2.936085e-03  6.082752e-06  5.462716e-07  3.734305e-06  8.323018e-05  4.171533e-09  5.587512e-09  2.325314e-07  1.768834e-08  3.820393e-06  1.521524e-05  2.788192e-09  5.639987e-05  1.902590e-07  6.995959e-06  1.202348e-04  3.639833e-09  1.825591e-09  2.126680e-07  5.307615e-13  1.360222e-12  1.396815e-10  9.236068e-11  3.735854e-04  2.375491e-05  2.306568e-09  1.522639e-07  9.222673e-07  1.727552e-05  1.121337e-10  8.127733e-12  1.949571e-10  6.711161e-10  5.998287e-10  1.564317e-07  1.330016e-09  8.191751e-05  4.335722e-07  5.690574e-07  6.002179e-07  2.562013e-07  2.905792e-09  8.137982e-09  2.538689e-07  1.905522e-08  2.881162e-08  9.206980e-11  1.268108e-10  1.199702e-14  2.902913e-12  3.225002e-09  4.122847e-09  2.955990e-07  2.823614e-09  3.168676e-15  2.502184e-08  1.427237e-07  4.798080e-09  1.519694e-14  3.321149e-09  1.283311e-07  1.934388e-08  1.000000e+00  3.526334e+01  4.592626e+01  6.813102e+01  9.150236e+01  1.156794e+02  1.395896e+02  
1.000000e+05  7.500000e-03  6.243848e-04  4.470595e-03  1.201182e+01  5.370000e-02  2.156119e+03  6.256223e-01  1.068415e-03  2.587474e-06  8.619360e-03  4.244815e-05  1.620608e-01  3.185304e-06  7.602673e-08  6.794124e-09  7.874541e-08  1.487928e-05  1.939727e-07  7.174203e-04  1.950525e-02  9.896907e-02  9.429014e-03  6.818508e-07  2.582003e-05  5.405228e-08  2.701663e-08  1.691923e-06  3.684928e-06  6.818944e-02  7.749811e-06  9.748689e-04  1.744044e-07  1.998900e-07  1.082162e-05  3.117543e-04  2.396500e-05  2.883666e-129  3.946911e-10  1.292320e-125  2.900658e-07  2.564934e-06  8.848409e-04  3.156117e-06  4.183419e-05  6.737400e-08  2.708488e-03  5.181070e-06  4.400506e-07  3.329412e-06  7.275955e-05  2.709631e-09  3.227706e-09  1.368277e-07  1.128831e-08  2.880343e-06  1.321608e-05  2.088279e-09  5.226027e-05  1.703625e-07  7.907469e-06  1.367900e-04  3.381513e-09  1.554929e-09  2.308076e-07  3.785216e-13  6.262969e-13  9.659388e-11  4.868720e-11  3.303067e-04  2.117361e-05  1.456651e-09  9.911856e-08  9.631942e-07  1.680488e-05  8.065671e-11  5.566753e-12  1.282778e-10  4.488864e-10  4.501836e-10  1.165247e-07  9.005466e-10  8.515520e-05  4.008226e-07  5.337253e-07  6.157068e-07  2.168094e-07  2.279321e-09  6.682766e-09  2.607644e-07  1.986624e-08  3.073806e-08  8.919610e-11  1.224796e-10  9.324729e-15  3.678650e-12  3.297480e-09  4.311720e-09  3.191012e-07  3.265564e-09  3.028748e-15  2.823560e-08  1.199109e-07  4.192590e-09  1.142960e-14  4.229954e-09  1.243471e-07  1.932542e-08  1.000000e+00  3.539482e+01  4.611293e+01  6.818028e+01  9.154709e+01  1.157420e+02  1.396550e+02  
1.000000e+05  8.500000e-03  6.797512e-04  4.294428e-03  1.250457e+01  5.370000e-02  2.164311e+03  6.414063e-01  8.944620e-04  1.850892e-06  7.339030e-03  3.347637e-05  1.568238e-01  2.712532e-06  6.569965e-08  3.548889e-09  4.839760e-08  1.107794e-05  1.313308e-07  5.687730e-04  1.885744e-02  9.477020e-02  8.974379e-03  4.668052e-07  1.929764e-05  3.485247e-08  1.823127e-08  1.297335e-06  2.953676e-06  6.522685e-02  5.067054e-06  7.360870e-04  1.101989e-07  1.209196e-07  7.202077e-06  2.216865e-04  2.188032e-05  2.939055e-129  2.264154e-10  1.273528e-125  2.185526e-07  2.070216e-06  7.883704e-04  2.987209e-06  4.367181e-05  5.262854e-08  2.523125e-03  4.499116e-06  3.704852e-07  3.052969e-06  6.647844e-05  1.922592e-09  2.118645e-09  9.067195e-08  7.887669e-09  2.245933e-06  1.165056e-05  1.631004e-09  4.897980e-05  1.533275e-07  8.633265e-06  1.495470e-04  3.077548e-09  1.346578e-09  2.446207e-07  2.815017e-13  3.919925e-13  6.983727e-11  3.182891e-11  2.912309e-04  1.874800e-05  9.785015e-10  6.739937e-08  9.877903e-07  1.630837e-05  6.388385e-11  4.066767e-12  9.128203e-11  3.188573e-10  3.528476e-10  8.879399e-08  6.384146e-10  8.667068e-05  3.730127e-07  5.024167e-07  6.227716e-07  1.864338e-07  1.856568e-09  5.598072e-09  2.652574e-07  2.085231e-08  3.273531e-08  8.724713e-11  1.193446e-10  7.558328e-15  4.440480e-12  3.305433e-09  4.395212e-09  3.341165e-07  3.640865e-09  2.877385e-15  3.105342e-08  9.804150e-08  3.526348e-09  8.627133e-15  5.027071e-09  1.208707e-07  1.910536e-08  1.000000e+00  3.550100e+01  4.629304e+01  6.824059e+01  9.160017e+01  1.158157e+02  1.397325e+02  
1.000000e+05  9.500000e-03  7.297453e-04  4.124982e-03  1.301824e+01  5.370000e-02  2.170576e+03  6.571520e-01  7.827902e-04  1.415101e-06  6.382024e-03  2.758590e-05  1.513259e-01  2.414303e-06  5.942989e-08  2.109768e-09  3.262806e-08  8.663067e-06  9.559534e-08  4.707696e-04  1.813374e-02  9.043349e-02  8.515104e-03  3.428421e-07  1.523005e-05  2.441244e-08  1.316084e-08  1.036373e-06  2.455340e-06  6.219415e-02  3.647050e-06  5.870212e-04  7.594967e-08  8.113262e-08  5.129889e-06  1.661483e-04  1.995440e-05  2.976586e-129  1.444315e-10  1.252053e-125  1.744621e-07  1.742767e-06  7.078330e-04  2.813840e-06  4.420093e-05  4.266040e-08  2.343973e-03  3.923795e-06  3.189254e-07  2.822576e-06  6.178093e-05  1.460582e-09  1.547134e-09  6.676362e-08  5.853289e-09  1.821736e-06  1.037100e-05  1.317549e-09  4.560742e-05  1.369403e-07  8.945247e-06  1.546729e-04  2.773807e-09  1.169686e-09  2.485356e-07  2.189523e-13  3.020087e-13  5.295903e-11  2.459850e-11  2.563066e-04  1.655555e-05  6.954495e-10  4.830806e-08  9.874811e-07  1.560452e-05  5.268188e-11  3.095305e-12  6.810593e-11  2.391005e-10  2.869612e-10  6.947648e-08  4.746657e-10  8.497367e-05  3.431587e-07  4.660296e-07  6.067848e-07  1.619546e-07  1.551431e-09  4.759548e-09  2.609576e-07  2.120393e-08  3.356258e-08  8.351645e-11  1.138479e-10  6.303327e-15  4.961178e-12  3.194331e-09  4.300622e-09  3.335660e-07  3.792365e-09  2.634203e-15  3.212475e-08  7.938181e-08  2.924325e-09  6.551926e-15  5.481768e-09  1.155283e-07  1.842350e-08  1.000000e+00  3.554438e+01  4.645053e+01  6.831056e+01  9.166028e+01  1.158984e+02  1.398202e+02  
1.000000e+05  1.500000e-02  9.784793e-04  3.502956e-03  1.532991e+01  5.370000e-02  2.196486e+03  7.149818e-01  5.548082e-04  4.723606e-07  2.955899e-03  1.531851e-05  1.308536e-01  1.308186e-06  3.407255e-08  3.294799e-10  7.173732e-09  2.843904e-06  3.064899e-08  2.603311e-04  1.519053e-02  7.425448e-02  6.736487e-03  1.010568e-07  4.595921e-06  6.191428e-09  3.462612e-09  3.301970e-07  1.420403e-06  5.144304e-02  1.125828e-06  1.974338e-04  2.343626e-08  2.196584e-08  1.262904e-06  4.129710e-05  1.325230e-05  3.683779e-129  2.272453e-11  1.267905e-125  8.299884e-08  1.134247e-06  3.969886e-04  1.973469e-06  4.036567e-05  2.084989e-08  1.625848e-03  1.938037e-06  1.848308e-07  2.124696e-06  4.781602e-05  4.586137e-10  5.302514e-10  2.021269e-08  1.922057e-09  6.544802e-07  5.645771e-06  6.251464e-10  3.117150e-05  8.688681e-08  8.471654e-06  1.436647e-04  1.296495e-09  5.636581e-10  1.834707e-07  6.544901e-14  1.625431e-13  1.380748e-11  1.322797e-11  1.005171e-04  6.970101e-06  1.419806e-10  9.746521e-09  9.250512e-07  1.285557e-05  2.061610e-11  1.226653e-12  2.486869e-11  6.274913e-11  1.017401e-10  1.580319e-08  9.992755e-11  5.679822e-05  2.057311e-07  2.852954e-07  4.046080e-07  6.843595e-08  6.284694e-10  1.952187e-09  1.965604e-07  2.366396e-08  4.282743e-08  7.048542e-11  1.060411e-10  3.474248e-15  6.061864e-12  2.233715e-09  3.116157e-09  2.455038e-07  3.274593e-09  1.474730e-15  4.368192e-08  1.420934e-08  6.170902e-10  1.006515e-15  9.222585e-09  9.095378e-08  1.549906e-08  1.000000e+00  3.582994e+01  4.647425e+01  6.831712e+01  9.166587e+01  1.159062e+02  1.398284e+02  
1.000000e+05  2.500000e-02  1.431095e-03  3.073993e-03  1.746914e+01  5.370000e-02  2.220000e+03  7.560856e-01  4.787308e-04  2.187957e-07  1.566382e-03  1.102704e-05  1.144592e-01  8.033385e-07  2.170368e-08  1.054460e-10  2.783332e-09  1.338898e-06  1.585856e-08  1.862979e-04  1.297610e-02  6.290809e-02  5.532762e-03  4.724731e-08  1.820834e-06  2.555713e-09  1.361145e-09  1.361788e-07  1.051815e-06  4.390222e-02  6.715081e-07  1.022508e-04  1.213191e-08  1.020280e-08  4.801905e-07  1.545710e-05  9.693853e-06  4.110113e-129  6.684779e-12  1.268013e-125  5.222602e-08  1.003727e-06  2.550002e-04  1.435539e-06  3.295320e-05  1.328638e-08  1.197309e-03  1.107948e-06  1.190320e-07  1.728654e-06  3.858964e-05  1.984030e-10  3.006255e-10  9.303395e-09  9.076190e-10  3.012812e-07  3.573945e-06  3.668558e-10  2.112776e-05  5.439344e-08  6.387639e-06  1.072199e-04  6.445711e-10  2.953488e-10  1.166744e-07  2.537582e-14  1.055481e-13  4.652873e-12  9.062059e-12  4.153613e-05  3.158374e-06  4.156697e-11  2.691488e-09  8.326669e-07  1.077696e-05  9.440747e-12  6.517612e-13  1.228730e-11  2.470919e-11  5.016310e-11  5.252311e-09  3.382603e-11  3.413297e-05  1.247163e-07  1.744966e-07  2.416383e-07  3.348507e-08  3.096304e-10  9.648254e-10  1.299346e-07  2.165199e-08  4.261631e-08  5.634303e-11  9.203986e-11  2.316280e-15  5.725396e-12  1.481539e-09  2.109762e-09  1.621348e-07  2.262109e-09  8.027595e-16  4.382308e-08  2.544907e-09  1.373187e-10  1.785061e-16  1.122603e-08  7.104898e-08  1.316075e-08  1.000000e+00  3.582924e+01  4.649446e+01  6.832305e+01  9.167091e+01  1.159131e+02  1.398357e+02  
1.000000e+05  3.500000e-02  1.842080e-03  2.826276e-03  1.900027e+01  5.370000e-02  2.230000e+03  7.809646e-01  4.316204e-04  1.195229e-07  9.388060e-04  8.763807e-06  1.042338e-01  5.233303e-07  1.450686e-08  4.847825e-11  1.434514e-09  7.882859e-07  1.023031e-08  1.486870e-04  1.161741e-02  5.606848e-02  4.804379e-03  2.869574e-08  9.214076e-07  1.377819e-09  6.629471e-10  6.969042e-08  8.422382e-07  3.933248e-02  5.312639e-07  7.568293e-05  7.807859e-09  6.341620e-09  2.377601e-07  8.165704e-06  7.740271e-06  4.482048e-129  3.062434e-12  1.291668e-125  3.655873e-08  9.797421e-07  1.836978e-04  1.130979e-06  2.744221e-05  9.405640e-09  9.532279e-04  7.473993e-07  8.181971e-08  1.447106e-06  3.226763e-05  1.025631e-10  2.070472e-10  5.495091e-09  5.509885e-10  1.665280e-07  2.544550e-06  2.345565e-10  1.509657e-05  3.527450e-08  4.693626e-06  7.772871e-05  3.384549e-10  1.643564e-10  7.304019e-08  1.180614e-14  6.802492e-14  1.975777e-12  6.367471e-12  2.003726e-05  1.576518e-06  1.656409e-11  9.988138e-10  7.682020e-07  9.499714e-06  5.161598e-12  4.328771e-13  7.916028e-12  1.248279e-11  2.899245e-11  2.527794e-09  1.615709e-11  2.119688e-05  7.648705e-08  1.074947e-07  1.492546e-07  1.991611e-08  1.842512e-10  5.672387e-10  8.675581e-08  1.876015e-08  3.971368e-08  4.368483e-11  7.730139e-11  1.719530e-15  4.747069e-12  1.001517e-09  1.441325e-09  1.113204e-07  1.561626e-09  4.796607e-16  4.265233e-08  6.076672e-10  3.858888e-11  4.194767e-17  1.177155e-08  5.877087e-08  1.114445e-08  1.000000e+00  3.580074e+01  4.651165e+01  6.832859e+01  9.167561e+01  1.159196e+02  1.398426e+02  
