time          pre           rho           T             O2            NO            NO2           N2            O             sumfracs      
1.750299e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434655e-002  6.441536e-002  1.238058e-003  9.000000e-001  1.254386e-010  1.000000e+000  
1.750985e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434654e-002  6.441534e-002  1.238095e-003  9.000000e-001  1.219387e-010  1.000000e+000  
1.751671e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434654e-002  6.441532e-002  1.238113e-003  9.000000e-001  1.279175e-010  1.000000e+000  
1.752357e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434654e-002  6.441534e-002  1.238087e-003  9.000000e-001  1.244482e-010  1.000000e+000  
1.753043e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434656e-002  6.441537e-002  1.238035e-003  9.000000e-001  1.220887e-010  1.000000e+000  
1.754339e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434662e-002  6.441548e-002  1.237877e-003  9.000000e-001  1.154356e-010  1.000000e+000  
1.755635e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434670e-002  6.441563e-002  1.237648e-003  9.000000e-001  1.216690e-010  1.000000e+000  
1.756931e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434678e-002  6.441578e-002  1.237419e-003  9.000000e-001  1.026656e-010  1.000000e+000  
1.758227e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434683e-002  6.441587e-002  1.237268e-003  9.000000e-001  1.127456e-010  1.000000e+000  
1.760916e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434690e-002  6.441601e-002  1.237061e-003  9.000000e-001  1.217405e-010  1.000000e+000  
1.763605e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434697e-002  6.441613e-002  1.236872e-003  9.000000e-001  1.116788e-010  1.000000e+000  
1.766293e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434704e-002  6.441626e-002  1.236674e-003  9.000000e-001  1.146424e-010  1.000000e+000  
1.768982e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434710e-002  6.441638e-002  1.236486e-003  9.000000e-001  1.195543e-010  1.000000e+000  
1.771671e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434716e-002  6.441650e-002  1.236316e-003  9.000000e-001  1.214146e-010  1.000000e+000  
1.777950e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434729e-002  6.441674e-002  1.235939e-003  9.000000e-001  1.216020e-010  1.000000e+000  
1.788505e+001  1.031293e+005  3.267356e-001  1.073150e+003  3.434750e-002  6.441713e-002  1.235347e-003  9.000000e-001  1.231044e-010  1.000000e+000  
1.799060e+001  1.031294e+005  3.267356e-001  1.073150e+003  3.434770e-002  6.441750e-002  1.234772e-003  9.000000e-001  1.233230e-010  1.000000e+000  
1.809615e+001  1.031294e+005  3.267356e-001  1.073150e+003  3.434790e-002  6.441787e-002  1.234202e-003  9.000000e-001  1.228507e-010  1.000000e+000  
1.837822e+001  1.031294e+005  3.267356e-001  1.073150e+003  3.434840e-002  6.441882e-002  1.232757e-003  9.000000e-001  1.235670e-010  1.000000e+000  
1.866029e+001  1.031295e+005  3.267356e-001  1.073150e+003  3.434887e-002  6.441970e-002  1.231396e-003  9.000000e-001  1.226878e-010  1.000000e+000  
1.937792e+001  1.031296e+005  3.267356e-001  1.073150e+003  3.434993e-002  6.442170e-002  1.228342e-003  9.000000e-001  1.230417e-010  1.000000e+000  
2.083810e+001  1.031297e+005  3.267356e-001  1.073150e+003  3.435160e-002  6.442482e-002  1.223545e-003  9.000000e-001  1.231544e-010  1.000000e+000  
2.229827e+001  1.031298e+005  3.267356e-001  1.073150e+003  3.435274e-002  6.442696e-002  1.220268e-003  9.000000e-001  1.234274e-010  1.000000e+000  
2.375844e+001  1.031299e+005  3.267356e-001  1.073150e+003  3.435351e-002  6.442840e-002  1.218064e-003  9.000000e-001  1.236122e-010  1.000000e+000  
2.521862e+001  1.031299e+005  3.267356e-001  1.073150e+003  3.435402e-002  6.442936e-002  1.216595e-003  9.000000e-001  1.237343e-010  1.000000e+000  
2.667879e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435436e-002  6.442999e-002  1.215621e-003  9.000000e-001  1.238162e-010  1.000000e+000  
2.813896e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435458e-002  6.443041e-002  1.214977e-003  9.000000e-001  1.238705e-010  1.000000e+000  
2.959913e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435473e-002  6.443069e-002  1.214552e-003  9.000000e-001  1.239064e-010  1.000000e+000  
3.105931e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435483e-002  6.443087e-002  1.214271e-003  9.000000e-001  1.239300e-010  1.000000e+000  
3.331059e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435491e-002  6.443103e-002  1.214024e-003  9.000000e-001  1.239508e-010  1.000000e+000  
3.556187e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435496e-002  6.443111e-002  1.213902e-003  9.000000e-001  1.239613e-010  1.000000e+000  
3.974897e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435498e-002  6.443116e-002  1.213831e-003  9.000000e-001  1.239673e-010  1.000000e+000  
4.393607e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435499e-002  6.443118e-002  1.213805e-003  9.000000e-001  1.239701e-010  1.000000e+000  
5.039709e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435500e-002  6.443119e-002  1.213785e-003  9.000000e-001  1.239712e-010  1.000000e+000  
5.685812e+001  1.031300e+005  3.267356e-001  1.073150e+003  3.435501e-002  6.443121e-002  1.213758e-003  9.000000e-001  1.239740e-010  1.000000e+000  
