int_time      x             tau           rho           u             mdot          T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2(S)        CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         N             NH            NH2           NH3           NNH           NO            NO2           N2O           HNO           CN            HCN           H2CN          HCNN          HCNO          HOCN          HNCO          NCO           N2            AR            C3H7          C3H8          CH2CHO        CH3CHO        sumfracs      
1.000000e+05  2.250000e-03  7.926922e-04  1.631184e-01  2.838428e+00  4.630000e-01  2.024499e+03  9.558496e-03  3.516230e-03  1.764277e-03  1.388538e-02  6.544422e-03  1.702950e-01  3.243667e-06  1.747106e-07  5.644580e-10  9.131240e-10  4.534380e-09  4.541371e-10  5.307786e-08  9.543583e-08  2.000058e-02  7.305045e-02  2.196999e-08  2.380219e-08  5.492380e-10  3.029413e-11  4.693655e-10  1.013789e-11  1.461558e-09  4.994227e-11  4.398147e-10  6.216472e-12  1.775380e-11  2.912601e-10  1.094170e-09  2.267771e-11  9.818092e-09  6.266867e-09  1.011691e-09  9.758179e-10  5.976432e-09  7.989819e-05  1.154102e-08  8.713407e-07  6.573343e-09  1.772155e-10  3.934133e-08  1.858475e-13  6.058882e-13  1.856996e-10  1.937701e-10  8.009985e-09  1.078874e-09  7.013007e-01  0.000000e+00  6.425993e-14  1.253205e-13  2.387582e-12  1.644407e-10  1.000000e+00  
1.000000e+05  2.750000e-03  9.539314e-04  1.606074e-01  2.882807e+00  4.630000e-01  2.060776e+03  8.509318e-03  2.679302e-03  1.384192e-03  1.235033e-02  6.061953e-03  1.728094e-01  2.541794e-06  1.439228e-07  7.681357e-12  1.450846e-11  8.380726e-11  7.655387e-12  9.229607e-10  1.466944e-09  1.820833e-02  7.507775e-02  1.269787e-08  4.776146e-10  8.940822e-12  4.934511e-13  8.106593e-12  1.989390e-13  2.937302e-11  4.761895e-13  4.742474e-12  1.979312e-14  5.302000e-14  6.581871e-12  2.337585e-11  6.125817e-13  8.476454e-09  4.437020e-09  4.513250e-10  4.809161e-10  4.672443e-09  8.605352e-05  1.290368e-08  7.233029e-07  5.898814e-09  2.260735e-11  5.159454e-09  1.647966e-14  8.773977e-15  1.262551e-11  3.275973e-11  1.353786e-09  1.575472e-10  7.028299e-01  0.000000e+00  1.673333e-16  3.136112e-16  2.174744e-14  2.121453e-12  1.000000e+00  
1.000000e+05  3.250000e-03  1.115201e-03  1.588732e-01  2.914273e+00  4.630000e-01  2.086686e+03  7.696177e-03  2.135919e-03  1.128143e-03  1.122484e-02  5.644919e-03  1.746696e-01  2.087511e-06  1.240874e-07  1.167376e-13  2.538475e-13  1.668936e-12  1.431960e-13  1.780289e-11  2.600346e-11  1.686818e-02  7.658608e-02  9.122656e-09  5.695735e-11  1.625111e-13  8.994118e-15  1.567610e-13  4.266304e-15  6.533231e-13  5.104430e-15  5.726448e-14  6.652979e-17  1.697738e-16  1.587712e-13  5.409154e-13  1.715952e-14  7.937468e-09  3.434775e-09  3.472291e-10  4.082960e-10  3.791810e-09  9.101656e-05  1.415871e-08  6.041980e-07  5.398889e-09  3.295591e-12  7.756260e-10  1.817886e-15  1.434899e-16  1.012813e-12  6.048900e-12  2.923780e-10  2.957126e-11  7.039522e-01  0.000000e+00  4.606302e-19  8.660146e-19  2.386899e-16  3.156306e-14  1.000000e+00  
1.000000e+05  3.750000e-03  1.276490e-03  1.576040e-01  2.937742e+00  4.630000e-01  2.106145e+03  7.061491e-03  1.765588e-03  9.484146e-04  1.035200e-02  5.295299e-03  1.760776e-01  1.774067e-06  1.102323e-07  2.054984e-15  4.965230e-15  3.629712e-14  2.975157e-15  3.799456e-13  5.218251e-13  1.578591e-02  7.779750e-02  6.930271e-09  4.224953e-11  4.005223e-15  1.930665e-16  3.380742e-15  1.021325e-16  1.626356e-14  6.163777e-17  7.663999e-16  2.515495e-19  5.732806e-19  4.138947e-15  1.350213e-14  5.130950e-16  7.595969e-09  2.758103e-09  3.122496e-10  4.029435e-10  3.175747e-09  9.519464e-05  1.530264e-08  5.119261e-07  4.982860e-09  5.614908e-13  1.345850e-10  2.453311e-16  2.667561e-18  9.565057e-14  1.286587e-12  1.050035e-10  9.482793e-12  7.048185e-01  0.000000e+00  1.345432e-21  2.583164e-21  3.113684e-18  5.316876e-16  1.000000e+00  
1.000000e+05  4.250000e-03  1.437797e-03  1.566353e-01  2.955911e+00  4.630000e-01  2.121297e+03  6.555960e-03  1.501196e-03  8.171126e-04  9.653622e-03  5.002032e-03  1.771746e-01  1.547496e-06  1.000042e-07  6.592238e-17  1.278848e-16  9.110719e-16  7.153510e-17  9.136007e-15  1.173286e-14  1.488882e-02  7.879724e-02  5.480556e-09  3.701266e-11  6.268262e-16  1.245455e-17  1.006585e-16  2.736158e-18  4.527024e-16  8.293590e-19  1.122064e-17  1.247313e-21  2.023292e-21  1.169961e-16  3.615038e-16  1.656611e-17  7.344332e-09  2.277238e-09  2.904916e-10  4.067200e-10  2.727481e-09  9.882098e-05  1.634335e-08  4.407792e-07  4.636216e-09  1.266010e-13  2.940786e-11  4.350005e-17  6.621528e-20  1.045829e-14  3.783267e-13  7.014048e-11  5.856189e-12  7.055085e-01  0.000000e+00  4.149190e-24  8.191700e-24  4.744263e-20  9.951368e-18  1.000000e+00  
1.000000e+05  4.750000e-03  1.599121e-03  1.558722e-01  2.970382e+00  4.630000e-01  2.133424e+03  6.145126e-03  1.305081e-03  7.179401e-04  9.082289e-03  4.754217e-03  1.780513e-01  1.377619e-06  9.214764e-08  2.338421e-17  1.933915e-17  5.983137e-17  4.289445e-18  4.171102e-16  3.393276e-16  1.413430e-02  7.963523e-02  4.473661e-09  3.308257e-11  4.219313e-16  6.491313e-18  1.986144e-17  8.167041e-20  1.401051e-17  1.230635e-20  1.775530e-19  9.791600e-24  7.501543e-24  3.728967e-18  1.062500e-17  5.792978e-19  7.144079e-09  1.926655e-09  2.732106e-10  4.105548e-10  2.390108e-09  1.020417e-04  1.729062e-08  3.854641e-07  4.348801e-09  4.870470e-14  1.025814e-11  1.271365e-17  9.808672e-21  1.303820e-15  1.976699e-13  6.403451e-11  5.020545e-12  7.060706e-01  0.000000e+00  1.341776e-26  2.729303e-26  8.374535e-22  2.037468e-19  1.000000e+00  
1.000000e+05  5.250000e-03  1.760464e-03  1.552561e-01  2.982169e+00  4.630000e-01  2.143338e+03  5.805411e-03  1.155057e-03  6.409674e-04  8.606709e-03  4.542994e-03  1.787667e-01  1.246444e-06  8.593006e-08  2.140088e-17  1.404107e-17  3.082149e-17  2.080149e-18  1.603644e-16  5.200125e-17  1.349253e-02  8.034611e-02  3.746567e-09  2.996673e-11  3.298040e-16  5.039780e-18  1.498303e-17  2.704540e-21  4.798250e-19  2.004810e-22  3.006499e-21  1.172748e-25  3.062602e-26  2.460569e-19  5.722690e-19  2.197109e-20  6.976637e-09  1.665443e-09  2.588061e-10  4.136356e-10  2.129040e-09  1.049535e-04  1.815403e-08  3.418938e-07  4.110591e-09  3.219219e-14  6.349613e-12  6.759959e-18  6.944621e-21  1.878243e-16  1.634201e-13  6.360758e-11  4.714424e-12  7.065369e-01  0.000000e+00  4.519720e-29  9.468797e-29  2.090136e-23  4.506745e-21  1.000000e+00  
1.000000e+05  5.750000e-03  1.921829e-03  1.547490e-01  2.991941e+00  4.630000e-01  2.151585e+03  5.520387e-03  1.037376e-03  5.798718e-04  8.205214e-03  4.361447e-03  1.793605e-01  1.142682e-06  8.089424e-08  2.089650e-17  1.195299e-17  2.554958e-17  1.683586e-18  1.300664e-16  3.927309e-17  1.294136e-02  8.095531e-02  3.204609e-09  2.744588e-11  2.665078e-16  4.085636e-18  1.276596e-17  1.056924e-22  1.931137e-20  3.639516e-24  5.408766e-23  1.768016e-27  1.618547e-28  1.146741e-19  2.268888e-19  9.594952e-22  6.831977e-09  1.466833e-09  2.467537e-10  4.163150e-10  1.922339e-09  1.076229e-04  1.894255e-08  3.070842e-07  3.912629e-09  2.737993e-14  5.391645e-12  5.029803e-18  5.778624e-21  3.650820e-17  1.600306e-13  6.429285e-11  4.529792e-12  7.069293e-01  0.000000e+00  1.576528e-31  3.397086e-31  3.537280e-24  1.066702e-22  1.000000e+00  
1.000000e+05  6.250000e-03  2.083220e-03  1.543250e-01  3.000163e+00  4.630000e-01  2.158542e+03  5.278303e-03  9.431366e-04  5.304648e-04  7.862273e-03  4.204201e-03  1.798605e-01  1.058947e-06  7.673940e-08  2.058411e-17  1.040584e-17  2.216948e-17  1.434631e-18  1.125481e-16  3.525560e-17  1.246401e-02  8.148198e-02  2.789888e-09  2.537338e-11  2.207107e-16  3.394076e-18  1.111207e-17  1.103353e-23  2.046621e-21  1.038593e-25  1.049224e-24  3.045812e-29  1.449565e-30  9.931594e-20  1.869629e-19  1.033043e-22  6.704316e-09  1.312960e-09  2.366886e-10  4.189295e-10  1.755533e-09  1.100979e-04  1.966452e-08  2.788864e-07  3.747438e-09  2.513675e-14  5.061350e-12  4.205040e-18  4.934123e-21  1.434758e-17  1.631784e-13  6.516174e-11  4.386472e-12  7.072636e-01  0.000000e+00  5.666044e-34  1.253546e-33  2.421412e-24  2.722381e-24  1.000000e+00  
1.000000e+05  6.750000e-03  2.244640e-03  1.539657e-01  3.007164e+00  4.630000e-01  2.164480e+03  5.070533e-03  8.663475e-04  4.898750e-04  7.566438e-03  4.067050e-03  1.802864e-01  9.902249e-07  7.325904e-08  2.033146e-17  9.190075e-18  1.960567e-17  1.250788e-18  9.959411e-17  3.237305e-17  1.204750e-02  8.194082e-02  2.465433e-09  2.364622e-11  1.865850e-16  2.877111e-18  9.819604e-18  6.625252e-24  1.251834e-21  2.742946e-26  3.929490e-26  1.015559e-30  4.392729e-32  9.061135e-20  1.638456e-19  6.366826e-23  6.590099e-09  1.191686e-09  2.282904e-10  4.216714e-10  1.618735e-09  1.124140e-04  2.032765e-08  2.557475e-07  3.608979e-09  2.362563e-14  4.885123e-12  3.663449e-18  4.286007e-21  1.117767e-17  1.675323e-13  6.603327e-11  4.266395e-12  7.075512e-01  0.000000e+00  2.089434e-36  4.737360e-36  1.901078e-24  1.087433e-25  1.000000e+00  
1.000000e+05  7.250000e-03  2.406090e-03  1.536579e-01  3.013188e+00  4.630000e-01  2.169599e+03  4.890585e-03  8.028402e-04  4.560716e-04  7.309039e-03  3.946653e-03  1.806530e-01  9.330024e-07  7.030622e-08  2.010585e-17  8.214777e-18  1.759140e-17  1.109782e-18  8.962850e-17  3.013269e-17  1.168164e-02  8.234334e-02  2.206734e-09  2.218978e-11  1.605254e-16  2.481189e-18  8.788817e-18  5.880710e-24  1.137603e-21  2.177431e-26  1.664391e-26  3.878038e-31  1.942967e-32  8.368644e-20  1.459919e-19  5.988025e-23  6.486994e-09  1.094602e-09  2.212781e-10  4.246260e-10  1.504975e-09  1.145999e-04  2.093925e-08  2.365316e-07  3.492444e-09  2.242880e-14  4.758595e-12  3.257657e-18  3.776743e-21  1.101901e-17  1.719196e-13  6.688103e-11  4.163942e-12  7.078010e-01  0.000000e+00  8.020212e-39  1.795654e-38  1.538775e-24  3.322960e-26  1.000000e+00  
1.000000e+05  7.750000e-03  2.567568e-03  1.533915e-01  3.018420e+00  4.630000e-01  2.174053e+03  4.733431e-03  7.496161e-04  4.275709e-04  7.083264e-03  3.840295e-03  1.809716e-01  8.847317e-07  6.777229e-08  1.989618e-17  7.419794e-18  1.597371e-17  9.988195e-19  8.176987e-17  2.834744e-17  1.135824e-02  8.269872e-02  1.996972e-09  2.094854e-11  1.401946e-16  2.171505e-18  7.952697e-18  5.388337e-24  1.065706e-21  1.868875e-26  1.429337e-26  3.094829e-31  1.572675e-32  7.792852e-20  1.316914e-19  5.804196e-23  6.393378e-09  1.015755e-09  2.154137e-10  4.278236e-10  1.409186e-09  1.166831e-04  2.150686e-08  2.203906e-07  3.394064e-09  2.142750e-14  4.656116e-12  2.937699e-18  3.369040e-21  1.135501e-17  1.761131e-13  6.770884e-11  4.076219e-12  7.080194e-01  0.000000e+00  7.187622e-40  1.238871e-39  1.273861e-24  2.629367e-26  1.000000e+00  
1.000000e+05  8.250000e-03  2.729060e-03  1.531581e-01  3.023019e+00  4.630000e-01  2.177971e+03  4.595034e-03  7.044226e-04  4.032341e-04  6.883264e-03  3.745628e-03  1.812520e-01  8.434617e-07  6.557184e-08  1.969965e-17  6.762323e-18  1.465041e-17  9.095847e-19  7.544085e-17  2.689758e-17  1.107045e-02  8.301461e-02  1.824141e-09  1.987981e-11  1.240149e-16  1.924489e-18  7.263734e-18  4.981916e-24  1.005718e-21  1.631785e-26  1.276254e-26  2.587953e-31  1.324177e-32  7.305890e-20  1.200157e-19  5.652567e-23  6.308171e-09  9.508195e-10  2.105064e-10  4.312997e-10  1.327519e-09  1.187043e-04  2.204052e-08  2.066630e-07  3.311078e-09  2.057361e-14  4.570144e-12  2.678884e-18  3.037057e-21  1.176370e-17  1.801170e-13  6.852924e-11  4.001191e-12  7.082115e-01  0.000000e+00  3.163772e-38  8.093231e-38  1.074549e-24  2.239542e-26  1.000000e+00  
1.000000e+05  8.750000e-03  2.890498e-03  1.529486e-01  3.027160e+00  4.630000e-01  2.181492e+03  4.471984e-03  6.654273e-04  3.820862e-04  6.702536e-03  3.660318e-03  1.815045e-01  8.074841e-07  6.362676e-08  1.952291e-17  6.210566e-18  1.354958e-17  8.363923e-19  7.024727e-17  2.570447e-17  1.081187e-02  8.329831e-02  1.679061e-09  1.894882e-11  1.108598e-16  1.723270e-18  6.686371e-18  4.638543e-24  9.544206e-22  1.442930e-26  1.153373e-26  2.202161e-31  1.135098e-32  6.889163e-20  1.103155e-19  5.522672e-23  6.231297e-09  8.965390e-10  2.064385e-10  4.352300e-10  1.256818e-09  1.207629e-04  2.256041e-08  1.947690e-07  3.242248e-09  1.984124e-14  4.498436e-12  2.465563e-18  2.761903e-21  1.218028e-17  1.840488e-13  6.937430e-11  3.937682e-12  7.083811e-01  0.000000e+00  2.306617e-40  3.831507e-39  9.204544e-25  1.938732e-26  1.000000e+00  
1.000000e+05  9.500000e-03  3.132041e-03  1.526458e-01  3.033166e+00  4.630000e-01  2.186545e+03  4.306057e-03  6.139449e-04  3.536911e-04  6.441553e-03  3.541452e-03  1.818658e-01  7.585586e-07  6.094365e-08  1.933033e-17  5.511317e-18  1.216901e-17  7.458766e-19  6.383487e-17  2.424871e-17  1.045142e-02  8.369659e-02  1.492695e-09  1.771071e-11  9.460797e-17  1.474291e-18  5.950554e-18  4.203108e-24  8.888260e-22  1.216083e-26  1.003692e-26  1.758585e-31  9.180830e-33  6.349676e-20  9.805853e-20  5.360589e-23  6.131943e-09  8.280804e-10  2.017024e-10  4.430020e-10  1.163234e-09  1.243810e-04  2.340271e-08  1.787407e-07  3.163662e-09  1.890580e-14  4.413313e-12  2.199402e-18  2.416344e-21  1.286034e-17  1.904035e-13  7.084136e-11  3.860276e-12  7.086041e-01  0.000000e+00  1.109935e-41  1.845204e-40  7.403694e-25  1.583232e-26  1.000000e+00  
1.000000e+05  1.500000e-02  4.912024e-03  1.516178e-01  3.053731e+00  4.630000e-01  2.204248e+03  3.662843e-03  4.397767e-04  2.579039e-04  5.498428e-03  3.083486e-03  1.831217e-01  5.937040e-07  5.141061e-08  1.785147e-17  3.295017e-18  7.790107e-18  4.691066e-19  4.398938e-17  1.949435e-17  9.052550e-03  8.522527e-02  9.200381e-10  1.330177e-11  4.920265e-17  7.734281e-19  3.656895e-18  2.719823e-24  6.479113e-22  5.961874e-27  5.667427e-27  6.994182e-32  3.937344e-33  4.456362e-20  6.013255e-20  4.663933e-23  5.719685e-09  6.297315e-10  1.917156e-10  4.971318e-10  8.425983e-10  1.515190e-04  2.908284e-08  1.264908e-07  3.103396e-09  1.592402e-14  4.217176e-12  1.431084e-18  1.375373e-21  1.637076e-17  2.251290e-13  7.998716e-11  3.682480e-12  7.095057e-01  0.000000e+00  1.080092e-44  2.472923e-44  3.041806e-25  6.857291e-27  1.000000e+00  
1.000000e+05  2.500000e-02  8.166868e-03  1.512504e-01  3.061149e+00  4.630000e-01  2.210682e+03  3.425451e-03  3.834383e-04  2.263887e-04  5.140670e-03  2.909409e-03  1.835745e-01  5.380491e-07  4.799568e-08  1.711944e-17  2.655896e-18  6.509211e-18  3.906958e-19  3.826080e-17  1.807192e-17  8.517312e-03  8.580772e-02  7.545964e-10  1.181091e-11  3.766330e-17  5.939037e-19  2.993752e-18  2.263158e-24  5.674786e-22  4.457768e-27  4.505358e-27  4.819709e-32  2.830001e-33  3.840375e-20  4.923677e-20  4.398692e-23  5.604170e-09  5.855105e-10  1.953323e-10  5.421743e-10  7.376489e-10  1.761848e-04  3.385751e-08  1.097677e-07  3.309227e-09  1.527274e-14  4.270332e-12  1.240674e-18  1.089141e-21  1.860774e-17  2.484576e-13  8.686329e-11  3.725893e-12  7.098382e-01  0.000000e+00  1.436728e-47  1.697353e-47  2.120569e-25  4.867531e-27  1.000000e+00  
1.000000e+05  3.500000e-02  1.142329e-02  1.511138e-01  3.063916e+00  4.630000e-01  2.213090e+03  3.336104e-03  3.630957e-04  2.148044e-04  4.998098e-03  2.841517e-03  1.837459e-01  5.171270e-07  4.668158e-08  1.680967e-17  2.437169e-18  6.068238e-18  3.639151e-19  3.630130e-17  1.759248e-17  8.312819e-03  8.603011e-02  6.976967e-10  1.126998e-11  3.389623e-17  5.351224e-19  2.767438e-18  2.104565e-24  5.389564e-22  3.978860e-27  4.123534e-27  4.169228e-32  2.494481e-33  3.621402e-20  4.553857e-20  4.301421e-23  5.625167e-09  5.837473e-10  2.025615e-10  5.778298e-10  6.995761e-10  1.996565e-04  3.832273e-08  1.037115e-07  3.616522e-09  1.538201e-14  4.399627e-12  1.202232e-18  9.928742e-22  2.011023e-17  2.648537e-13  9.207148e-11  3.834165e-12  7.099572e-01  0.000000e+00  1.249740e-47  8.500066e-49  1.840991e-25  4.256941e-27  1.000000e+00  
1.000000e+05  4.500000e-02  1.468218e-02  1.510633e-01  3.064939e+00  4.630000e-01  2.213987e+03  3.302173e-03  3.553022e-04  2.102155e-04  4.937227e-03  2.813804e-03  1.838121e-01  5.086162e-07  4.614220e-08  1.667810e-17  2.355741e-18  5.905848e-18  3.540624e-19  3.559668e-17  1.743368e-17  8.234584e-03  8.611524e-02  6.765061e-10  1.106771e-11  3.252819e-17  5.137411e-19  2.684871e-18  2.046391e-24  5.287287e-22  3.809137e-27  3.988861e-27  3.944397e-32  2.379102e-33  3.540372e-20  4.420087e-20  4.267442e-23  5.701807e-09  5.964677e-10  2.109109e-10  6.084310e-10  6.849446e-10  2.225501e-04  4.266905e-08  1.013477e-07  3.964789e-09  1.576466e-14  4.553858e-12  1.214597e-18  9.573575e-22  2.126024e-17  2.778870e-13  9.643106e-11  3.963247e-12  7.099961e-01  0.000000e+00  1.178649e-47  7.869495e-49  1.742896e-25  4.043416e-27  1.000000e+00  
1.000000e+05  5.500000e-02  1.794285e-02  1.510462e-01  3.065288e+00  4.630000e-01  2.214299e+03  3.289694e-03  3.522290e-04  2.082642e-04  4.908183e-03  2.801711e-03  1.838378e-01  5.048258e-07  4.590135e-08  1.661870e-17  2.324549e-18  5.846172e-18  3.504268e-19  3.535632e-17  1.739445e-17  8.205551e-03  8.614689e-02  6.684305e-10  1.099393e-11  3.201878e-17  5.057640e-19  2.655119e-18  2.025390e-24  5.253967e-22  3.749007e-27  3.943645e-27  3.866420e-32  2.340342e-33  3.511001e-20  4.372872e-20  4.257882e-23  5.800232e-09  6.146124e-10  2.196327e-10  6.366496e-10  6.791487e-10  2.450986e-04  4.694834e-08  1.003681e-07  4.329283e-09  1.625129e-14  4.716685e-12  1.246051e-18  9.438861e-22  2.225205e-17  2.893995e-13  1.003979e-10  4.099279e-12  7.100039e-01  0.000000e+00  1.143704e-47  7.654427e-49  1.707469e-25  4.168383e-27  1.000000e+00  
1.000000e+05  6.500000e-02  2.120461e-02  1.510420e-01  3.065372e+00  4.630000e-01  2.214381e+03  3.285624e-03  3.509861e-04  2.073375e-04  4.891695e-03  2.795763e-03  1.838474e-01  5.028776e-07  4.577764e-08  1.658813e-17  2.312613e-18  5.825988e-18  3.491782e-19  3.529468e-17  1.740132e-17  8.195854e-03  8.615754e-02  6.653918e-10  1.097010e-11  3.183578e-17  5.028854e-19  2.645656e-18  2.018691e-24  5.247344e-22  3.730359e-27  3.932573e-27  3.842226e-32  2.330052e-33  3.501578e-20  4.358852e-20  4.257829e-23  5.906476e-09  6.347857e-10  2.284543e-10  6.637319e-10  6.767822e-10  2.673910e-04  5.117594e-08  9.992493e-08  4.699152e-09  1.677662e-14  4.882088e-12  1.284899e-18  9.388383e-22  2.317251e-17  3.002152e-13  1.041797e-10  4.237176e-12  7.099997e-01  0.000000e+00  1.157736e-47  7.661699e-49  1.695521e-25  3.984321e-27  1.000000e+00  
1.000000e+05  7.500000e-02  2.446701e-02  1.510430e-01  3.065352e+00  4.630000e-01  2.214373e+03  3.284863e-03  3.504620e-04  2.068143e-04  4.880209e-03  2.792250e-03  1.838508e-01  5.016579e-07  4.570036e-08  1.656899e-17  2.308197e-18  5.821229e-18  3.488617e-19  3.530282e-17  1.742611e-17  8.193776e-03  8.615990e-02  6.643224e-10  1.096589e-11  3.177987e-17  5.019923e-19  2.644120e-18  2.017573e-24  5.251145e-22  3.727815e-27  3.934790e-27  3.839523e-32  2.330993e-33  3.499939e-20  4.357777e-20  4.261472e-23  6.014816e-09  6.556381e-10  2.372664e-10  6.902110e-10  6.757630e-10  2.894605e-04  5.535657e-08  9.969283e-08  5.069542e-09  1.731438e-14  5.047666e-12  1.326522e-18  9.370757e-22  2.405836e-17  3.106825e-13  1.078645e-10  4.374920e-12  7.099907e-01  0.000000e+00  1.149257e-47  7.640128e-49  1.692658e-25  3.941496e-27  1.000000e+00  
1.000000e+05  8.500000e-02  2.772982e-02  1.510460e-01  3.065292e+00  4.630000e-01  2.214330e+03  3.285404e-03  3.502218e-04  2.064519e-04  4.870755e-03  2.789711e-03  1.838518e-01  5.007304e-07  4.564173e-08  1.655435e-17  2.306736e-18  5.822513e-18  3.489106e-19  3.533819e-17  1.745779e-17  8.194696e-03  8.615901e-02  6.640278e-10  1.096938e-11  3.177385e-17  5.018786e-19  2.645694e-18  2.018635e-24  5.258994e-22  3.731561e-27  3.942190e-27  3.844769e-32  2.336192e-33  3.501335e-20  4.361760e-20  4.266528e-23  6.122881e-09  6.766133e-10  2.460199e-10  7.162975e-10  6.752760e-10  3.113108e-04  5.949018e-08  9.954466e-08  5.438139e-09  1.785360e-14  5.212367e-12  1.369032e-18  9.366031e-22  2.492448e-17  3.209415e-13  1.114872e-10  4.511629e-12  7.099800e-01  0.000000e+00  1.150166e-47  7.657385e-49  1.693347e-25  3.785364e-27  1.000000e+00  
1.000000e+05  9.500000e-02  3.099291e-02  1.510496e-01  3.065217e+00  4.630000e-01  2.214275e+03  3.286419e-03  3.500948e-04  2.061599e-04  4.862328e-03  2.787607e-03  1.838517e-01  4.999386e-07  4.559171e-08  1.654164e-17  2.306418e-18  5.826018e-18  3.490944e-19  3.538279e-17  1.749120e-17  8.196718e-03  8.615691e-02  6.640326e-10  1.097567e-11  3.178675e-17  5.020610e-19  2.648395e-18  2.020478e-24  5.268134e-22  3.737562e-27  3.951337e-27  3.853833e-32  2.343122e-33  3.503813e-20  4.367528e-20  4.271957e-23  6.227750e-09  6.970973e-10  2.545333e-10  7.415989e-10  6.750023e-10  3.325442e-04  6.350157e-08  9.943233e-08  5.797163e-09  1.837984e-14  5.372720e-12  1.410857e-18  9.366258e-22  2.576136e-17  3.308635e-13  1.149963e-10  4.644443e-12  7.099688e-01  0.000000e+00  1.155644e-47  7.692470e-49  1.695351e-25  3.955839e-27  1.000000e+00  
1.000000e+05  1.000000e-01  3.262411e-02  1.510496e-01  3.065217e+00  4.630000e-01  2.214275e+03  3.286419e-03  3.500948e-04  2.061599e-04  4.862328e-03  2.787607e-03  1.838517e-01  4.999386e-07  4.559171e-08  1.654164e-17  2.306418e-18  5.826018e-18  3.490944e-19  3.538279e-17  1.749120e-17  8.196718e-03  8.615691e-02  6.640326e-10  1.097567e-11  3.178675e-17  5.020610e-19  2.648395e-18  2.020478e-24  5.268134e-22  3.737562e-27  3.951337e-27  3.853833e-32  2.343122e-33  3.503813e-20  4.367528e-20  4.271957e-23  6.227750e-09  6.970973e-10  2.545333e-10  7.415989e-10  6.750023e-10  3.325442e-04  6.350157e-08  9.943233e-08  5.797163e-09  1.837984e-14  5.372720e-12  1.410857e-18  9.366258e-22  2.576136e-17  3.308635e-13  1.149963e-10  4.644443e-12  7.099688e-01  0.000000e+00  1.155644e-47  7.692470e-49  1.695351e-25  3.955839e-27  1.000000e+00  
