int_time      x             rho           u             G             T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2*          CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         AR            C2H3O         N2            C2O           C3H2          C3H3          PC3H4         AC3H4         C4H           C4H2          H2C4O         N-C4H3        I-C4H3        C4H4          N-C4H5        I-C4H5        C4H6          C4H612        C5H2          C5H3          C6H           C6H2          C6H3          L-C6H4        C-C6H4        N-C6H5        I-C6H5        L-C6H6        N-C6H7        I-C6H7        C-C6H7        C6H8          A1            A1-           C6H5O         C6H5OH        C5H6          C5H5          C5H5O         C5H4OH        C5H4O         N-A1C2H2      I-A1C2H2      A1C2H3        A1C2H3*       A1C2H         A1C2H*        A1C2H-        A1C2H)2       A2            A2-1          A2-2          NAPHTHYNE     A2C2HA        A2C2HB        A2C2HA*       A2C2HB*       A2C2H2        A2C2H)2       A3-1          A3-4          A3            A3C2H         A3C2H2        A4            P2            P2-           P2-H          A4-           A2R5          A2R5-         sumfracs      
1.000000e+04  1.475000e-02  1.156631e+00  -6.432487e-01  7.348878e-01  3.000000e+02  2.280727e-09  8.440069e-30  1.267096e-19  2.100000e-01  1.621622e-19  2.087196e-13  8.516659e-18  2.966197e-15  7.227338e-42  3.452474e-54  1.620430e-37  3.738079e-39  1.173393e-20  5.465156e-14  3.981830e-16  5.899319e-18  5.230507e-34  1.828750e-17  1.266699e-35  8.502173e-32  1.223978e-16  6.351981e-45  3.879770e-18  5.948420e-36  7.045310e-15  3.248039e-31  8.179176e-16  2.656861e-37  5.991413e-20  5.299199e-25  1.043409e-46  1.201171e-19  7.900000e-01  1.544158e-45  8.811637e-45  3.673124e-35  7.349397e-23  8.032166e-23  2.410839e-53  4.841959e-25  1.326827e-26  9.006505e-28  9.560002e-45  4.986492e-25  2.218487e-35  9.080337e-44  1.537631e-25  6.524615e-25  2.252071e-45  1.769699e-61  6.814580e-45  2.471363e-27  4.601154e-47  2.190125e-28  9.733186e-29  5.202434e-45  2.719101e-48  7.091389e-29  1.279798e-47  1.749943e-48  1.462754e-29  4.563871e-29  3.708245e-26  1.005204e-29  2.085816e-29  8.972243e-28  2.843031e-27  1.134618e-31  5.532460e-24  9.402595e-24  6.542152e-30  2.350090e-49  8.646710e-32  2.258421e-29  7.423994e-33  1.056524e-28  4.623463e-33  7.179987e-33  3.844106e-33  9.994500e-31  1.998936e-34  2.890688e-34  3.810603e-32  4.583830e-33  7.493165e-33  2.860926e-37  4.674353e-37  5.026176e-55  1.417104e-45  1.219747e-36  2.307980e-36  8.200413e-33  3.550988e-36  1.201296e-40  2.831586e-33  1.747730e-32  1.882275e-36  3.790703e-36  8.168720e-37  8.857716e-32  3.585161e-35  1.000000e+00  
1.000000e+04  1.525000e-02  1.156631e+00  -6.776413e-01  7.074358e-01  3.000000e+02  5.262985e-10  1.475597e-31  8.028883e-21  2.100000e-01  1.228621e-20  1.893048e-14  7.091275e-19  2.426609e-16  3.636452e-43  3.989696e-56  6.816972e-40  1.553738e-41  6.437297e-22  4.790750e-15  3.200248e-17  3.527014e-19  2.202422e-36  1.174624e-18  6.060490e-38  5.769631e-34  7.735294e-18  1.806630e-47  2.630260e-19  2.968723e-38  4.640774e-16  1.941828e-33  4.994269e-17  1.141026e-39  3.367643e-21  2.559081e-26  1.483535e-48  6.731952e-21  7.900000e-01  4.160220e-48  2.150426e-47  5.592767e-37  3.837411e-24  4.160212e-24  6.219045e-56  1.864829e-26  4.763917e-28  3.837707e-29  2.934685e-47  2.020296e-26  1.348395e-37  2.915859e-46  6.150048e-27  2.776458e-26  5.259036e-48  2.842443e-65  1.632898e-46  9.105752e-29  1.200149e-49  7.538299e-30  3.291929e-30  2.889762e-47  7.243335e-51  2.493217e-30  3.527216e-50  4.718322e-51  4.571538e-31  1.624100e-30  1.219975e-27  3.020899e-31  6.348623e-31  2.803956e-29  1.041723e-28  3.671773e-33  2.074230e-25  3.525255e-25  2.153120e-31  4.771014e-52  2.293683e-33  6.027654e-31  1.819014e-34  3.054459e-30  1.168306e-34  1.862327e-34  9.888799e-35  2.472063e-32  4.468016e-36  6.552905e-36  9.596914e-34  1.046541e-34  1.698231e-34  5.703570e-39  9.472904e-39  7.679838e-58  2.753522e-47  2.153062e-38  4.140733e-38  1.627816e-34  6.704822e-38  2.145167e-42  5.241315e-35  4.129074e-34  4.146375e-38  8.615943e-38  1.393683e-38  2.032737e-33  7.802547e-37  1.000000e+00  
1.000000e+04  1.575000e-02  1.156631e+00  -7.118816e-01  6.838392e-01  3.000000e+02  1.157732e-10  2.807328e-33  4.850892e-22  2.100000e-01  1.063242e-21  1.614492e-15  5.630687e-20  1.863319e-17  2.602104e-45  1.109850e-59  2.812664e-42  7.042405e-44  3.371586e-23  3.942841e-16  2.423132e-18  2.017260e-20  8.401403e-39  7.060143e-20  3.096995e-40  3.770106e-36  4.573429e-19  5.548584e-50  1.670329e-20  1.583873e-40  2.861116e-17  1.126552e-35  2.851420e-18  4.477755e-42  1.770015e-22  1.155872e-27  1.985754e-50  3.526413e-22  7.900000e-01  1.172608e-50  4.660357e-50  8.312163e-39  1.871193e-25  2.014055e-25  1.758973e-58  6.688937e-28  1.596209e-29  1.528014e-30  9.624016e-50  7.656082e-28  8.069389e-40  9.977216e-49  2.301073e-28  1.101913e-27  1.090410e-50  4.619455e-69  3.803474e-48  3.124130e-30  3.327243e-52  2.415378e-31  1.036378e-31  1.578710e-49  2.051620e-53  8.160506e-32  1.003415e-52  1.352367e-53  1.331899e-32  5.379202e-32  3.735149e-29  8.486073e-33  1.803403e-32  8.153370e-31  3.558294e-30  1.152738e-34  7.242524e-27  1.230912e-26  6.591795e-33  9.664669e-55  5.657562e-35  1.495942e-32  4.158331e-36  8.210755e-32  2.765797e-36  4.522603e-36  2.363616e-36  5.684027e-34  9.317692e-38  1.385133e-37  2.246240e-35  2.221165e-36  3.578585e-36  1.065881e-40  1.809484e-40  1.026089e-60  4.962290e-49  3.539178e-40  6.916539e-40  3.002062e-36  1.175125e-39  3.559681e-44  9.010455e-37  9.061217e-36  8.524851e-40  1.818702e-39  2.212466e-40  4.334357e-35  1.580584e-38  1.000000e+00  
1.000000e+04  1.625000e-02  1.156631e+00  -7.459784e-01  6.605306e-01  3.000000e+02  2.455804e-11  8.009778e-35  2.815568e-23  2.100000e-01  1.432436e-22  1.320596e-16  4.550828e-21  1.372467e-18  2.820517e-45  1.066748e-61  1.462954e-44  4.778185e-46  1.698005e-24  3.107153e-17  1.761459e-19  1.118096e-21  3.170545e-41  4.051855e-21  2.350698e-42  2.431159e-38  2.581139e-20  2.563863e-52  1.013618e-21  1.256436e-42  1.684830e-18  6.794110e-38  1.552051e-19  1.777267e-44  8.876175e-24  4.917565e-29  2.517910e-52  1.761631e-23  7.900000e-01  4.756507e-53  9.115395e-53  1.208350e-40  8.687400e-27  9.286392e-27  7.501128e-61  2.253890e-29  5.032347e-31  5.785746e-32  4.661373e-52  2.752767e-29  4.773129e-42  5.045753e-51  8.164715e-30  4.152184e-29  2.041249e-53  1.047314e-72  8.801681e-50  1.007372e-31  1.347897e-54  7.269953e-33  3.063813e-33  8.536946e-52  8.507295e-56  2.512104e-33  3.914934e-55  5.677675e-56  3.641504e-34  1.676559e-33  1.072554e-30  2.240598e-34  4.810681e-34  2.221159e-32  1.143219e-31  3.540728e-36  2.395599e-28  4.071502e-28  1.892017e-34  2.580496e-57  1.307188e-36  3.478816e-34  8.921053e-38  2.069211e-33  6.167646e-38  1.034193e-37  5.297072e-38  1.224538e-35  1.823532e-39  2.746481e-39  4.927176e-37  4.417962e-38  7.067201e-38  1.880337e-42  3.286457e-42  1.228663e-63  8.353034e-51  5.448528e-42  1.081981e-41  5.182723e-38  1.927307e-41  5.527530e-46  1.449642e-38  1.861862e-37  1.645926e-41  3.590388e-41  3.288390e-42  8.657936e-37  3.000480e-40  1.000000e+00  
1.000000e+04  1.700000e-02  1.156631e+00  -7.968867e-01  6.327980e-01  3.000000e+02  4.015300e-12  3.315292e-36  8.889572e-25  2.100000e-01  3.633679e-23  9.489524e-18  4.507929e-22  9.167992e-20  8.400446e-47  6.684319e-64  7.898579e-47  3.660190e-48  5.127620e-26  2.152351e-18  1.138740e-20  5.683932e-23  1.176156e-43  2.156646e-22  3.124228e-44  6.685344e-41  1.354036e-21  1.921052e-54  5.636588e-23  1.735784e-44  9.177128e-20  2.832309e-40  7.824328e-21  7.405714e-47  4.230627e-25  1.539785e-30  1.146648e-54  8.359242e-25  7.900000e-01  2.961094e-55  7.541771e-56  7.413809e-43  3.840440e-28  4.047785e-28  4.863355e-63  5.900839e-31  1.214937e-32  2.120203e-33  3.830353e-54  8.917611e-31  1.052731e-44  4.635388e-53  2.580587e-31  1.515475e-30  1.656462e-56  2.073688e-76  1.549278e-51  2.590423e-33  8.196868e-57  1.745440e-34  7.156433e-35  1.756761e-54  5.516856e-58  6.423549e-35  2.313329e-57  3.818169e-58  7.159517e-36  4.445693e-35  2.340648e-32  4.084823e-36  9.185985e-36  4.409447e-34  2.874713e-33  9.406160e-38  7.764314e-30  1.319627e-29  4.134009e-36  9.994731e-60  2.290262e-38  6.209247e-36  1.333403e-39  4.092264e-35  9.442891e-40  1.668205e-39  9.825197e-40  2.062567e-37  2.481593e-41  3.838393e-41  8.655719e-39  7.024574e-40  1.104542e-39  2.374387e-44  4.625947e-44  8.987523e-67  1.052081e-52  5.682519e-44  1.168511e-43  7.016199e-40  2.579782e-43  6.482277e-48  1.850954e-40  3.025083e-39  2.335416e-43  5.280982e-43  3.487742e-44  1.387945e-38  4.259902e-42  1.000000e+00  
1.000000e+04  1.775000e-02  1.156631e+00  -8.474659e-01  5.959148e-01  3.000000e+02  5.232753e-13  3.618383e-38  3.535220e-26  2.100000e-01  3.031732e-24  4.436093e-19  2.176677e-23  3.846655e-21  4.252585e-50  1.337312e-66  4.553738e-49  9.783563e-51  1.642665e-27  9.663911e-20  4.741738e-22  1.831576e-24  2.565358e-46  6.980882e-24  8.295198e-47  3.338877e-43  4.307560e-23  3.528917e-57  1.935016e-24  4.814747e-47  3.049889e-21  1.354543e-42  2.396892e-22  1.520903e-49  1.194502e-26  3.721862e-32  8.631830e-57  2.348716e-26  7.900000e-01  4.453541e-58  5.681711e-59  6.765680e-45  1.000559e-29  1.050409e-29  7.669963e-66  1.116711e-32  2.172083e-34  4.510900e-35  6.554573e-57  1.822814e-32  4.021236e-47  8.141928e-56  5.208387e-33  3.195182e-32  1.194040e-59  1.105399e-80  2.579993e-53  4.684581e-35  1.157529e-59  2.943695e-36  1.185605e-36  6.185916e-57  7.931828e-61  1.106249e-36  4.214718e-60  5.547545e-61  1.105037e-37  7.737209e-37  3.767874e-34  6.122122e-38  1.384246e-37  6.736324e-36  5.216783e-35  1.781921e-39  1.431231e-31  2.432538e-31  6.642209e-38  1.076099e-62  2.957449e-40  8.073145e-38  1.616230e-41  5.760671e-37  1.203541e-41  2.173356e-41  1.225371e-41  2.481209e-39  2.745321e-43  4.292740e-43  1.058585e-40  7.797336e-42  1.218402e-41  2.431142e-46  4.982367e-46  3.805443e-70  9.837249e-55  4.922646e-46  1.027692e-45  6.750240e-42  2.349588e-45  5.621066e-50  1.657518e-42  3.460812e-41  2.540887e-45  5.810517e-45  2.906985e-46  1.544752e-40  4.530530e-44  1.000000e+00  
1.000000e+04  1.825000e-02  1.156631e+00  -8.810397e-01  5.890971e-01  3.000000e+02  9.234343e-14  7.267212e-40  2.242288e-27  2.100000e-01  3.453469e-25  2.899417e-20  1.482378e-24  2.262059e-22  2.376071e-50  9.000272e-69  2.024749e-50  5.248960e-53  7.736967e-29  6.068596e-21  2.768687e-23  8.326940e-26  1.204565e-48  3.175200e-25  4.224103e-49  3.826218e-45  1.925903e-24  1.369624e-59  9.329999e-26  2.560192e-49  1.423835e-22  8.861705e-45  1.032120e-23  6.388265e-52  4.747601e-28  1.269267e-33  9.273025e-59  9.288467e-28  7.900000e-01  1.294147e-60  9.642392e-62  9.032252e-47  3.670812e-31  3.840575e-31  2.333591e-68  2.984415e-34  5.502862e-36  1.354642e-36  2.213671e-59  5.275119e-34  2.274990e-49  2.753033e-58  1.488656e-34  9.502979e-34  1.931920e-62  1.545621e-84  6.467196e-55  1.196691e-36  3.139669e-62  7.016108e-38  2.776332e-38  3.226790e-59  2.197722e-63  2.691274e-38  1.171387e-62  1.552650e-63  2.415684e-39  1.901348e-38  8.574423e-36  1.301055e-39  2.954683e-39  1.455213e-37  1.339937e-36  4.849054e-41  3.723323e-33  6.328235e-33  1.508178e-39  2.219750e-65  5.404612e-42  1.485689e-39  2.779931e-43  1.146924e-38  2.182332e-43  4.024041e-43  2.161875e-43  4.226164e-41  4.313508e-45  6.814291e-45  1.832320e-42  1.226000e-43  1.904208e-43  3.568828e-48  7.724601e-48  2.815108e-73  1.302559e-56  6.058250e-48  1.283781e-47  9.203490e-44  3.031269e-47  6.914504e-52  2.103731e-44  5.604072e-43  3.923245e-47  9.051240e-47  3.440579e-48  2.434463e-42  6.831361e-46  1.000000e+00  
1.000000e+04  1.875000e-02  1.156631e+00  -9.145032e-01  5.638475e-01  3.000000e+02  1.569127e-14  1.330341e-41  1.599001e-28  2.100000e-01  3.719171e-26  1.811768e-21  9.717571e-26  1.272107e-23  3.119498e-50  4.301310e-71  4.105036e-52  2.673150e-55  3.659310e-30  3.641486e-22  1.546048e-24  3.623321e-27  5.439979e-51  1.378257e-26  1.940867e-51  1.026439e-46  8.216644e-26  5.294394e-62  4.295064e-27  1.228576e-51  6.344298e-24  5.401698e-47  4.239363e-25  2.530331e-54  1.800398e-29  4.130843e-35  9.535047e-61  3.504205e-29  7.900000e-01  3.390458e-63  1.753158e-64  1.182266e-48  1.284094e-32  1.339489e-32  6.399675e-71  7.600639e-36  1.332765e-37  3.878496e-38  8.130534e-62  1.459240e-35  1.273465e-51  8.389363e-61  4.067716e-36  2.693094e-35  3.352702e-65  2.055712e-88  1.618974e-56  2.912762e-38  7.680500e-65  1.593162e-39  6.194055e-40  1.667443e-61  5.484455e-66  6.235949e-40  3.021696e-65  3.912477e-66  5.038615e-41  4.448607e-40  1.858868e-37  2.640018e-41  6.016134e-41  2.994330e-39  3.286413e-38  1.274455e-42  9.222223e-35  1.567433e-34  3.261175e-41  4.172855e-68  9.404613e-44  2.603959e-41  4.562862e-45  2.174285e-40  3.786480e-45  7.122646e-45  3.629618e-45  6.854776e-43  6.470261e-47  1.032073e-46  3.019329e-44  1.835628e-45  2.834448e-45  5.049047e-50  1.157643e-49  1.960399e-76  1.640676e-58  7.112214e-50  1.529538e-49  1.194609e-45  3.720572e-49  8.101816e-54  2.541429e-46  8.636424e-45  5.777361e-49  1.341909e-48  3.881968e-50  3.652196e-44  9.814815e-48  1.000000e+00  
1.000000e+04  1.925000e-02  1.156631e+00  -9.478478e-01  5.560222e-01  3.000000e+02  2.566648e-15  2.207789e-43  1.267539e-29  2.100000e-01  3.771839e-27  1.083909e-22  6.117763e-27  6.852260e-25  1.472790e-51  5.318474e-74  2.119842e-53  1.290164e-57  1.746756e-31  2.091143e-23  8.267958e-26  1.510688e-28  2.326615e-53  5.720124e-28  8.029029e-54  4.395228e-48  3.351492e-27  2.010500e-64  1.891168e-28  5.308909e-54  2.703104e-25  3.112924e-49  1.664212e-26  9.248692e-57  6.527247e-31  1.285815e-36  9.404160e-63  1.263681e-30  7.900000e-01  7.991860e-66  3.383070e-67  1.518585e-50  4.291889e-34  4.465474e-34  1.578963e-73  1.849105e-37  3.094101e-39  1.060948e-39  6.412354e-64  3.866557e-37  7.054185e-54  2.299494e-63  1.064830e-37  7.288325e-37  6.177710e-68  8.274381e-93  3.996624e-58  6.771492e-40  1.689848e-67  3.454917e-41  1.319807e-41  8.544077e-64  1.230529e-68  1.379511e-41  7.082422e-68  8.860772e-69  1.005226e-42  9.933635e-42  3.848563e-39  5.126680e-43  1.171264e-42  5.883227e-41  7.716672e-40  3.233057e-44  2.179845e-36  3.704935e-36  6.732091e-43  7.076024e-71  1.562190e-45  4.357660e-43  7.163974e-47  3.934619e-42  6.300607e-47  1.207902e-46  5.813659e-47  1.061450e-44  9.288155e-49  1.495078e-48  4.748404e-46  2.623737e-47  4.028482e-47  6.902939e-52  1.679042e-51  1.255249e-79  1.971019e-60  7.985316e-52  1.742548e-51  1.479939e-47  4.355775e-51  9.065616e-56  2.929758e-48  1.269915e-46  8.133003e-51  1.898340e-50  4.186119e-52  5.228911e-46  1.346951e-49  1.000000e+00  
1.000000e+04  1.975000e-02  1.156631e+00  -9.810884e-01  5.349019e-01  3.000000e+02  4.004956e-16  3.189983e-45  1.038242e-30  2.100000e-01  3.490066e-28  6.159825e-24  3.618582e-28  3.506936e-26  2.409824e-54  1.020382e-76  2.686623e-54  5.684753e-60  8.375813e-33  1.140781e-24  4.203064e-27  5.995626e-30  9.701925e-56  2.256375e-29  2.880443e-56  2.071186e-49  1.299346e-28  7.066740e-67  7.915049e-30  1.989252e-56  1.094560e-26  1.720840e-51  6.210255e-28  2.980835e-59  2.250067e-32  3.829830e-38  8.977015e-65  4.332772e-32  7.900000e-01  1.641586e-68  6.441061e-70  1.927873e-52  1.364113e-35  1.416208e-35  3.395978e-76  4.297880e-39  6.887099e-41  2.762226e-41  1.260894e-65  9.782959e-39  3.882867e-56  5.472960e-66  2.662709e-39  1.876786e-38  1.123445e-70  2.902657e-96  9.586162e-60  1.503317e-41  3.240287e-70  7.155366e-43  2.686299e-43  4.359966e-66  2.403623e-71  2.911891e-43  1.470294e-70  1.745910e-71  1.921002e-44  2.115118e-43  7.615451e-41  9.545407e-45  2.183540e-44  1.105342e-42  1.734513e-41  7.875192e-46  4.902737e-38  8.332875e-38  1.327794e-44  1.048784e-73  2.479907e-47  6.969624e-45  1.077954e-48  6.800928e-44  1.007181e-48  1.965412e-48  8.886707e-49  1.570554e-46  1.278463e-50  2.075234e-50  7.131784e-48  3.582909e-49  5.471506e-49  9.128285e-54  2.353273e-53  7.344439e-83  2.262200e-62  8.594657e-54  1.902430e-53  1.751904e-49  4.868801e-53  9.702121e-58  3.226698e-50  1.783299e-48  1.095967e-52  2.566409e-52  4.322611e-54  7.150165e-48  1.768132e-51  1.000000e+00  
1.000000e+04  2.000000e-02  1.156631e+00  -1.000000e+00  1.000000e+00  3.000000e+02  0.000000e+00  0.000000e+00  0.000000e+00  2.100000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.900000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.000000e+00  
