int_time      x             rho           u             G             T             H2            O2            H2O           H             O             OH            HO2           H2O2          N2            sumfracs      
1.000000e+04  8.150000e-03  2.274442e-01  1.847616e+00  1.629265e+00  1.200000e+03  2.958696e-03  3.377046e-01  6.591464e-01  5.510448e-07  8.497094e-07  1.103264e-05  6.879995e-05  1.090321e-04  9.058682e-25  1.000000e+00  
1.000000e+04  8.250000e-03  2.274483e-01  1.848702e+00  1.633972e+00  1.200000e+03  2.919045e-03  3.376910e-01  6.592022e-01  5.409619e-07  8.352636e-07  1.097046e-05  6.809744e-05  1.073511e-04  9.069895e-25  1.000000e+00  
1.000000e+04  8.350000e-03  2.274522e-01  1.849699e+00  1.638300e+00  1.200000e+03  2.879663e-03  3.376769e-01  6.592582e-01  5.309692e-07  8.209210e-07  1.090755e-05  6.738656e-05  1.056291e-04  9.081518e-25  1.000000e+00  
1.000000e+04  8.500000e-03  2.274579e-01  1.850999e+00  1.646978e+00  1.200000e+03  2.820830e-03  3.376544e-01  6.593435e-01  5.160753e-07  7.994287e-07  1.081067e-05  6.628127e-05  1.029186e-04  9.100034e-25  1.000000e+00  
1.000000e+04  8.700000e-03  2.274653e-01  1.852355e+00  1.657174e+00  1.200000e+03  2.749984e-03  3.376307e-01  6.594424e-01  4.983828e-07  7.739319e-07  1.069581e-05  6.503031e-05  9.989046e-05  9.121200e-25  1.000000e+00  
1.000000e+04  8.900000e-03  2.274725e-01  1.853327e+00  1.666184e+00  1.200000e+03  2.680840e-03  3.376073e-01  6.595394e-01  4.812392e-07  7.490922e-07  1.058074e-05  6.378320e-05  9.688625e-05  9.142679e-25  1.000000e+00  
1.000000e+04  9.150000e-03  2.274810e-01  1.853909e+00  1.682482e+00  1.200000e+03  2.596027e-03  3.375774e-01  6.596597e-01  4.603656e-07  7.186976e-07  1.043516e-05  6.219412e-05  9.305652e-05  9.170713e-25  1.000000e+00  
1.000000e+04  9.400000e-03  2.274894e-01  1.853778e+00  1.694638e+00  1.200000e+03  2.520574e-03  3.375557e-01  6.597614e-01  4.422137e-07  6.922615e-07  1.030957e-05  6.088087e-05  9.001352e-05  9.193704e-25  1.000000e+00  
1.000000e+04  9.600000e-03  2.274961e-01  1.853228e+00  1.704638e+00  1.200000e+03  2.456559e-03  3.375345e-01  6.598508e-01  4.268398e-07  6.697005e-07  1.019704e-05  5.967518e-05  8.719735e-05  9.215550e-25  1.000000e+00  
1.000000e+04  9.850000e-03  2.275040e-01  1.852010e+00  1.715891e+00  1.200000e+03  2.376473e-03  3.375054e-01  6.599654e-01  4.076893e-07  6.415087e-07  1.005055e-05  5.810022e-05  8.346120e-05  9.245475e-25  1.000000e+00  
1.000000e+04  1.025000e-02  2.275158e-01  1.848413e+00  1.745889e+00  1.200000e+03  2.257309e-03  3.374619e-01  6.601364e-01  3.795551e-07  5.998982e-07  9.825115e-06  5.574127e-05  7.785910e-05  9.292583e-25  1.000000e+00  
1.000000e+04  1.075000e-02  2.275289e-01  1.841300e+00  1.768296e+00  1.200000e+03  2.130624e-03  3.374201e-01  6.603133e-01  3.504313e-07  5.565669e-07  9.583085e-06  5.328262e-05  7.224810e-05  9.342871e-25  1.000000e+00  
1.000000e+04  1.140000e-02  2.275446e-01  1.827424e+00  1.817081e+00  1.200000e+03  1.971237e-03  3.373617e-01  6.605423e-01  3.143747e-07  5.024405e-07  9.255398e-06  4.999423e-05  6.477629e-05  9.415006e-25  1.000000e+00  
1.000000e+04  1.215000e-02  2.275595e-01  1.803388e+00  1.875441e+00  1.200000e+03  1.829846e-03  3.373160e-01  6.607388e-01  2.836416e-07  4.559661e-07  8.962683e-06  4.711328e-05  5.860293e-05  9.478812e-25  1.000000e+00  
1.000000e+04  1.275000e-02  2.275707e-01  1.778034e+00  1.919084e+00  1.200000e+03  1.726719e-03  3.372851e-01  6.608794e-01  2.619468e-07  4.229462e-07  8.746569e-06  4.499762e-05  5.428239e-05  9.525634e-25  1.000000e+00  
1.000000e+04  1.325000e-02  2.275800e-01  1.752565e+00  1.962127e+00  1.200000e+03  1.637814e-03  3.372562e-01  6.610034e-01  2.435054e-07  3.946999e-07  8.549565e-06  4.307651e-05  5.039312e-05  9.569348e-25  1.000000e+00  
1.000000e+04  1.375000e-02  2.275888e-01  1.722598e+00  2.009000e+00  1.200000e+03  1.553732e-03  3.372289e-01  6.611204e-01  2.263948e-07  3.683627e-07  8.357042e-06  4.124079e-05  4.675254e-05  9.611157e-25  1.000000e+00  
