int_time      x             rho           u             G             T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2(S)        CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         N             NH            NH2           NH3           NNH           NO            NO2           N2O           HNO           CN            HCN           H2CN          HCNN          HCNO          HOCN          HNCO          NCO           N2            AR            C3H7          C3H8          CH2CHO        CH3CHO        sumfracs      
1.000000e+04  0.000000e+00  8.831188e-01  1.000000e+00  1.000000e+00  3.000000e+02  2.502205e-08  5.074053e-14  6.754720e-21  6.595655e-15  3.921683e-24  2.501907e-12  1.468318e-19  4.971560e-20  1.105185e-24  5.920869e-35  4.179575e-23  7.651067e-31  7.198355e-16  5.000000e-01  3.253486e-13  1.433487e-14  2.586023e-21  1.325147e-17  7.209372e-23  2.868460e-21  2.307798e-18  7.093512e-31  1.829254e-14  9.803895e-22  3.698868e-15  2.907233e-19  6.433421e-16  1.311535e-20  9.005195e-18  1.098217e-18  1.477327e-22  2.703066e-19  2.947458e-19  7.285481e-16  1.081853e-24  5.221491e-16  2.284651e-20  1.198950e-20  7.617049e-21  3.523903e-27  1.071862e-16  4.435414e-20  3.847837e-27  1.670172e-18  2.388086e-20  8.586217e-18  2.150586e-24  5.000000e-01  0.000000e+00  1.945682e-21  1.109648e-19  1.173114e-20  1.053007e-20  1.000000e+00  
1.000000e+04  2.600000e-04  8.828127e-01  9.780418e-01  7.041191e+00  3.001040e+02  1.096860e-07  1.623590e-13  5.933277e-20  8.457646e-14  3.497658e-23  2.991309e-11  1.893616e-18  6.446568e-19  1.026422e-23  4.927127e-34  5.030486e-22  9.208731e-30  8.828838e-15  4.999999e-01  4.221228e-12  2.379708e-13  4.377776e-20  2.258514e-16  1.223245e-21  4.867040e-20  3.992814e-17  1.122263e-29  2.918592e-13  1.576722e-20  6.117501e-14  5.144466e-18  1.146160e-14  1.412523e-19  1.746006e-16  2.129318e-17  1.431690e-21  2.272383e-18  2.519145e-18  9.060911e-15  1.410314e-23  6.811616e-15  3.450397e-19  2.006064e-19  9.901938e-20  4.583773e-26  1.859436e-15  7.752751e-19  4.144165e-26  2.784589e-17  3.981529e-19  1.431534e-16  3.572075e-23  4.999999e-01  0.000000e+00  4.360634e-20  2.496087e-18  2.283183e-19  2.056921e-19  1.000000e+00  
1.000000e+04  6.600000e-04  8.820598e-01  8.946342e-01  7.429468e+00  3.003600e+02  6.696224e-07  7.029642e-13  7.818879e-19  1.615322e-12  4.656135e-22  5.237563e-10  3.636470e-17  1.246395e-17  1.340816e-22  3.793100e-32  8.943975e-21  1.713467e-28  1.560832e-13  4.999997e-01  8.070411e-11  5.860588e-12  1.093938e-18  5.733435e-15  3.025262e-20  1.240569e-18  1.024884e-15  2.619750e-28  6.810348e-12  5.727638e-19  1.493463e-12  1.343717e-16  3.018524e-13  2.225514e-18  5.032723e-15  6.071374e-16  2.020360e-20  2.765596e-17  3.133742e-17  1.654404e-13  6.172234e-23  1.308479e-13  7.841991e-18  5.009257e-18  1.894032e-18  8.622724e-25  4.797764e-14  2.014587e-17  6.452542e-25  6.901046e-16  9.886219e-18  3.546297e-15  8.821190e-22  4.999997e-01  0.000000e+00  1.450120e-18  8.331572e-17  6.607052e-18  6.038500e-18  1.000000e+00  
1.000000e+04  9.000000e-04  8.804753e-01  8.443361e-01  7.589751e+00  3.009000e+02  2.564129e-06  2.006168e-12  5.957339e-18  1.757103e-11  3.657562e-21  5.275624e-09  3.976031e-16  1.371289e-16  1.037439e-21  1.103440e-30  9.115919e-20  1.916412e-27  1.606777e-12  4.999987e-01  8.827478e-10  8.170017e-11  1.548171e-17  8.216732e-14  4.267359e-19  1.778199e-17  1.487332e-14  3.482450e-27  9.063405e-11  1.012565e-17  2.068598e-11  1.987876e-15  4.498809e-12  2.026498e-17  8.169996e-14  9.799430e-15  1.658797e-19  1.977408e-16  2.282922e-16  1.733236e-12  1.801772e-22  1.438340e-12  1.005051e-16  7.060070e-17  2.073743e-17  9.362774e-24  6.989808e-13  2.954587e-16  5.834555e-24  9.670623e-15  1.386927e-16  4.968632e-14  1.231702e-20  4.999987e-01  0.000000e+00  2.710405e-17  1.562905e-15  1.076137e-16  9.932295e-17  1.000000e+00  
1.000000e+04  1.200000e-03  8.746550e-01  7.830901e-01  8.007051e+00  3.029000e+02  1.111879e-05  6.399698e-12  5.210321e-17  2.209971e-10  3.692647e-20  6.147230e-08  5.025219e-15  1.744465e-15  9.300260e-21  4.150513e-29  1.074439e-18  2.951985e-26  1.919684e-11  4.999942e-01  1.118273e-08  1.321980e-09  2.541847e-16  1.366055e-12  7.004903e-18  2.952923e-16  2.505979e-13  5.403512e-26  1.402286e-09  1.965470e-16  3.327662e-10  3.418464e-14  7.793192e-11  2.132147e-16  1.541265e-12  1.840996e-13  1.571401e-18  1.627677e-15  1.914005e-15  2.101488e-11  6.245244e-22  1.831539e-11  1.490294e-15  1.154075e-15  2.629496e-16  1.181014e-22  1.181706e-11  5.025073e-15  6.100615e-23  1.572568e-13  2.257235e-15  8.078736e-13  1.995549e-19  4.999946e-01  0.000000e+00  5.898919e-16  3.413958e-14  2.035448e-15  1.895584e-15  1.000000e+00  
1.000000e+04  1.550000e-03  8.572197e-01  7.175336e-01  8.333400e+00  3.090500e+02  5.074795e-05  2.139865e-11  4.910662e-16  2.960932e-09  7.316354e-19  7.572266e-07  6.740034e-14  2.364774e-14  8.735152e-20  1.742746e-27  1.347420e-17  6.772899e-25  2.429535e-10  4.999719e-01  1.503331e-07  2.270713e-08  4.371766e-15  2.411844e-11  1.211966e-16  5.221529e-15  4.477588e-12  9.477378e-25  2.291912e-08  4.773606e-15  5.670581e-09  6.224758e-13  1.430633e-09  2.375467e-15  3.083614e-11  3.654273e-12  1.573426e-17  1.417421e-14  1.700533e-14  2.695745e-10  2.676142e-21  2.474661e-10  2.358993e-14  2.006870e-14  3.526770e-15  1.574078e-21  2.119663e-10  8.994355e-14  6.665667e-22  2.716023e-12  3.904988e-14  1.395046e-11  3.433981e-18  4.999764e-01  0.000000e+00  1.361236e-14  7.906894e-13  4.054816e-14  3.851432e-14  1.000000e+00  
1.000000e+04  1.900000e-03  8.137883e-01  6.683772e-01  9.052500e+00  3.255000e+02  2.098159e-04  6.553009e-11  4.124219e-15  3.493519e-08  3.062747e-17  8.197617e-06  7.905658e-13  2.822177e-13  7.336777e-19  5.936644e-26  1.493006e-16  2.016004e-23  2.715289e-09  4.998683e-01  1.783317e-06  3.421118e-07  6.482249e-14  3.722305e-10  1.840940e-15  8.051410e-14  6.997809e-11  1.768686e-23  3.297186e-07  9.388812e-14  8.480325e-08  9.940261e-12  2.303780e-08  2.339200e-14  5.392567e-10  6.353327e-11  1.394015e-16  1.098318e-13  1.342626e-13  3.037909e-09  1.514517e-20  2.950793e-09  3.271078e-13  3.057895e-13  4.151253e-14  1.864257e-20  3.322580e-09  1.383958e-12  6.315761e-21  4.113687e-11  5.922214e-13  2.112724e-10  5.182335e-17  4.999111e-01  0.000000e+00  2.749973e-13  1.603098e-11  6.967885e-13  6.825446e-13  1.000000e+00  
1.000000e+04  2.300000e-03  7.273658e-01  6.369522e-01  9.567098e+00  3.640000e+02  8.393309e-04  1.971126e-10  3.458844e-14  3.927635e-07  1.448398e-15  8.336259e-05  8.574994e-12  3.209410e-12  5.988333e-18  1.929108e-24  1.596339e-15  9.869346e-22  2.890771e-08  4.993255e-01  2.014410e-05  4.867286e-06  8.385132e-13  5.393157e-09  2.620441e-14  1.147974e-12  1.026479e-09  7.432945e-22  4.477954e-06  1.788548e-12  1.195188e-06  1.491757e-10  3.497153e-07  2.194213e-13  8.852275e-09  1.035389e-09  1.168473e-15  8.162354e-13  1.014117e-12  3.219284e-08  1.519884e-19  3.350561e-08  4.300987e-12  4.403533e-12  4.521640e-13  2.135276e-19  4.882615e-08  1.829205e-11  5.108226e-20  5.887341e-10  8.489951e-12  3.023377e-09  7.397623e-16  4.997202e-01  0.000000e+00  5.229626e-12  3.058190e-10  1.058721e-11  1.136984e-11  1.000000e+00  
1.000000e+04  2.800000e-03  5.451419e-01  6.755527e-01  1.117587e+01  4.850500e+02  3.126428e-03  6.259380e-10  2.245955e-13  3.966497e-06  3.000983e-14  7.392002e-04  7.995825e-11  3.277776e-11  5.404973e-17  6.268601e-23  1.581954e-14  2.008075e-19  2.826308e-07  4.962413e-01  2.047994e-04  6.117720e-05  7.857856e-12  6.788183e-08  3.312798e-13  1.246244e-11  1.309108e-08  1.180295e-19  5.395489e-05  2.582091e-11  1.483762e-05  1.959991e-09  4.678959e-06  1.882358e-12  1.264488e-07  1.469270e-08  9.004318e-15  5.652351e-12  6.964946e-12  2.982912e-07  5.645557e-18  3.424482e-07  4.995890e-11  5.590481e-11  4.163605e-12  2.479757e-18  6.214638e-07  1.561232e-10  2.922580e-19  7.448018e-09  1.075783e-10  3.824678e-08  9.430860e-15  4.995479e-01  0.000000e+00  8.742740e-11  5.116271e-09  1.238406e-10  1.646563e-10  1.000000e+00  
1.000000e+04  3.450000e-03  3.601514e-01  7.229329e-01  1.267020e+01  7.336500e+02  9.958583e-03  4.495168e-09  8.788746e-13  3.203393e-05  7.358035e-13  5.048266e-03  6.082812e-10  2.676149e-10  1.234938e-15  7.859285e-21  2.615444e-13  1.583369e-16  2.646718e-06  4.798253e-01  1.665387e-03  5.994085e-04  1.800452e-11  6.516785e-07  4.170562e-12  1.756948e-11  1.273335e-07  1.372049e-16  5.083556e-04  3.820265e-10  1.429549e-04  1.918415e-08  4.828595e-05  1.790816e-11  1.377513e-06  1.588648e-07  7.589438e-14  3.754720e-11  4.055029e-11  2.136353e-06  4.258097e-16  2.798865e-06  4.425605e-10  5.471740e-10  2.630570e-11  1.133367e-16  6.003806e-06  3.759965e-12  1.587728e-18  7.350996e-08  1.063811e-09  3.774792e-07  1.045776e-13  5.021550e-01  0.000000e+00  1.005726e-09  6.470930e-08  7.798187e-10  1.817588e-09  1.000000e+00  
1.000000e+04  4.100000e-03  2.487806e-01  6.393033e-01  1.945276e+01  1.073400e+03  2.278352e-02  7.664683e-08  1.388986e-11  1.579825e-04  2.708375e-10  2.098789e-02  3.157634e-09  1.326384e-09  8.370776e-14  2.275412e-17  3.866536e-11  2.329525e-13  2.442519e-05  4.226300e-01  8.278199e-03  3.480733e-03  1.256610e-10  3.656885e-06  4.857592e-11  1.931892e-11  7.228810e-07  5.005941e-13  2.854688e-03  8.818511e-09  8.148715e-04  7.894711e-08  2.864322e-04  4.652314e-10  8.689013e-06  9.966563e-07  9.931657e-13  2.142152e-10  3.092501e-10  9.294824e-06  2.838725e-14  1.396751e-05  2.099517e-09  3.066949e-09  9.370332e-11  4.212481e-14  3.378211e-05  1.253078e-12  1.946461e-17  4.295059e-07  6.226327e-09  2.205279e-06  1.708762e-12  5.176269e-01  0.000000e+00  3.730064e-10  4.352052e-07  1.741722e-10  1.110466e-08  1.000000e+00  
1.000000e+04  4.700000e-03  1.916748e-01  3.336053e-01  2.615090e+01  1.445000e+03  3.936966e-02  1.661452e-06  6.549006e-10  4.680935e-04  5.058225e-08  5.416706e-02  1.479580e-08  1.674637e-09  9.837940e-12  1.734083e-13  8.922533e-09  1.604782e-10  2.299501e-04  2.998325e-01  2.470453e-02  1.168204e-02  2.503877e-09  1.190528e-05  6.628043e-10  2.313028e-10  2.366863e-06  5.180226e-10  9.317217e-03  2.042008e-07  2.681144e-03  5.695169e-07  8.816157e-04  1.980936e-08  3.080139e-05  3.563531e-06  2.252767e-11  1.159084e-09  5.534210e-09  2.485365e-05  1.312681e-12  4.177909e-05  4.589085e-09  9.253634e-09  5.606103e-10  1.505320e-11  1.094842e-04  3.580108e-12  3.499152e-15  1.447651e-06  2.111387e-08  7.419279e-06  7.645919e-11  5.564286e-01  0.000000e+00  7.586335e-10  1.368188e-06  4.056722e-10  3.918249e-08  1.000000e+00  
1.000000e+04  5.300000e-03  1.631170e-01  -1.307745e-01  2.123021e+01  1.797500e+03  5.717792e-02  6.238906e-05  5.912430e-08  9.378951e-04  6.102049e-06  9.846163e-02  9.465149e-08  4.807154e-09  2.455835e-09  2.083331e-09  1.884498e-06  7.804799e-08  2.187995e-03  1.253111e-01  4.905887e-02  2.488502e-02  9.040213e-08  3.107226e-05  6.062419e-08  1.037078e-08  5.334535e-06  1.696073e-07  1.927936e-02  7.099295e-06  5.333347e-03  1.321438e-05  6.556246e-04  1.044181e-06  6.612343e-05  9.925649e-06  1.210805e-09  1.752206e-08  1.891214e-07  4.581994e-05  7.877331e-11  8.361920e-05  2.466994e-09  1.530468e-08  7.537884e-09  2.890542e-09  2.266624e-04  4.411771e-11  3.913669e-12  3.148231e-06  5.520128e-08  1.578664e-05  5.121355e-09  6.161298e-01  0.000000e+00  7.175564e-09  1.198167e-06  7.257978e-09  9.993524e-08  1.000000e+00  
1.000000e+04  5.950000e-03  1.474017e-01  -6.180418e-01  1.049926e+01  2.092500e+03  5.483005e-02  1.346335e-03  1.088939e-05  2.170304e-03  4.015581e-04  1.380577e-01  6.161828e-07  4.445310e-08  1.600236e-06  2.550481e-06  5.007172e-05  3.118895e-06  2.172616e-03  6.064390e-03  6.945578e-02  3.691922e-02  3.236101e-06  9.811958e-05  1.899761e-06  9.378118e-08  4.615067e-06  6.753643e-06  1.090993e-02  1.166086e-05  4.124081e-04  6.830435e-06  1.550586e-05  2.656908e-05  1.148362e-04  2.603480e-05  4.659736e-07  7.898861e-07  4.058311e-06  5.054554e-05  2.283971e-09  1.602936e-04  2.477719e-09  7.951996e-08  1.651050e-07  1.823917e-07  2.974480e-04  4.276080e-10  1.416393e-09  5.583693e-06  2.680211e-07  2.300016e-05  2.238843e-07  6.763312e-01  0.000000e+00  4.363050e-09  1.306083e-08  2.352478e-08  3.108390e-07  1.000000e+00  
1.000000e+04  6.450000e-03  1.424867e-01  -9.237469e-01  5.347019e+00  2.255500e+03  1.337960e-02  7.521486e-03  5.056641e-03  2.579887e-02  1.249006e-02  1.421358e-01  4.214737e-06  1.548112e-07  4.999650e-07  8.072282e-07  2.711960e-06  3.807713e-07  1.253486e-05  1.735391e-05  2.733471e-02  4.841748e-02  1.637017e-06  5.491718e-06  1.924151e-07  8.716109e-09  3.705600e-08  4.278731e-07  2.143287e-05  1.341507e-07  6.487159e-07  4.578585e-09  6.840696e-09  3.760876e-06  1.729164e-06  3.667509e-07  3.674192e-07  2.317065e-07  2.353548e-07  3.756621e-07  1.458198e-08  4.614660e-04  6.889035e-08  1.072081e-06  7.376866e-08  6.263973e-08  5.748258e-06  2.856503e-11  2.242290e-10  3.836602e-07  3.403644e-08  1.334160e-06  3.055226e-07  7.173190e-01  0.000000e+00  4.357146e-12  3.860439e-12  5.303109e-09  1.026897e-08  1.000000e+00  
1.000000e+04  6.750000e-03  1.431914e-01  -1.068052e+00  3.735956e+00  2.286500e+03  5.577948e-03  4.365064e-03  7.825292e-03  6.981765e-02  1.436136e-02  1.146976e-01  5.767782e-06  1.567858e-07  5.492153e-10  1.861514e-09  9.859885e-09  1.379596e-09  5.127292e-08  7.534479e-08  1.080948e-02  3.697303e-02  1.536797e-08  3.808763e-08  8.088080e-10  5.011622e-11  1.572184e-10  1.221381e-09  4.519844e-08  3.442588e-10  1.605219e-09  4.349150e-12  4.560192e-12  1.728143e-08  1.433748e-08  2.168464e-09  7.035532e-08  2.115273e-08  4.998951e-09  4.745151e-09  8.770306e-09  3.970100e-04  1.260355e-07  1.926229e-06  1.619019e-08  1.181620e-09  1.029036e-07  2.730754e-13  5.292292e-13  1.427764e-08  1.328550e-09  5.229255e-08  1.250948e-08  7.351670e-01  0.000000e+00  3.597763e-15  1.898537e-15  2.541529e-11  6.060979e-11  1.000000e+00  
1.000000e+04  6.950000e-03  1.465943e-01  -1.135883e+00  3.039640e+00  2.258000e+03  3.191277e-03  2.769194e-03  7.754015e-03  1.008587e-01  1.266805e-02  9.434150e-02  5.877988e-06  1.399436e-07  2.018706e-12  1.485382e-11  1.277807e-10  1.782154e-11  9.176838e-10  1.595127e-09  5.685113e-03  2.745982e-02  2.092801e-09  8.814261e-10  1.142853e-11  9.414310e-13  2.911803e-12  1.091738e-11  4.291023e-10  3.404012e-12  1.993622e-11  1.741730e-14  1.548953e-14  2.408022e-10  4.633247e-10  4.540102e-11  4.556014e-08  1.268522e-08  6.290835e-10  3.730540e-10  5.555484e-09  3.166268e-04  1.377107e-07  2.396614e-06  1.012113e-08  7.340877e-11  7.292374e-09  1.324920e-14  4.553260e-15  2.190777e-09  1.381702e-10  6.394964e-09  1.301834e-09  7.449470e-01  0.000000e+00  1.165591e-17  4.879500e-18  3.665947e-13  1.437425e-12  1.000000e+00  
1.000000e+04  7.100000e-03  1.523872e-01  -1.158247e+00  2.656379e+00  2.189500e+03  1.975037e-03  1.839143e-03  6.911398e-03  1.222928e-01  1.041065e-02  8.020878e-02  5.636118e-06  1.277490e-07  6.368265e-15  1.012283e-13  1.460133e-12  1.882401e-13  1.307416e-11  2.811346e-11  3.164172e-03  2.129173e-02  7.536516e-10  1.622516e-11  1.201170e-13  1.310091e-14  4.740940e-14  6.316825e-14  3.173534e-12  2.446199e-14  2.012052e-13  5.050163e-17  4.366564e-17  2.395010e-12  1.170957e-11  7.214583e-13  2.450532e-08  9.230344e-09  1.895228e-10  7.085079e-11  3.594398e-09  2.585344e-04  1.399715e-07  2.922609e-06  7.598997e-09  3.419417e-12  4.397516e-10  6.424238e-16  3.430195e-17  3.456451e-10  1.056019e-11  6.563583e-10  1.043639e-10  7.516389e-01  0.000000e+00  2.425745e-20  1.037904e-20  3.696613e-15  2.648063e-14  1.000000e+00  
1.000000e+04  7.250000e-03  1.613756e-01  -1.155026e+00  2.358434e+00  2.082500e+03  1.231082e-03  1.214699e-03  5.778258e-03  1.415315e-01  7.876380e-03  6.685184e-02  5.638056e-06  1.249069e-07  2.912460e-16  1.033726e-14  2.772433e-13  4.622906e-14  5.537895e-12  1.913155e-11  1.793456e-03  1.583915e-02  3.128035e-10  6.638043e-12  3.256103e-14  5.246156e-15  2.881115e-14  7.575859e-16  5.860380e-14  3.931580e-16  4.975397e-15  4.362266e-19  4.071493e-19  6.292185e-14  6.826215e-13  2.841481e-14  9.872713e-09  7.049294e-09  9.321452e-11  3.124472e-11  2.254042e-09  2.001450e-04  1.350151e-07  3.965136e-06  6.049938e-09  2.979436e-13  5.813868e-11  7.750038e-17  4.025471e-18  9.606875e-11  1.528458e-12  1.312872e-10  1.650161e-11  7.576736e-01  0.000000e+00  1.009396e-22  6.353821e-23  9.127351e-17  1.134073e-15  1.000000e+00  
1.000000e+04  7.400000e-03  1.748738e-01  -1.122155e+00  2.129089e+00  1.934500e+03  7.123961e-04  7.524539e-04  4.435862e-03  1.580302e-01  5.359497e-03  5.487991e-02  6.338501e-06  1.419319e-07  6.575549e-16  4.322649e-14  2.111053e-12  3.943669e-13  6.994769e-11  3.453880e-10  9.355256e-04  1.147093e-02  1.253694e-10  8.626022e-11  2.612658e-13  6.342807e-14  6.518865e-13  5.517214e-18  8.531275e-16  1.056045e-17  2.590173e-16  2.881563e-18  7.693807e-18  1.627838e-15  3.270939e-14  8.801809e-16  2.734175e-09  4.752790e-09  3.871082e-11  1.272115e-11  1.279413e-09  1.506479e-04  1.366040e-07  5.505337e-06  4.870042e-09  1.915130e-14  7.061167e-12  9.659345e-18  2.402471e-17  2.468003e-11  1.794981e-13  2.682901e-11  2.459751e-12  7.632604e-01  0.000000e+00  2.048015e-22  6.418893e-22  5.748498e-18  5.352341e-16  1.000000e+00  
1.000000e+04  7.600000e-03  1.980068e-01  -1.057300e+00  1.900615e+00  1.721000e+03  3.432317e-04  3.720233e-04  2.786277e-03  1.751847e-01  2.809942e-03  4.101112e-02  8.557337e-06  2.070330e-07  1.425872e-15  2.028725e-13  2.356832e-11  4.232290e-12  1.323273e-09  1.086556e-08  4.278286e-04  7.168827e-03  1.088084e-10  1.952284e-09  2.591149e-12  1.241691e-12  3.012186e-11  1.446663e-18  8.138570e-16  1.441249e-16  8.780890e-15  2.726293e-16  1.199915e-15  1.763383e-15  6.835900e-14  1.024792e-16  3.788399e-10  1.976295e-09  8.322960e-12  3.140003e-12  5.387774e-10  9.917515e-05  1.509687e-07  6.955363e-06  3.376104e-09  3.319894e-15  4.049816e-12  6.612211e-18  2.043690e-16  1.182947e-11  6.212486e-14  2.388406e-11  1.144847e-12  7.697810e-01  0.000000e+00  1.517067e-20  1.220628e-19  1.365558e-16  1.541334e-14  1.000000e+00  
1.000000e+04  7.800000e-03  2.384628e-01  -9.332928e-01  1.739058e+00  1.437500e+03  1.837341e-04  1.595948e-04  1.364179e-03  1.881246e-01  1.077143e-03  2.916942e-02  1.502862e-05  5.896666e-07  7.652538e-16  2.608461e-13  8.775740e-11  1.467038e-11  1.046488e-08  1.838090e-07  2.129535e-04  4.171779e-03  3.286447e-10  2.059419e-08  1.035784e-11  1.647496e-11  8.464735e-10  4.787844e-18  2.112924e-14  1.049466e-15  2.454567e-13  1.111324e-14  9.446416e-14  5.727727e-15  5.514724e-13  5.666541e-16  2.587798e-11  3.442225e-10  9.864747e-13  6.928193e-13  1.702603e-10  6.140645e-05  2.180432e-07  5.486463e-06  2.611424e-09  1.110857e-15  1.033636e-11  3.426647e-17  6.192604e-16  1.522510e-11  5.701547e-14  6.334214e-11  1.344048e-12  7.754537e-01  0.000000e+00  4.761556e-19  1.151945e-17  3.285819e-15  2.812635e-13  1.000000e+00  
