time          rho           T             O2            NO            NO2           N2            O             sumfracs      
2.273115e+01  3.168232e-01  1.073150e+03  3.434047e-02  6.440376e-02  1.256007e-03  9.000000e-01  7.558833e-11  1.000000e+00  
2.274202e+01  3.168232e-01  1.073150e+03  3.434043e-02  6.440368e-02  1.256128e-03  9.000000e-01  5.909425e-10  1.000000e+00  
2.275289e+01  3.168231e-01  1.073150e+03  3.434051e-02  6.440383e-02  1.255897e-03  9.000000e-01  3.188932e-11  1.000000e+00  
2.276376e+01  3.168231e-01  1.073150e+03  3.434059e-02  6.440398e-02  1.255658e-03  9.000000e-01  1.054008e-10  1.000000e+00  
2.278157e+01  3.168231e-01  1.073150e+03  3.434070e-02  6.440417e-02  1.255367e-03  9.000000e-01  1.488349e-10  1.000000e+00  
2.280956e+01  3.168231e-01  1.073150e+03  3.434083e-02  6.440442e-02  1.254983e-03  9.000000e-01  1.370651e-10  1.000000e+00  
2.285400e+01  3.168230e-01  1.073150e+03  3.434102e-02  6.440478e-02  1.254430e-03  9.000000e-01  1.290020e-10  1.000000e+00  
2.295212e+01  3.168229e-01  1.073150e+03  3.434139e-02  6.440548e-02  1.253364e-03  9.000000e-01  1.219140e-10  1.000000e+00  
2.393324e+01  3.168221e-01  1.073150e+03  3.434440e-02  6.441112e-02  1.244716e-03  9.000000e-01  1.137667e-10  1.000000e+00  
2.491436e+01  3.168214e-01  1.073150e+03  3.434676e-02  6.441554e-02  1.237936e-03  9.000000e-01  1.149548e-10  1.000000e+00  
2.589548e+01  3.168208e-01  1.073150e+03  3.434872e-02  6.441922e-02  1.232290e-03  9.000000e-01  1.054899e-10  1.000000e+00  
2.687660e+01  3.168204e-01  1.073150e+03  3.435028e-02  6.442215e-02  1.227810e-03  9.000000e-01  1.048221e-10  1.000000e+00  
2.785772e+01  3.168201e-01  1.073150e+03  3.435148e-02  6.442440e-02  1.224350e-03  9.000000e-01  1.074226e-10  1.000000e+00  
2.966297e+01  3.168196e-01  1.073150e+03  3.435322e-02  6.442766e-02  1.219357e-03  9.000000e-01  1.039399e-10  1.000000e+00  
3.146822e+01  3.168193e-01  1.073150e+03  3.435427e-02  6.442963e-02  1.216341e-03  9.000000e-01  1.168132e-10  1.000000e+00  
3.327346e+01  3.168192e-01  1.073150e+03  3.435470e-02  6.443044e-02  1.215088e-03  9.000000e-01  1.256160e-10  1.000000e+00  
3.673601e+01  3.168191e-01  1.073150e+03  3.435487e-02  6.443076e-02  1.214611e-03  9.000000e-01  1.387599e-10  1.000000e+00  
4.019855e+01  3.168192e-01  1.073150e+03  3.435446e-02  6.442999e-02  1.215777e-03  9.000000e-01  1.516522e-10  1.000000e+00  
4.366110e+01  3.168193e-01  1.073150e+03  3.435410e-02  6.442932e-02  1.216814e-03  9.000000e-01  1.512998e-10  1.000000e+00  
4.712364e+01  3.168193e-01  1.073150e+03  3.435414e-02  6.442938e-02  1.216720e-03  9.000000e-01  1.390276e-10  1.000000e+00  
5.058619e+01  3.168192e-01  1.073150e+03  3.435455e-02  6.443017e-02  1.215514e-03  9.000000e-01  1.232028e-10  1.000000e+00  
5.697905e+01  3.168191e-01  1.073150e+03  3.435496e-02  6.443093e-02  1.214348e-03  9.000000e-01  1.239105e-10  1.000000e+00  
6.337191e+01  3.168190e-01  1.073150e+03  3.435514e-02  6.443127e-02  1.213820e-03  9.000000e-01  1.236961e-10  1.000000e+00  
