t,x,Particle Count,M0 (cm-3),Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2/cm3),Avg. Surface Area (cm2),Fv,Avg. Volume (cm3),Mass (g/cm3),Avg. Mass (g),pah,Avg. pah
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.3825,0,0,0,0,0,0,0,0,0,0,0,0,0
