int_time      x             rho           u             G             T             H2            O2            H2O           H             O             OH            HO2           H2O2          N2            sumfracs      
1.000000e+04  1.275000e-02  1.156631e+00  -5.997688e-01  8.990475e-01  3.000000e+02  8.544768e-10  2.100000e-01  1.987048e-13  4.799930e-26  8.593856e-21  1.036984e-15  2.102633e-17  3.137174e-17  7.900000e-01  1.000000e+00  
1.000000e+04  1.325000e-02  1.156631e+00  -6.308483e-01  8.550918e-01  3.000000e+02  1.705471e-10  2.100000e-01  1.386250e-14  8.867100e-28  8.098089e-22  9.601862e-17  1.308517e-18  1.947684e-18  7.900000e-01  1.000000e+00  
1.000000e+04  1.375000e-02  1.156631e+00  -6.611780e-01  8.240699e-01  3.000000e+02  3.280926e-11  2.100000e-01  9.261211e-16  1.515066e-29  7.315524e-23  8.522577e-18  7.794773e-20  1.160118e-19  7.900000e-01  1.000000e+00  
1.000000e+04  1.425000e-02  1.156631e+00  -6.908373e-01  7.880420e-01  3.000000e+02  6.095938e-12  2.100000e-01  5.941346e-17  2.402848e-31  6.351654e-24  7.269963e-19  4.456991e-21  6.654878e-21  7.900000e-01  1.000000e+00  
1.000000e+04  1.475000e-02  1.156631e+00  -7.198623e-01  7.606474e-01  3.000000e+02  1.095908e-12  2.100000e-01  3.669236e-18  3.552058e-33  5.312493e-25  5.973571e-20  2.452331e-22  3.690655e-22  7.900000e-01  1.000000e+00  
1.000000e+04  1.525000e-02  1.156631e+00  -7.483090e-01  7.302153e-01  3.000000e+02  1.909473e-13  2.100000e-01  2.186350e-19  5.240665e-35  4.289042e-26  4.737611e-21  1.301338e-23  1.986651e-23  7.900000e-01  1.000000e+00  
1.000000e+04  1.575000e-02  1.156631e+00  -7.762072e-01  7.057899e-01  3.000000e+02  3.229348e-14  2.100000e-01  1.259608e-20  3.318627e-36  3.348636e-27  3.633338e-22  6.673868e-25  1.042649e-24  7.900000e-01  1.000000e+00  
1.000000e+04  1.625000e-02  1.156631e+00  -8.035981e-01  6.794924e-01  3.000000e+02  5.308805e-15  2.100000e-01  7.032569e-22  3.354943e-36  2.532464e-28  2.698963e-23  3.314868e-26  5.381281e-26  7.900000e-01  1.000000e+00  
1.000000e+04  1.700000e-02  1.156631e+00  -8.438763e-01  6.519034e-01  3.000000e+02  5.897457e-16  2.100000e-01  2.568937e-23  1.188142e-37  1.249770e-29  1.307593e-24  1.071863e-27  2.048738e-27  7.900000e-01  1.000000e+00  
1.000000e+04  1.775000e-02  1.156631e+00  -8.830067e-01  6.029797e-01  3.000000e+02  6.295497e-17  2.100000e-01  8.953291e-25  1.941080e-39  5.911646e-31  6.071906e-26  3.309707e-29  6.969311e-29  7.900000e-01  1.000000e+00  
1.000000e+04  1.825000e-02  1.156631e+00  -9.086109e-01  6.036346e-01  3.000000e+02  9.343051e-18  2.100000e-01  4.491413e-26  3.272281e-40  3.990065e-32  4.024738e-27  1.472472e-30  3.479072e-30  7.900000e-01  1.000000e+00  
1.000000e+04  1.875000e-02  1.156631e+00  -9.338576e-01  5.672155e-01  3.000000e+02  1.355000e-18  2.100000e-01  2.203905e-27  2.205465e-42  2.625168e-33  2.600398e-28  6.400864e-32  1.729187e-31  7.900000e-01  1.000000e+00  
1.000000e+04  1.925000e-02  1.156631e+00  -9.587103e-01  5.642472e-01  3.000000e+02  1.922664e-19  2.100000e-01  1.059891e-28  1.103282e-43  1.685442e-34  1.639478e-29  2.723725e-33  8.547123e-33  7.900000e-01  1.000000e+00  
1.000000e+04  1.975000e-02  1.156631e+00  -9.832309e-01  5.340025e-01  3.000000e+02  2.677815e-20  2.100000e-01  5.001842e-30  7.520386e-46  1.058384e-35  1.010927e-30  1.136314e-34  4.154837e-34  7.900000e-01  1.000000e+00  
1.000000e+04  2.000000e-02  1.156631e+00  -1.000000e+00  1.000000e+00  3.000000e+02  0.000000e+00  2.100000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.900000e-01  1.000000e+00  
