time          Z             rho           T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2(S)        CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         N             NH            NH2           NH3           NNH           NO            NO2           N2O           HNO           CN            HCN           H2CN          HCNN          HCNO          HOCN          HNCO          NCO           N2            AR            C3H7          C3H8          CH2CHO        CH3CHO        sumfracs      
1.000000e+04  9.750000e-02  1.627399e-01  1.809278e+03  8.763227e-02  1.011256e-04  6.686373e-09  1.896916e-08  1.300036e-05  1.679613e-01  5.033613e-12  1.346044e-11  2.586626e-10  1.344857e-09  4.615287e-07  1.716348e-08  3.583514e-04  1.576629e-02  7.352254e-02  4.003970e-02  1.868458e-08  6.379585e-06  1.838052e-08  4.960592e-10  1.266594e-06  9.708729e-08  9.274025e-03  3.882535e-07  1.796362e-04  3.176321e-07  1.482554e-05  1.318164e-07  1.571517e-05  6.144808e-06  9.057858e-10  7.567940e-09  1.823342e-07  5.826207e-05  1.263950e-10  3.844737e-05  2.241038e-11  1.668473e-09  3.706325e-09  1.488812e-09  1.062210e-04  3.186036e-11  2.198954e-12  1.291868e-07  2.576242e-08  2.652202e-06  8.153316e-10  6.049000e-01  0.000000e+00  3.334220e-11  3.930502e-09  1.227112e-10  7.918934e-10  1.000000e+00  
1.000000e+04  1.500000e-01  1.676992e-01  1.693003e+03  8.959289e-02  2.705570e-05  3.533328e-10  1.131432e-08  2.266092e-06  1.525190e-01  8.933689e-13  1.137785e-12  4.783382e-12  7.181585e-11  1.526519e-07  4.956786e-09  5.397355e-04  9.221629e-02  6.701831e-02  3.625597e-02  6.156137e-09  5.640092e-06  6.993413e-09  1.872404e-10  1.975999e-06  1.738801e-08  1.082603e-02  6.280852e-07  1.256670e-03  1.003485e-06  1.896465e-04  2.422432e-08  1.114107e-05  3.790385e-06  8.059746e-11  1.571484e-09  4.171367e-08  5.421723e-05  2.778195e-11  2.985102e-05  6.397879e-12  9.693182e-10  9.131575e-10  2.545900e-10  1.005521e-04  1.354385e-11  1.936624e-13  1.003967e-07  1.336036e-08  2.221812e-06  1.576855e-10  5.493446e-01  0.000000e+00  3.272352e-10  1.045153e-07  4.813499e-11  7.418545e-10  1.000000e+00  
1.000000e+04  2.500000e-01  1.761536e-01  1.525568e+03  7.681352e-02  3.028736e-06  4.031269e-12  8.615418e-09  1.511257e-07  1.273693e-01  3.095171e-13  5.063352e-14  1.045236e-14  2.127914e-13  6.542131e-09  1.482480e-10  1.849557e-04  2.391574e-01  5.597964e-02  3.028637e-02  5.693384e-10  2.027072e-06  4.294916e-10  1.273894e-11  1.160424e-06  8.016503e-10  9.379662e-03  1.181471e-07  1.470706e-03  2.454678e-07  3.890465e-04  1.878917e-09  6.833566e-06  1.717706e-06  2.645301e-11  3.092601e-10  4.123199e-09  4.553783e-05  2.180927e-12  2.394546e-05  1.484544e-12  1.084191e-09  1.952405e-10  1.481434e-11  8.482779e-05  3.084233e-12  1.331935e-15  6.965438e-08  6.179857e-09  1.777298e-06  1.343143e-11  4.587978e-01  0.000000e+00  2.154606e-10  1.576973e-07  1.110421e-11  7.180453e-10  1.000000e+00  
1.000000e+04  3.500000e-01  1.874380e-01  1.362390e+03  6.334094e-02  3.143564e-07  5.348450e-14  7.032099e-09  8.738838e-09  1.048935e-01  1.254051e-13  2.112717e-14  4.567608e-17  4.758486e-16  1.793097e-10  2.360685e-12  3.633531e-05  3.733591e-01  4.610163e-02  2.494338e-02  7.726929e-11  1.310558e-06  4.084782e-11  1.174884e-12  8.572044e-07  2.798868e-11  7.731014e-03  1.791406e-08  1.246047e-03  3.421822e-08  3.689241e-04  1.808331e-10  5.407460e-06  1.185745e-06  1.445478e-11  7.398604e-11  3.818918e-10  3.752594e-05  1.500462e-13  1.965747e-05  8.122451e-13  1.305804e-09  4.629005e-11  7.018549e-13  6.990963e-05  7.608272e-13  8.489062e-18  5.558166e-08  4.369734e-09  1.456471e-06  1.088901e-12  3.778413e-01  0.000000e+00  8.544356e-11  1.448037e-07  4.008436e-12  8.292636e-10  1.000000e+00  
1.000000e+04  4.500000e-01  2.028831e-01  1.199015e+03  5.105700e-02  4.141588e-08  4.030283e-15  5.661539e-09  5.411086e-10  8.454914e-02  5.201021e-14  2.397433e-14  5.428385e-19  1.475927e-18  5.139183e-12  3.923615e-14  7.632376e-06  4.949068e-01  3.716011e-02  2.010565e-02  1.671551e-11  1.019935e-06  8.929580e-12  1.703667e-13  6.817135e-07  9.072611e-13  6.229660e-03  3.524564e-09  1.008774e-03  9.200429e-09  3.061171e-04  2.251298e-11  4.352816e-06  9.298763e-07  4.688522e-12  2.229778e-11  4.426098e-11  3.025005e-05  1.199524e-14  1.584060e-05  7.348985e-13  1.275552e-09  1.397971e-11  3.351231e-14  5.635289e-05  3.084307e-13  1.042041e-19  4.458354e-08  3.446616e-09  1.173451e-06  1.085888e-13  3.045582e-01  0.000000e+00  4.600444e-11  1.347042e-07  2.774865e-12  8.893895e-10  1.000000e+00  
1.000000e+04  5.500000e-01  2.242719e-01  1.035572e+03  3.988264e-02  8.401851e-09  6.692967e-16  4.421020e-09  4.029708e-11  6.604551e-02  4.717710e-14  5.537150e-14  1.426249e-20  8.576720e-21  1.659538e-13  9.533343e-16  2.269519e-06  6.054491e-01  2.902760e-02  1.570553e-02  7.128355e-12  7.923436e-07  4.511409e-12  4.425708e-14  5.315882e-07  2.860127e-14  4.865653e-03  1.023745e-09  7.887727e-04  7.482442e-09  2.408193e-04  4.154017e-12  3.400193e-06  7.227396e-07  7.468498e-13  1.111754e-11  7.916301e-12  2.363010e-05  1.292808e-15  1.237328e-05  7.053646e-13  1.102341e-09  7.322282e-12  1.750913e-15  4.402014e-05  2.808563e-13  3.913025e-21  3.479059e-08  2.683305e-09  9.166352e-07  1.567404e-14  2.379055e-01  0.000000e+00  4.982348e-11  1.150426e-07  5.111130e-12  9.010396e-10  1.000000e+00  
1.000000e+04  6.500000e-01  2.547742e-01  8.721148e+02  2.967634e-02  2.211444e-09  1.207690e-16  3.289077e-09  2.713504e-12  4.914427e-02  7.829781e-14  5.521256e-14  5.584155e-22  1.060256e-22  9.566599e-15  3.094612e-17  8.521404e-07  7.064165e-01  2.159935e-02  1.168644e-02  5.893675e-12  5.890533e-07  5.239523e-12  1.879721e-14  3.954704e-07  5.752154e-16  3.620337e-03  4.074341e-10  5.870679e-04  1.537855e-08  1.796168e-04  9.409522e-13  2.530004e-06  5.371776e-07  6.821218e-14  6.195884e-12  1.806708e-12  1.758312e-05  1.461666e-16  9.206764e-06  6.459343e-13  8.648815e-10  5.135050e-12  7.001030e-17  3.275526e-05  5.952578e-13  6.757975e-22  2.588100e-08  1.995545e-09  6.820890e-07  2.565161e-15  1.770248e-01  0.000000e+00  1.191178e-10  9.223487e-08  3.075448e-11  8.661216e-10  1.000000e+00  
1.000000e+04  7.500000e-01  3.005270e-01  7.086544e+02  2.031749e-02  5.954927e-10  3.954933e-17  2.251608e-09  1.110863e-13  3.364602e-02  7.400466e-14  3.825394e-14  2.726070e-23  1.433210e-24  5.856183e-16  7.596041e-19  3.616075e-07  7.990018e-01  1.478773e-02  8.000976e-03  9.679747e-12  4.032372e-07  7.162884e-12  1.185575e-14  2.707496e-07  3.713466e-18  2.478582e-03  1.751571e-10  4.019496e-04  1.928225e-08  1.230791e-04  2.008953e-13  1.731787e-06  3.676725e-07  5.977389e-15  2.448482e-12  4.353115e-13  1.203807e-05  1.166372e-17  6.303257e-06  5.118929e-13  6.046832e-10  4.873034e-12  1.237051e-18  2.242548e-05  3.431340e-12  4.494405e-22  1.771814e-08  1.366124e-09  4.669940e-07  5.614057e-16  1.211979e-01  0.000000e+00  7.463088e-10  6.636653e-08  2.762257e-10  7.377458e-10  1.000000e+00  
1.000000e+04  8.500000e-01  3.750641e-01  5.451928e+02  1.170466e-02  9.166118e-11  2.392874e-17  1.297082e-09  1.411542e-15  1.938308e-02  4.097230e-14  2.203854e-14  1.751564e-24  8.761277e-27  2.654054e-17  6.758692e-21  1.585546e-07  8.842074e-01  8.519038e-03  4.609268e-03  2.376443e-11  2.322983e-07  4.319066e-12  7.589985e-15  1.559756e-07  2.861567e-21  1.427879e-03  3.912927e-11  2.315595e-04  1.157536e-08  7.092814e-05  2.893500e-14  9.975688e-07  2.118033e-07  6.974675e-16  3.922559e-13  1.545741e-13  6.934991e-06  2.532809e-19  3.631227e-06  3.169568e-13  3.496788e-10  4.073726e-12  8.948643e-21  1.291899e-05  6.602022e-11  2.684928e-22  1.020716e-08  7.870044e-10  2.690314e-07  2.225726e-16  6.982066e-02  0.000000e+00  8.494719e-10  3.900628e-08  2.495414e-10  4.345016e-10  1.000000e+00  
1.000000e+04  9.500000e-01  5.151412e-01  3.817310e+02  3.752024e-03  2.924082e-12  1.408025e-17  4.157887e-10  1.268882e-17  6.213403e-03  1.185340e-14  7.064632e-15  1.880595e-25  5.100584e-29  5.389717e-18  3.766397e-24  4.698611e-08  9.628817e-01  2.730847e-03  1.477538e-03  8.285412e-12  7.446509e-08  1.384763e-12  3.003051e-15  4.999925e-08  5.021269e-24  4.577182e-04  2.332203e-12  7.422829e-05  3.662890e-09  2.273849e-05  6.296769e-15  3.197772e-07  6.789520e-08  1.160854e-16  2.656826e-14  4.893404e-14  2.223068e-06  1.613304e-22  1.164019e-06  1.034721e-13  1.121189e-10  1.342145e-12  5.457900e-22  4.141274e-06  3.475299e-11  8.609965e-23  3.271991e-09  2.522806e-10  8.624027e-08  5.767598e-17  2.238158e-02  0.000000e+00  2.732113e-10  1.255885e-08  8.163464e-11  1.393007e-10  1.000000e+00  
1.000000e+04  1.000000e+00  6.431597e-01  3.000000e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.000000e+00  
