int_time      x             tau           rho           u             mdot          T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2*          CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         AR            C2H3O         N2            C2O           C3H2          C3H3          PC3H4         AC3H4         C4H           C4H2          H2C4O         N-C4H3        I-C4H3        C4H4          N-C4H5        I-C4H5        C4H6          C4H612        C5H2          C5H3          C6H           C6H2          C6H3          L-C6H4        C-C6H4        N-C6H5        I-C6H5        L-C6H6        N-C6H7        I-C6H7        C-C6H7        C6H8          A1            A1-           C6H5O         C6H5OH        C5H6          C5H5          C5H5O         C5H4OH        C5H4O         N-A1C2H2      I-A1C2H2      A1C2H3        A1C2H3*       A1C2H         A1C2H*        A1C2H-        A1C2H)2       A2            A2-1          A2-2          NAPHTHYNE     A2C2HA        A2C2HB        A2C2HA*       A2C2HB*       A2C2H2        A2C2H)2       A3-1          A3-4          A3            A3C2H         A3C2H2        A4            P2            P2-           P2-H          A4-           A2R5          A2R5-         sumfracs      
1.000000e+05  4.250000e-03  6.744720e-04  8.522152e-03  6.301225e+00  5.370000e-02  2.101250e+03  2.936361e-01  7.925428e-03  1.680415e-05  5.274811e-03  6.779885e-04  2.122346e-01  1.802051e-06  2.439875e-08  6.427385e-06  6.429228e-06  9.129128e-05  7.618203e-06  3.627144e-03  7.216085e-03  3.186145e-01  3.634676e-02  1.334372e-05  9.390828e-05  1.530419e-06  1.243001e-07  1.446500e-06  6.955878e-05  1.000293e-01  6.410479e-05  7.788131e-04  3.517893e-06  2.824904e-06  9.185828e-05  5.168436e-04  6.964651e-05  1.226939e-23  5.939378e-09  5.181073e-24  1.360459e-05  1.245701e-04  1.464979e-03  2.696980e-06  1.583135e-05  2.961841e-06  9.422732e-03  3.615724e-05  2.816282e-06  1.222751e-05  6.924686e-05  3.361714e-08  2.660166e-08  1.372486e-07  1.154773e-07  1.027551e-04  1.073000e-04  1.923336e-07  3.616949e-04  9.274026e-07  4.030854e-06  8.250455e-05  1.090896e-08  8.157579e-09  1.071547e-07  3.817544e-12  4.933668e-12  1.234054e-09  3.157190e-11  4.955073e-04  7.998488e-05  3.067695e-08  1.808290e-06  1.050257e-06  6.120314e-05  2.204823e-10  4.525457e-10  1.228927e-08  3.136037e-09  2.888470e-09  8.003208e-08  4.488850e-09  9.730701e-05  3.833615e-06  4.601246e-06  1.657481e-06  5.865584e-07  3.565147e-08  6.222369e-08  7.647153e-07  7.816189e-08  1.699010e-07  2.633173e-09  5.071060e-09  3.762380e-13  1.742767e-11  5.096758e-08  5.553572e-08  1.070092e-06  1.637050e-08  7.253211e-14  5.488605e-07  2.759768e-07  2.187521e-08  9.488078e-14  5.259685e-08  6.582795e-07  1.788549e-07  1.000000e+00  
1.000000e+05  4.750000e-03  7.469949e-04  8.444974e-03  6.358812e+00  5.370000e-02  2.113750e+03  2.971005e-01  7.686402e-03  1.175900e-05  3.377494e-03  6.446430e-04  2.094150e-01  9.017208e-07  1.226271e-08  5.793893e-06  5.257077e-06  7.679823e-05  6.408742e-06  3.222453e-03  6.672285e-03  3.231349e-01  3.668317e-02  1.062512e-05  7.298435e-05  1.273152e-06  7.877325e-08  1.100517e-06  6.835133e-05  9.866646e-02  4.497672e-05  5.100912e-04  2.800610e-06  2.105552e-06  7.111645e-05  4.216033e-04  6.842354e-05  1.493838e-23  4.409308e-09  5.429755e-24  1.224716e-05  1.448710e-04  1.307131e-03  2.375781e-06  1.401648e-05  2.852125e-06  9.149834e-03  3.344636e-05  2.435616e-06  1.093759e-05  5.532864e-05  2.460086e-08  1.756954e-08  7.976568e-08  8.252890e-08  9.231198e-05  9.977107e-05  1.812986e-07  3.441385e-04  8.382129e-07  3.764644e-06  7.991875e-05  1.002299e-08  7.360875e-09  9.837194e-08  3.190367e-12  1.903598e-12  9.881788e-10  1.358629e-11  4.223850e-04  6.999164e-05  2.300767e-08  1.451043e-06  1.062647e-06  6.236665e-05  1.050946e-10  4.062881e-10  1.060182e-08  2.209642e-09  2.035185e-09  4.975400e-08  2.736522e-09  8.699071e-05  3.364430e-06  4.050753e-06  1.469615e-06  4.560848e-07  2.782699e-08  4.939982e-08  6.717286e-07  6.789022e-08  1.566862e-07  2.359681e-09  4.688005e-09  3.180106e-13  1.683722e-11  4.875752e-08  5.345248e-08  1.016661e-06  1.576313e-08  6.631199e-14  6.277724e-07  2.142018e-07  1.753110e-08  6.949801e-14  6.662356e-08  5.773224e-07  1.664769e-07  1.000000e+00  
1.000000e+05  5.500000e-03  8.543147e-04  8.341218e-03  6.437909e+00  5.370000e-02  2.131244e+03  3.019947e-01  7.278849e-03  7.027732e-06  1.627749e-03  5.972045e-04  2.049601e-01  3.351801e-07  4.671198e-09  4.647293e-06  3.893450e-06  6.004801e-05  4.964531e-06  2.698869e-03  5.985335e-03  3.285670e-01  3.702841e-02  7.883337e-06  5.225397e-05  9.711233e-07  4.211880e-08  7.760288e-07  6.598024e-05  9.701061e-02  2.930910e-05  3.083634e-04  1.995347e-06  1.366938e-06  4.947174e-05  3.345056e-04  6.729370e-05  1.905382e-23  3.052533e-09  5.785985e-24  1.039278e-05  1.778668e-04  1.104955e-03  2.019590e-06  1.203038e-05  2.674456e-06  8.780784e-03  3.028159e-05  2.019380e-06  9.669290e-06  4.401625e-05  1.587952e-08  1.068520e-08  4.477429e-08  5.075814e-08  7.552361e-05  8.714157e-05  1.649949e-07  3.206062e-04  6.897359e-07  3.269784e-06  7.212962e-05  8.257161e-09  6.007791e-09  8.369319e-08  2.304697e-12  9.627699e-13  6.674255e-10  7.466259e-12  3.150132e-04  5.388659e-05  1.449756e-08  9.859965e-07  1.060118e-06  6.214734e-05  3.547726e-11  3.377092e-10  8.336533e-09  1.354042e-09  1.237477e-09  2.658153e-08  1.413814e-09  6.990966e-05  2.609753e-06  3.157185e-06  1.170179e-06  3.115339e-07  1.875422e-08  3.437710e-08  5.276617e-07  5.434370e-08  1.346061e-07  1.933686e-09  3.968056e-09  2.354913e-13  1.545913e-11  4.150864e-08  4.596272e-08  8.635384e-07  1.371143e-08  5.323664e-14  7.291446e-07  1.293747e-07  1.113718e-08  3.867483e-14  9.033020e-08  4.553951e-07  1.427255e-07  1.000000e+00  
1.000000e+05  6.500000e-03  9.993139e-04  8.255870e-03  6.504463e+00  5.370000e-02  2.143682e+03  3.074844e-01  6.802427e-03  4.392955e-06  7.177964e-04  5.428740e-04  1.997053e-01  1.239597e-07  1.836015e-09  3.441788e-06  2.844261e-06  4.712095e-05  3.791698e-06  2.242321e-03  5.392761e-03  3.331142e-01  3.716126e-02  6.051868e-06  3.866472e-05  7.292227e-07  2.388865e-08  5.711839e-07  6.189731e-05  9.550837e-02  2.048463e-05  2.086596e-04  1.405354e-06  9.063377e-07  3.517324e-05  2.799068e-04  6.552331e-05  2.354170e-23  2.258403e-09  6.152380e-24  8.681171e-06  2.081313e-04  9.384464e-04  1.745783e-06  1.056236e-05  2.436356e-06  8.420296e-03  2.758967e-05  1.650528e-06  8.756353e-06  3.745214e-05  1.024806e-08  6.909317e-09  2.851182e-08  3.254703e-08  5.958934e-05  7.411528e-05  1.456147e-07  2.978431e-04  5.324806e-07  2.688561e-06  6.022755e-05  6.222067e-09  4.501845e-09  6.651653e-08  1.559241e-12  6.013217e-13  4.304072e-10  4.989736e-12  2.243343e-04  3.870265e-05  8.875354e-09  6.356146e-07  1.037738e-06  5.956325e-05  1.178662e-11  2.733461e-10  6.490096e-09  8.348434e-10  7.521009e-10  1.519700e-08  7.701524e-10  5.309229e-05  1.877238e-06  2.281354e-06  8.786275e-07  2.149367e-07  1.243260e-08  2.354797e-08  3.934658e-07  4.237639e-08  1.105142e-07  1.475398e-09  3.100682e-09  1.677535e-13  1.314380e-11  3.173196e-08  3.550618e-08  6.740435e-07  1.088097e-08  3.908144e-14  7.976118e-07  7.013065e-08  6.251041e-09  1.930310e-14  1.118906e-07  3.492522e-07  1.154560e-07  1.000000e+00  
1.000000e+05  7.500000e-03  1.141859e-03  8.175712e-03  6.568235e+00  5.370000e-02  2.156119e+03  3.123301e-01  6.432510e-03  3.176999e-06  3.202012e-04  5.029661e-04  1.948099e-01  5.000234e-08  8.211139e-10  2.617634e-06  2.228829e-06  3.930811e-05  3.067079e-06  1.922413e-03  4.950807e-03  3.368193e-01  3.710625e-02  4.991017e-06  3.080516e-05  5.770435e-07  1.589942e-08  4.523621e-07  5.893570e-05  9.416440e-02  1.574016e-05  1.579187e-04  1.050419e-06  6.364356e-07  2.722830e-05  2.470763e-04  6.428869e-05  2.711412e-23  1.788075e-09  6.457544e-24  7.516416e-06  2.278786e-04  8.233440e-04  1.555252e-06  9.561034e-06  2.260316e-06  8.108005e-03  2.548734e-05  1.374304e-06  8.132671e-06  3.304669e-05  7.178778e-09  4.915031e-09  2.028745e-08  2.227715e-08  4.762060e-05  6.353073e-05  1.313248e-07  2.787072e-04  4.105165e-07  2.178379e-06  4.911199e-05  4.691506e-09  3.378972e-09  5.259990e-08  1.067568e-12  4.069021e-13  2.810535e-10  3.567049e-12  1.598284e-04  2.787500e-05  5.585554e-09  4.143626e-07  9.937717e-07  5.588651e-05  4.183565e-12  2.210304e-10  5.047807e-09  5.372559e-10  4.790900e-10  9.398488e-09  4.595835e-10  3.982143e-05  1.349233e-06  1.646226e-06  6.520602e-07  1.511472e-07  8.392469e-09  1.647183e-08  2.896109e-07  3.281596e-08  8.864609e-08  1.117010e-09  2.382979e-09  1.199861e-13  1.093349e-11  2.347527e-08  2.655911e-08  5.054077e-07  8.295818e-09  2.787871e-14  8.309893e-07  3.715982e-08  3.486814e-09  9.617525e-15  1.320313e-07  2.657738e-07  9.263936e-08  1.000000e+00  
1.000000e+05  8.500000e-03  1.284475e-03  8.114858e-03  6.617491e+00  5.370000e-02  2.164311e+03  3.166626e-01  6.173750e-03  2.576177e-06  1.462528e-04  4.717753e-04  1.902301e-01  2.161172e-08  4.209296e-10  2.104827e-06  1.857689e-06  3.438475e-05  2.607094e-06  1.702172e-03  4.618439e-03  3.401703e-01  3.689921e-02  4.325117e-06  2.597631e-05  4.796842e-07  1.198183e-08  3.797035e-07  5.635565e-05  9.284388e-02  1.296171e-05  1.292701e-04  8.342917e-07  4.845900e-07  2.269560e-05  2.255291e-04  6.261447e-05  2.935413e-23  1.513876e-09  6.696370e-24  6.683462e-06  2.368325e-04  7.440018e-04  1.413834e-06  8.827701e-06  2.108682e-06  7.811086e-03  2.368285e-05  1.161551e-06  7.658532e-06  2.964264e-05  5.357732e-09  3.788870e-09  1.557826e-08  1.677111e-08  3.912058e-05  5.529535e-05  1.192426e-07  2.612688e-04  3.210054e-07  1.761331e-06  3.950392e-05  3.551785e-09  2.551440e-09  4.141441e-08  7.584521e-13  2.898348e-13  1.935402e-10  2.651046e-12  1.170889e-04  2.047737e-05  3.711661e-09  2.816326e-07  9.402335e-07  5.181512e-05  1.607758e-12  1.833695e-10  4.082273e-09  3.651530e-10  3.229309e-10  6.250000e-09  2.967443e-10  2.997884e-05  9.812612e-07  1.200701e-06  4.837929e-07  1.089019e-07  5.855599e-09  1.176911e-08  2.136556e-07  2.515999e-08  6.979093e-08  8.344479e-10  1.803475e-09  8.771303e-14  8.719162e-12  1.714145e-08  1.959269e-08  3.743333e-07  6.186718e-09  1.990630e-14  8.435213e-07  2.026631e-08  1.994662e-09  5.055288e-15  1.459138e-07  2.032339e-07  7.325980e-08  1.000000e+00  
1.000000e+05  9.500000e-03  1.426436e-03  8.063116e-03  6.659956e+00  5.370000e-02  2.170576e+03  3.205948e-01  6.018082e-03  2.280664e-06  7.410686e-05  4.490385e-04  1.858557e-01  1.071423e-08  2.599547e-10  1.804444e-06  1.642996e-06  3.143635e-05  2.329440e-06  1.556914e-03  4.377444e-03  3.435014e-01  3.653703e-02  3.895642e-06  2.296921e-05  4.187877e-07  9.974037e-09  3.343089e-07  5.443629e-05  9.143554e-02  1.130747e-05  1.124342e-04  7.047684e-07  3.959992e-07  2.013194e-05  2.106697e-04  6.069894e-05  2.872212e-23  1.343399e-09  6.858661e-24  6.093578e-06  2.374334e-04  6.911094e-04  1.308383e-06  8.286231e-06  1.987635e-06  7.514386e-03  2.203429e-05  1.009673e-06  7.277508e-06  2.693592e-05  4.290421e-09  3.136422e-09  1.278883e-08  1.360130e-08  3.336544e-05  4.915414e-05  1.094663e-07  2.447751e-04  2.608494e-07  1.459022e-06  3.243606e-05  2.814331e-09  2.017646e-09  3.374152e-08  5.765371e-13  2.213582e-13  1.436913e-10  2.085051e-12  9.060840e-05  1.586881e-05  2.658768e-09  2.052781e-07  8.804408e-07  4.774685e-05  7.115507e-13  1.551859e-10  3.388198e-09  2.665839e-10  2.342659e-10  4.505644e-09  2.097286e-10  2.334867e-05  7.466123e-07  9.154227e-07  3.697830e-07  8.156117e-08  4.289927e-09  8.760889e-09  1.624381e-07  1.955941e-08  5.525318e-08  6.373012e-10  1.389034e-09  6.648985e-14  6.935371e-12  1.284926e-08  1.482610e-08  2.831657e-07  4.675511e-09  1.467143e-14  8.391018e-07  1.211361e-08  1.249178e-09  2.969955e-15  1.545701e-07  1.585209e-07  5.854956e-08  1.000000e+00  
1.000000e+05  1.500000e-02  2.185152e-03  7.822845e-03  6.864510e+00  5.370000e-02  2.196486e+03  3.400489e-01  5.678253e-03  1.729972e-06  4.702069e-06  3.670380e-04  1.625908e-01  9.411513e-10  8.102946e-11  1.096191e-06  1.132616e-06  2.395557e-05  1.625098e-06  1.134395e-03  3.552775e-03  3.632917e-01  3.345413e-02  2.607697e-06  1.460153e-05  2.552591e-07  5.762690e-09  2.088095e-07  4.710158e-05  8.254111e-02  7.090432e-06  6.979596e-05  3.885694e-07  1.891452e-07  1.379633e-05  1.576190e-04  4.903679e-05  3.685960e-24  8.542993e-10  7.222312e-24  4.108460e-06  2.025560e-04  5.332714e-04  9.299825e-07  6.360207e-06  1.480495e-06  5.857332e-03  1.432019e-05  5.673635e-07  5.655020e-06  1.692990e-05  1.799866e-09  1.603811e-09  5.997046e-09  6.308644e-09  1.703459e-05  2.828920e-05  6.983885e-08  1.634366e-04  1.126312e-07  6.566919e-07  1.396893e-05  1.159212e-09  8.258257e-10  1.521317e-08  2.100750e-13  8.223760e-14  4.768550e-11  8.448275e-13  3.399547e-05  6.006641e-06  7.140629e-10  5.990431e-08  5.219022e-07  2.651486e-05  3.069927e-14  6.093713e-11  1.228017e-09  7.736712e-11  6.597801e-11  1.267739e-09  5.570524e-11  7.986158e-06  2.391119e-07  2.953012e-07  1.091946e-07  1.957409e-08  9.699884e-10  2.060632e-09  4.619613e-08  5.375876e-09  1.518861e-08  1.736627e-10  3.638099e-10  1.473099e-14  1.995556e-12  3.376984e-09  4.117541e-09  7.576410e-08  1.190976e-09  3.663040e-15  6.897641e-07  1.697618e-09  2.164123e-10  3.948166e-16  1.619711e-07  3.768327e-08  1.527767e-08  1.000000e+00  
1.000000e+05  2.500000e-02  3.533021e-03  7.588928e-03  7.076098e+00  5.370000e-02  2.220000e+03  3.579868e-01  6.051905e-03  1.765633e-06  4.376160e-07  3.381385e-04  1.421467e-01  3.695400e-10  5.641728e-11  1.045667e-06  1.108748e-06  2.297742e-05  1.532807e-06  1.010053e-03  3.125135e-03  3.805343e-01  2.945173e-02  2.220540e-06  1.149455e-05  2.113811e-07  4.780994e-09  1.623335e-07  4.544445e-05  7.366080e-02  5.833278e-06  5.377079e-05  3.119745e-07  1.314613e-07  1.111537e-05  1.236676e-04  3.893282e-05  3.046340e-23  6.512345e-10  6.425052e-24  3.278665e-06  1.834814e-04  4.685233e-04  7.143889e-07  5.186242e-06  1.224588e-06  4.492854e-03  9.179249e-06  4.297204e-07  4.625086e-06  1.239078e-05  1.156052e-09  1.191533e-09  3.870897e-09  4.129702e-09  1.116652e-05  1.860397e-05  4.943560e-08  1.073465e-04  7.220529e-08  4.046896e-07  8.673974e-06  7.697132e-10  5.526436e-10  1.011407e-08  1.334463e-13  5.242452e-14  2.798375e-11  5.277836e-13  1.981364e-05  3.703341e-06  3.378330e-10  3.015584e-08  3.025497e-07  1.509404e-05  6.203343e-15  2.812397e-11  5.273387e-10  3.828082e-11  3.240267e-11  5.833021e-10  2.652361e-11  3.981073e-06  1.236707e-07  1.530038e-07  4.618826e-08  6.900604e-09  3.428343e-10  7.395292e-10  1.877400e-08  2.218196e-09  5.966094e-09  7.984685e-11  1.547644e-10  3.884281e-15  8.484589e-13  1.529986e-09  1.950723e-09  3.266952e-08  4.728417e-10  1.613313e-15  5.382673e-07  5.488233e-10  8.711025e-11  1.348853e-16  1.506930e-07  9.425416e-09  4.193892e-09  1.000000e+00  
1.000000e+05  3.500000e-02  4.850847e-03  7.442585e-03  7.215235e+00  5.370000e-02  2.230000e+03  3.714517e-01  6.400444e-03  1.783574e-06  1.826871e-07  3.110623e-04  1.261032e-01  2.884094e-10  4.535908e-11  1.045527e-06  1.101755e-06  2.221887e-05  1.478609e-06  9.408327e-04  2.858572e-03  3.951994e-01  2.602809e-02  1.947325e-06  9.498325e-06  1.833808e-07  4.147110e-09  1.347018e-07  4.276748e-05  6.617116e-02  5.018148e-06  4.447541e-05  2.728653e-07  1.080359e-07  9.171265e-06  9.946911e-05  3.079235e-05  2.931176e-23  5.329026e-10  5.265776e-24  2.807089e-06  1.690465e-04  4.213202e-04  5.769010e-07  4.375077e-06  1.002459e-06  3.513503e-03  6.158961e-06  3.503208e-07  3.788255e-06  9.803266e-06  8.412974e-10  9.665869e-10  2.834554e-09  3.200964e-09  8.091632e-06  1.313000e-05  3.520856e-08  7.306360e-05  5.348080e-08  2.919613e-07  6.361266e-06  5.960199e-10  4.305502e-10  7.775461e-09  1.043666e-13  4.057409e-14  2.120118e-11  4.006456e-13  1.453443e-05  2.781331e-06  2.136947e-10  1.985504e-08  1.882666e-07  9.283887e-06  2.875730e-15  1.508553e-11  2.743939e-10  2.469784e-11  2.080470e-11  3.581580e-10  1.664523e-11  2.511939e-06  7.991564e-08  9.882132e-08  2.522616e-08  3.812668e-09  1.864691e-10  4.085968e-10  1.005476e-08  1.339952e-09  3.518523e-09  5.163474e-11  9.629892e-11  1.399490e-15  5.046549e-13  1.006048e-09  1.303939e-09  2.098219e-08  2.735054e-10  1.023887e-15  4.287564e-07  2.987561e-10  5.328436e-11  7.426291e-17  1.270261e-07  3.225674e-09  1.470870e-09  1.000000e+00  
1.000000e+05  4.500000e-02  6.180519e-03  7.375418e-03  7.280942e+00  5.370000e-02  2.230000e+03  3.801139e-01  6.572420e-03  1.725379e-06  1.510921e-07  2.840408e-04  1.145909e-01  2.358324e-10  3.781559e-11  1.011779e-06  1.054369e-06  2.101975e-05  1.393474e-06  8.841489e-04  2.677409e-03  4.070499e-01  2.361677e-02  1.704077e-06  8.055606e-06  1.596912e-07  3.593512e-09  1.154546e-07  3.921001e-05  6.045276e-02  4.356773e-06  3.826684e-05  2.427982e-07  9.577860e-08  7.699437e-06  8.281989e-05  2.501493e-05  5.255457e-24  4.556268e-10  4.207865e-24  2.487762e-06  1.557665e-04  3.816018e-04  4.872391e-07  3.807640e-06  8.206303e-07  2.864782e-03  4.468861e-06  2.922424e-07  3.147019e-06  8.152333e-06  6.462040e-10  8.060720e-10  2.228067e-09  2.714884e-09  6.236457e-06  9.884697e-06  2.575969e-08  5.325350e-05  4.218389e-08  2.290002e-07  5.024822e-06  4.842535e-10  3.503998e-10  6.318153e-09  8.777971e-14  3.359131e-14  1.784513e-11  3.312130e-13  1.191450e-05  2.261413e-06  1.568463e-10  1.491505e-08  1.286599e-07  6.273531e-06  1.614840e-15  9.309663e-12  1.693082e-10  1.820565e-11  1.521598e-11  2.585581e-10  1.198186e-11  1.814015e-06  5.761877e-08  7.117938e-08  1.623671e-08  2.698893e-09  1.296799e-10  2.857885e-10  6.439725e-09  9.615705e-10  2.531639e-09  3.789200e-11  7.017499e-11  7.383315e-16  3.461191e-13  7.652462e-10  9.942878e-10  1.602203e-08  1.887814e-10  7.525220e-16  3.526036e-07  2.063768e-10  3.824323e-11  5.056650e-17  1.024235e-07  1.657170e-09  7.394849e-10  1.000000e+00  
1.000000e+05  5.000000e-02  6.867243e-03  7.375418e-03  7.280942e+00  5.370000e-02  2.230000e+03  3.801139e-01  6.572420e-03  1.725379e-06  1.510921e-07  2.840408e-04  1.145909e-01  2.358324e-10  3.781559e-11  1.011779e-06  1.054369e-06  2.101975e-05  1.393474e-06  8.841489e-04  2.677409e-03  4.070499e-01  2.361677e-02  1.704077e-06  8.055606e-06  1.596912e-07  3.593512e-09  1.154546e-07  3.921001e-05  6.045276e-02  4.356773e-06  3.826684e-05  2.427982e-07  9.577860e-08  7.699437e-06  8.281989e-05  2.501493e-05  5.255429e-24  4.556268e-10  4.207864e-24  2.487762e-06  1.557665e-04  3.816018e-04  4.872391e-07  3.807640e-06  8.206303e-07  2.864782e-03  4.468861e-06  2.922424e-07  3.147019e-06  8.152333e-06  6.462040e-10  8.060720e-10  2.228067e-09  2.714884e-09  6.236457e-06  9.884697e-06  2.575969e-08  5.325350e-05  4.218389e-08  2.290002e-07  5.024822e-06  4.842535e-10  3.503998e-10  6.318153e-09  8.777971e-14  3.359131e-14  1.784513e-11  3.312130e-13  1.191450e-05  2.261413e-06  1.568463e-10  1.491505e-08  1.286599e-07  6.273531e-06  1.614840e-15  9.309663e-12  1.693082e-10  1.820565e-11  1.521598e-11  2.585581e-10  1.198186e-11  1.814015e-06  5.761877e-08  7.117938e-08  1.623671e-08  2.698893e-09  1.296799e-10  2.857885e-10  6.439725e-09  9.615705e-10  2.531639e-09  3.789200e-11  7.017499e-11  7.383315e-16  3.461191e-13  7.652462e-10  9.942878e-10  1.602203e-08  1.887814e-10  7.525220e-16  3.526036e-07  2.063768e-10  3.824323e-11  5.056650e-17  1.024235e-07  1.657170e-09  7.394849e-10  1.000000e+00  
