time          Z             SDR           rho           mu            cp            T             Radiation     H2            O2            H2O           H             O             OH            HO2           H2O2          N2            sumfracs      
1.000000e+03  6.937190e-01  6.850946e+01  8.642402e-02  1.229393e-05  1.034548e+04  3.944838e+02  0.000000e+00  6.856153e-01  2.473042e-07  7.242242e-02  2.728108e-08  2.935989e-15  1.104886e-13  1.628516e-09  9.539800e-10  2.419620e-01  1.000000e+00  
1.000000e+03  7.057580e-01  6.607000e+01  8.618082e-02  1.211281e-05  1.050597e+04  3.893798e+02  0.000000e+00  6.979728e-01  2.375790e-07  6.957571e-02  2.196428e-08  2.686292e-15  8.812253e-14  1.567960e-09  9.164821e-10  2.324512e-01  1.000000e+00  
1.000000e+03  7.180100e-01  6.347036e+01  8.593537e-02  1.193454e-05  1.066892e+04  3.843447e+02  0.000000e+00  7.105490e-01  2.276828e-07  6.667864e-02  1.759282e-08  2.460122e-15  6.976356e-14  1.505564e-09  8.783208e-10  2.227721e-01  1.000000e+00  
1.000000e+03  7.304840e-01  6.070925e+01  8.568757e-02  1.175884e-05  1.083443e+04  3.793757e+02  0.000000e+00  7.233531e-01  2.176082e-07  6.372907e-02  1.401387e-08  2.253739e-15  5.478657e-14  1.441371e-09  8.394680e-10  2.129176e-01  1.000000e+00  
1.000000e+03  7.431905e-01  5.778595e+01  8.543733e-02  1.158599e-05  1.100262e+04  3.744696e+02  0.000000e+00  7.363958e-01  2.073466e-07  6.072452e-02  1.109649e-08  2.063982e-15  4.264732e-14  1.375407e-09  7.998911e-10  2.028795e-01  1.000000e+00  
1.000000e+03  7.561445e-01  5.469983e+01  8.518446e-02  1.141528e-05  1.117364e+04  3.696219e+02  0.000000e+00  7.496925e-01  1.968856e-07  5.766145e-02  8.728973e-09  1.888154e-15  3.287495e-14  1.307664e-09  7.595432e-10  1.926458e-01  1.000000e+00  
1.000000e+03  7.693540e-01  5.145332e+01  8.492891e-02  1.124672e-05  1.134759e+04  3.648312e+02  0.000000e+00  7.632515e-01  1.862189e-07  5.453797e-02  6.818123e-09  1.724081e-15  2.507119e-14  1.238163e-09  7.183995e-10  1.822103e-01  1.000000e+00  
1.000000e+03  7.828295e-01  4.805015e+01  8.467060e-02  1.108025e-05  1.152456e+04  3.600953e+02  0.000000e+00  7.770835e-01  1.753378e-07  5.135158e-02  5.284365e-09  1.569892e-15  1.889230e-14  1.166902e-09  6.764273e-10  1.715647e-01  1.000000e+00  
1.000000e+03  7.965860e-01  4.449521e+01  8.440935e-02  1.091580e-05  1.170474e+04  3.554107e+02  0.000000e+00  7.912040e-01  1.642302e-07  4.809876e-02  4.060399e-09  1.423970e-15  1.404478e-14  1.093851e-09  6.335798e-10  1.606971e-01  1.000000e+00  
1.000000e+03  8.106375e-01  4.079650e+01  8.414505e-02  1.075330e-05  1.188826e+04  3.507747e+02  0.000000e+00  8.056273e-01  1.528846e-07  4.477617e-02  3.089915e-09  1.284968e-15  1.028111e-14  1.018976e-09  5.898134e-10  1.495964e-01  1.000000e+00  
1.000000e+03  8.250025e-01  3.696448e+01  8.387748e-02  1.059264e-05  1.207534e+04  3.461837e+02  0.000000e+00  8.203724e-01  1.412862e-07  4.137946e-02  2.325645e-09  1.151724e-15  7.392359e-15  9.422168e-10  5.450705e-10  1.382480e-01  1.000000e+00  
1.000000e+03  8.397000e-01  3.301413e+01  8.360644e-02  1.043381e-05  1.226619e+04  3.416341e+02  0.000000e+00  8.354587e-01  1.294196e-07  3.790413e-02  1.728375e-09  1.023284e-15  5.204466e-15  8.635013e-10  4.992919e-10  1.266370e-01  1.000000e+00  
1.000000e+03  8.547490e-01  2.896648e+01  8.333174e-02  1.027716e-05  1.246102e+04  3.371230e+02  0.000000e+00  8.509059e-01  1.172693e-07  3.434568e-02  1.265623e-09  8.988924e-16  3.572931e-15  7.827551e-10  4.524185e-10  1.147483e-01  1.000000e+00  
1.000000e+03  8.701760e-01  2.484857e+01  8.305308e-02  1.012186e-05  1.266013e+04  3.326459e+02  0.000000e+00  8.667411e-01  1.048139e-07  3.069785e-02  9.104142e-10  7.779318e-16  2.377971e-15  6.998588e-10  4.043676e-10  1.025610e-01  1.000000e+00  
1.000000e+03  8.860125e-01  2.069685e+01  8.277006e-02  9.967763e-06  1.286390e+04  3.281973e+02  0.000000e+00  8.829966e-01  9.202807e-08  2.695319e-02  6.406306e-10  6.599745e-16  1.521676e-15  6.146624e-10  3.550412e-10  9.005013e-02  1.000000e+00  
1.000000e+03  9.022860e-01  1.656375e+01  8.248240e-02  9.814787e-06  1.307263e+04  3.237739e+02  0.000000e+00  8.997007e-01  7.888949e-08  2.310520e-02  4.383189e-10  5.448850e-16  9.249005e-16  5.270345e-10  3.043536e-10  7.719406e-02  1.000000e+00  
1.000000e+03  9.190190e-01  1.252368e+01  8.218993e-02  9.662920e-06  1.328656e+04  3.193741e+02  0.000000e+00  9.168764e-01  6.538000e-08  1.914856e-02  2.888748e-10  4.328749e-16  5.238232e-16  4.368676e-10  2.522348e-10  6.397499e-02  1.000000e+00  
1.000000e+03  9.362275e-01  8.682414e+00  8.189257e-02  9.512217e-06  1.350585e+04  3.149985e+02  0.000000e+00  9.345402e-01  5.148666e-08  1.507948e-02  1.804261e-10  3.245862e-16  2.673227e-16  3.440876e-10  1.986349e-10  5.038028e-02  1.000000e+00  
1.000000e+03  9.539325e-01  5.190154e+00  8.159022e-02  9.362691e-06  1.373070e+04  3.106464e+02  0.000000e+00  9.527136e-01  3.719251e-08  1.089300e-02  1.032595e-10  2.211062e-16  1.147520e-16  2.485911e-10  1.434884e-10  3.639333e-02  1.000000e+00  
1.000000e+03  9.721240e-01  2.279559e+00  8.128324e-02  9.214616e-06  1.396095e+04  3.063252e+02  0.000000e+00  9.713864e-01  2.250562e-08  6.591489e-03  4.958526e-11  1.242636e-16  3.466810e-17  1.504406e-10  8.682660e-11  2.202204e-02  1.000000e+00  
1.000000e+03  9.906675e-01  3.502179e-01  8.097402e-02  9.069605e-06  1.419486e+04  3.020693e+02  0.000000e+00  9.904206e-01  7.534571e-09  2.206740e-03  1.302186e-11  3.696859e-17  3.174104e-18  5.036973e-11  2.906836e-11  7.372679e-03  1.000000e+00  
1.000000e+03  1.000000e+00  0.000000e+00  8.081491e-02  8.999183e-06  1.431234e+04  3.000000e+02  0.000000e+00  1.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.000000e+00  
