time          pre           rho           T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2*          CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         AR            C2H3O         N2            C2O           C3H2          C3H3          PC3H4         AC3H4         C4H           C4H2          H2C4O         N-C4H3        I-C4H3        C4H4          N-C4H5        I-C4H5        C4H6          C4H612        C5H2          C5H3          C6H           C6H2          C6H3          L-C6H4        C-C6H4        N-C6H5        I-C6H5        L-C6H6        N-C6H7        I-C6H7        C-C6H7        C6H8          A1            A1-           C6H5O         C6H5OH        C5H6          C5H5          C5H5O         C5H4OH        C5H4O         N-A1C2H2      I-A1C2H2      A1C2H3        A1C2H3*       A1C2H         A1C2H*        A1C2H-        A1C2H)2       A2            A2-1          A2-2          NAPHTHYNE     A2C2HA        A2C2HB        A2C2HA*       A2C2HB*       A2C2H2        A2C2H)2       A3-1          A3-4          A3            A3C2H         A3C2H2        A4            P2            P2-           P2-H          A4-           A2R5          A2R5-         sumfracs      
4.056800e-003  1.158451e+004  1.926036e-002  1.500000e+003  1.875441e-001  2.888522e-004  1.042747e-006  1.146588e-002  1.444681e-005  2.779485e-001  2.476217e-005  7.440279e-007  5.039525e-010  9.630518e-009  2.964773e-006  5.499061e-008  7.621636e-004  2.180730e-002  3.184274e-001  3.371672e-002  1.382332e-006  2.644516e-004  1.531816e-007  1.685320e-007  1.711971e-005  2.348288e-007  1.075801e-001  4.678823e-005  2.748626e-002  2.399011e-006  1.685926e-004  3.003093e-005  3.393441e-003  1.436260e-005  0.000000e+000  6.246267e-008  0.000000e+000  1.396965e-007  5.199251e-007  4.146031e-004  8.925793e-006  1.236044e-004  6.604507e-009  5.427350e-003  4.369666e-005  1.121011e-006  2.009924e-005  1.642918e-003  5.096218e-008  3.036015e-007  8.246337e-005  1.126181e-005  4.606373e-007  2.472291e-006  3.843852e-010  1.456137e-004  1.615005e-007  5.492244e-006  7.295306e-006  8.534157e-011  1.948036e-008  3.443603e-006  3.070665e-012  2.238200e-009  7.571429e-010  2.183056e-007  8.919326e-004  4.075203e-006  5.200829e-008  4.697055e-006  2.160288e-006  4.773374e-006  2.153756e-008  1.992880e-010  5.066958e-008  6.520321e-009  5.239091e-009  9.116631e-006  1.892084e-008  1.187819e-004  1.483653e-007  2.036088e-007  5.992772e-007  6.765012e-006  2.962371e-008  2.653227e-008  9.455458e-007  3.057362e-007  6.205971e-008  2.583898e-010  5.667028e-011  6.052379e-014  9.816312e-013  3.293312e-010  3.154866e-010  1.839757e-007  8.047817e-010  2.580337e-015  8.089533e-009  3.488246e-007  7.628821e-010  3.245944e-014  3.058776e-011  1.961267e-006  1.505109e-008  1.000000e+000  
4.156500e-003  1.159294e+004  1.926036e-002  1.500000e+003  1.880742e-001  2.835162e-004  9.880970e-007  1.115202e-002  1.399882e-005  2.778963e-001  2.345787e-005  7.023128e-007  4.739874e-010  9.018780e-009  2.830764e-006  5.215350e-008  7.458800e-004  2.189793e-002  3.186026e-001  3.378355e-002  1.295350e-006  2.513124e-004  1.439360e-007  1.563882e-007  1.623994e-005  2.305315e-007  1.078627e-001  4.505485e-005  2.683748e-002  2.298575e-006  1.641340e-004  2.877504e-005  3.281138e-003  1.420464e-005  0.000000e+000  5.915787e-008  0.000000e+000  1.371710e-007  5.108580e-007  4.072140e-004  8.819291e-006  1.203975e-004  6.503850e-009  5.472515e-003  4.344415e-005  1.088448e-006  1.982065e-005  1.620447e-003  4.812444e-008  2.867859e-007  7.903551e-005  1.085480e-005  4.506810e-007  2.445647e-006  3.792246e-010  1.473368e-004  1.596630e-007  5.514451e-006  7.284213e-006  8.182679e-011  1.857515e-008  3.335703e-006  2.837456e-012  2.065977e-009  7.545278e-010  2.054003e-007  9.055799e-004  4.086450e-006  5.097478e-008  4.699880e-006  2.216256e-006  4.896765e-006  2.095030e-008  1.964184e-010  5.039680e-008  6.473753e-009  5.250886e-009  9.143521e-006  1.859312e-008  1.224401e-004  1.497429e-007  2.055693e-007  6.207900e-007  7.011741e-006  3.008256e-008  2.701662e-008  9.850219e-007  3.212967e-007  6.544321e-008  2.657354e-010  5.846681e-011  6.280307e-014  1.032038e-012  3.440367e-010  3.295036e-010  1.961080e-007  8.638488e-010  2.703760e-015  8.780617e-009  3.659935e-007  7.841507e-010  3.314522e-014  3.267218e-011  2.073462e-006  1.570003e-008  1.000000e+000  
4.256199e-003  1.160099e+004  1.926036e-002  1.500000e+003  1.885829e-001  2.784161e-004  9.377901e-007  1.085627e-002  1.358077e-005  2.778429e-001  2.225292e-005  6.640842e-007  4.431781e-010  8.461030e-009  2.706190e-006  4.953823e-008  7.303986e-004  2.198391e-002  3.187641e-001  3.384768e-002  1.216069e-006  2.391519e-004  1.354642e-007  1.454124e-007  1.542745e-005  2.264401e-007  1.081334e-001  4.342203e-005  2.621794e-002  2.204729e-006  1.599012e-004  2.760209e-005  3.175440e-003  1.405712e-005  0.000000e+000  5.611052e-008  0.000000e+000  1.348557e-007  5.020062e-007  4.000861e-004  8.720777e-006  1.173691e-004  6.407838e-009  5.516215e-003  4.321004e-005  1.057547e-006  1.955142e-005  1.598515e-003  4.550867e-008  2.712773e-007  7.581427e-005  1.047125e-005  4.411467e-007  2.419444e-006  3.743018e-010  1.490181e-004  1.578834e-007  5.535863e-006  7.272667e-006  7.854614e-011  1.772701e-008  3.232585e-006  2.626549e-012  1.910167e-009  7.516543e-010  1.934774e-007  9.186557e-004  4.095642e-006  4.997987e-008  4.700588e-006  2.271320e-006  5.018305e-006  2.038586e-008  1.936785e-010  5.013100e-008  6.425920e-009  5.260194e-009  9.164244e-006  1.826945e-008  1.260332e-004  1.510153e-007  2.073824e-007  6.420791e-007  7.256576e-006  3.051922e-008  2.748205e-008  1.024347e-006  3.369889e-007  6.888233e-008  2.729330e-010  6.024604e-011  6.506619e-014  1.082989e-012  3.587102e-010  3.434885e-010  2.085184e-007  9.247762e-010  2.827326e-015  9.503415e-009  3.830990e-007  8.045852e-010  3.379577e-014  3.481299e-011  2.187563e-006  1.634846e-008  1.000000e+000  
4.355899e-003  1.160867e+004  1.926036e-002  1.500000e+003  1.890716e-001  2.735355e-004  8.913715e-007  1.057710e-002  1.318973e-005  2.777886e-001  2.113739e-005  6.289546e-007  4.211029e-010  7.951303e-009  2.590157e-006  4.712194e-008  7.156590e-004  2.206558e-002  3.189130e-001  3.390931e-002  1.143623e-006  2.278751e-004  1.276841e-007  1.354655e-007  1.467555e-005  2.225383e-007  1.083929e-001  4.188172e-005  2.562562e-002  2.116883e-006  1.558781e-004  2.650476e-005  3.075814e-003  1.391909e-005  0.000000e+000  5.329443e-008  0.000000e+000  1.327271e-007  4.925098e-007  3.932086e-004  8.629468e-006  1.145068e-004  6.316100e-009  5.558527e-003  4.299272e-005  1.028186e-006  1.929107e-005  1.577106e-003  4.309248e-008  2.569450e-007  7.278325e-005  1.010935e-005  4.320083e-007  2.393693e-006  3.695975e-010  1.506593e-004  1.561588e-007  5.556532e-006  7.260726e-006  7.547899e-011  1.693133e-008  3.133980e-006  2.435372e-012  1.768901e-009  7.485586e-010  1.824455e-007  9.311934e-004  4.102960e-006  4.902155e-008  4.699386e-006  2.325511e-006  5.138065e-006  1.984300e-008  1.910588e-010  4.987218e-008  6.377088e-009  5.267235e-009  9.179329e-006  1.795033e-008  1.295617e-004  1.521890e-007  2.090573e-007  6.631377e-007  7.499448e-006  3.093474e-008  2.792932e-008  1.063493e-006  3.527993e-007  7.237479e-008  2.799831e-010  6.200758e-011  6.731238e-014  1.134439e-012  3.733391e-010  3.574295e-010  2.211948e-007  9.875140e-010  2.950918e-015  1.025792e-008  4.001247e-007  8.242069e-010  3.441279e-014  3.700838e-011  2.303483e-006  1.699592e-008  1.000000e+000  
4.455598e-003  1.161602e+004  1.926036e-002  1.500000e+003  1.895415e-001  2.688579e-004  8.484493e-007  1.031315e-002  1.282313e-005  2.777336e-001  2.010280e-005  5.965911e-007  4.103598e-010  7.484507e-009  2.481883e-006  4.488480e-008  7.016058e-004  2.214324e-002  3.190505e-001  3.396864e-002  1.077269e-006  2.173978e-004  1.205234e-007  1.264269e-007  1.397837e-005  2.188104e-007  1.086419e-001  4.042662e-005  2.505870e-002  2.034511e-006  1.520501e-004  2.547592e-005  2.981781e-003  1.378970e-005  0.000000e+000  5.068693e-008  0.000000e+000  1.307699e-007  4.832483e-007  3.865707e-004  8.544692e-006  1.117994e-004  6.228276e-009  5.599522e-003  4.279074e-005  1.000252e-006  1.903908e-005  1.556204e-003  4.085643e-008  2.436752e-007  6.992771e-005  9.767497e-006  4.232429e-007  2.368395e-006  3.650923e-010  1.522624e-004  1.544857e-007  5.576509e-006  7.248442e-006  7.260679e-011  1.618398e-008  3.039640e-006  2.261722e-012  1.640560e-009  7.452655e-010  1.722234e-007  9.432246e-004  4.108546e-006  4.809788e-008  4.696462e-006  2.378858e-006  5.256111e-006  1.932113e-008  1.885513e-010  4.962023e-008  6.327444e-009  5.272159e-009  9.189260e-006  1.763605e-008  1.330265e-004  1.532692e-007  2.106010e-007  6.839601e-007  7.740301e-006  3.132988e-008  2.835900e-008  1.102437e-006  3.687152e-007  7.591839e-008  2.868838e-010  6.375054e-011  6.953995e-014  1.186332e-012  3.879085e-010  3.713127e-010  2.341257e-007  1.052012e-009  3.074392e-015  1.104409e-008  4.170564e-007  8.430316e-010  3.499757e-014  3.925629e-011  2.421139e-006  1.764193e-008  1.000000e+000  
4.555298e-003  1.162305e+004  1.926036e-002  1.500000e+003  1.899939e-001  2.643676e-004  8.086757e-007  1.006320e-002  1.247867e-005  2.776781e-001  1.914149e-005  5.667037e-007  3.912383e-010  7.055938e-009  2.380697e-006  4.280933e-008  6.881870e-004  2.221719e-002  3.191778e-001  3.402583e-002  1.016358e-006  2.076457e-004  1.139223e-007  1.181935e-007  1.333071e-005  2.152419e-007  1.088809e-001  3.905023e-005  2.451552e-002  1.957149e-006  1.484039e-004  2.450969e-005  2.892909e-003  1.366820e-005  0.000000e+000  4.826804e-008  0.000000e+000  1.289748e-007  4.765309e-007  3.801619e-004  8.465868e-006  1.092364e-004  6.144022e-009  5.639266e-003  4.260283e-005  9.736365e-007  1.879488e-005  1.535796e-003  3.878348e-008  2.313676e-007  6.723426e-005  9.444201e-006  4.148293e-007  2.343552e-006  3.607680e-010  1.538289e-004  1.528598e-007  5.595841e-006  7.235860e-006  6.991299e-011  1.548118e-008  2.949333e-006  2.103698e-012  1.523744e-009  7.417936e-010  1.627384e-007  9.547782e-004  4.112496e-006  4.720773e-008  4.691985e-006  2.431391e-006  5.372502e-006  1.881962e-008  1.861480e-010  4.937496e-008  6.277117e-009  5.275072e-009  9.194485e-006  1.732680e-008  1.364283e-004  1.542595e-007  2.120187e-007  7.045418e-007  7.979090e-006  3.170513e-008  2.877146e-008  1.141155e-006  3.847243e-007  7.951098e-008  2.936315e-010  6.547363e-011  7.174678e-014  1.238639e-012  4.024013e-010  3.851219e-010  2.472999e-007  1.118219e-009  3.197586e-015  1.186184e-008  4.338813e-007  8.610692e-010  3.555092e-014  4.155429e-011  2.540450e-006  1.828595e-008  1.000000e+000  
4.654998e-003  1.162979e+004  1.926036e-002  1.500000e+003  1.904297e-001  2.600551e-004  7.717442e-007  9.826152e-003  1.215444e-005  2.776223e-001  1.824636e-005  5.390410e-007  3.560331e-010  6.661628e-009  2.285966e-006  4.088016e-008  6.753577e-004  2.228767e-002  3.192956e-001  3.408104e-002  9.603191e-007  1.985528e-004  1.078256e-007  1.106789e-007  1.272798e-005  2.118232e-007  1.091105e-001  3.774680e-005  2.399458e-002  1.884382e-006  1.449272e-004  2.360250e-005  2.808808e-003  1.355394e-005  0.000000e+000  4.601977e-008  0.000000e+000  1.273183e-007  4.700592e-007  3.739722e-004  8.392455e-006  1.068080e-004  6.063139e-009  5.677819e-003  4.242784e-005  9.482579e-007  1.855812e-005  1.515866e-003  3.685814e-008  2.199321e-007  6.469078e-005  9.138107e-006  4.067464e-007  2.319165e-006  3.566144e-010  1.553603e-004  1.512805e-007  5.614568e-006  7.223023e-006  6.738308e-011  1.481956e-008  2.862840e-006  1.959584e-012  1.417218e-009  7.381786e-010  1.539253e-007  9.658815e-004  4.114974e-006  4.634945e-008  4.686108e-006  2.483135e-006  5.487298e-006  1.833667e-008  1.838427e-010  4.913617e-008  6.226357e-009  5.276220e-009  9.195415e-006  1.702289e-008  1.397680e-004  1.551671e-007  2.133202e-007  7.248793e-007  8.215776e-006  3.206171e-008  2.916748e-008  1.179630e-006  4.008151e-007  8.315049e-008  3.002318e-010  6.717754e-011  7.393380e-014  1.291349e-012  4.168124e-010  3.988524e-010  2.607062e-007  1.186084e-009  3.320444e-015  1.271107e-008  4.505881e-007  8.783517e-010  3.607476e-014  4.390068e-011  2.661338e-006  1.892761e-008  1.000000e+000  
4.754697e-003  1.163626e+004  1.926036e-002  1.500000e+003  1.908500e-001  2.559108e-004  7.373880e-007  9.601023e-003  1.184873e-005  2.775663e-001  1.741168e-005  5.133812e-007  3.368127e-010  6.298134e-009  2.197147e-006  3.908383e-008  6.630808e-004  2.235491e-002  3.194048e-001  3.413441e-002  9.086499e-007  1.900610e-004  1.021812e-007  1.038006e-007  1.216614e-005  2.085452e-007  1.093312e-001  3.651107e-005  2.349450e-002  1.815840e-006  1.416087e-004  2.274925e-005  2.729132e-003  1.344630e-005  0.000000e+000  4.392646e-008  0.000000e+000  1.257791e-007  4.607060e-007  3.679922e-004  8.323946e-006  1.045053e-004  5.985432e-009  5.715240e-003  4.226470e-005  9.240403e-007  1.832863e-005  1.496400e-003  3.506675e-008  2.092889e-007  6.228639e-005  8.848015e-006  3.989747e-007  2.295234e-006  3.526218e-010  1.568581e-004  1.497468e-007  5.632727e-006  7.209968e-006  6.500396e-011  1.419609e-008  2.779958e-006  1.827868e-012  1.319874e-009  7.344485e-010  1.457263e-007  9.765596e-004  4.116158e-006  4.552165e-008  4.678968e-006  2.534118e-006  5.600556e-006  1.787179e-008  1.816311e-010  4.890369e-008  6.175377e-009  5.275801e-009  9.192418e-006  1.672470e-008  1.430466e-004  1.559989e-007  2.145151e-007  7.449697e-007  8.450328e-006  3.240092e-008  2.954812e-008  1.217843e-006  4.169770e-007  8.683496e-008  3.066899e-010  6.886298e-011  7.610121e-014  1.344400e-012  4.311395e-010  4.125023e-010  2.743340e-007  1.255556e-009  3.442933e-015  1.359166e-008  4.671671e-007  8.949162e-010  3.657108e-014  4.629430e-011  2.783729e-006  1.956676e-008  1.000000e+000  
4.854397e-003  1.164247e+004  1.926036e-002  1.500000e+003  1.912557e-001  2.519199e-004  7.053699e-007  9.386932e-003  1.155987e-005  2.775103e-001  1.663223e-005  4.895319e-007  3.403276e-010  5.962434e-009  2.113747e-006  3.740772e-008  6.513191e-004  2.241913e-002  3.195062e-001  3.418606e-002  8.609267e-007  1.821181e-004  9.694976e-008  9.749376e-008  1.164157e-005  2.053949e-007  1.095435e-001  3.533814e-005  2.301402e-002  1.751187e-006  1.384382e-004  2.194375e-005  2.653559e-003  1.334476e-005  0.000000e+000  4.197446e-008  0.000000e+000  1.243598e-007  4.522120e-007  3.622127e-004  8.259926e-006  1.023201e-004  5.910577e-009  5.751580e-003  4.211246e-005  9.008952e-007  1.810589e-005  1.477385e-003  3.339780e-008  1.993692e-007  6.001112e-005  8.572824e-006  3.914976e-007  2.271757e-006  3.487726e-010  1.583235e-004  1.482537e-007  5.650354e-006  7.196729e-006  6.276357e-011  1.360797e-008  2.700497e-006  1.707344e-012  1.230787e-009  7.306038e-010  1.380895e-007  9.868361e-004  4.116091e-006  4.472289e-008  4.670692e-006  2.584365e-006  5.712326e-006  1.742469e-008  1.795049e-010  4.867735e-008  6.124173e-009  5.273809e-009  9.185837e-006  1.643212e-008  1.462652e-004  1.567559e-007  2.156054e-007  7.648115e-007  8.682725e-006  3.272287e-008  2.991358e-008  1.255778e-006  4.332000e-007  9.056249e-008  3.129990e-010  7.052793e-011  7.824586e-014  1.397743e-012  4.453644e-010  4.260539e-010  2.881734e-007  1.326588e-009  3.564870e-015  1.450347e-008  4.836101e-007  9.107669e-010  3.704017e-014  4.873270e-011  2.907551e-006  2.020302e-008  1.000000e+000  
4.954096e-003  1.164843e+004  1.926036e-002  1.500000e+003  1.916476e-001  2.480709e-004  6.754796e-007  9.183082e-003  1.128641e-005  2.774543e-001  1.590293e-005  4.673220e-007  3.203658e-010  5.651859e-009  2.035321e-006  3.584150e-008  6.400341e-004  2.248052e-002  3.196004e-001  3.423610e-002  8.167686e-007  1.746772e-004  9.209522e-008  9.169996e-008  1.115102e-005  2.023619e-007  1.097478e-001  3.422350e-005  2.255197e-002  1.690116e-006  1.354063e-004  2.118298e-005  2.581798e-003  1.324884e-005  0.000000e+000  4.015128e-008  0.000000e+000  1.230592e-007  4.486284e-007  3.566245e-004  8.200049e-006  1.002447e-004  5.838332e-009  5.786889e-003  4.197030e-005  8.787464e-007  1.788932e-005  1.458807e-003  3.184056e-008  1.901103e-007  5.785582e-005  8.311477e-006  3.842999e-007  2.248728e-006  3.450537e-010  1.597578e-004  1.467976e-007  5.667482e-006  7.183338e-006  6.065091e-011  1.305261e-008  2.624275e-006  1.596886e-012  1.149149e-009  7.266535e-010  1.309672e-007  9.967330e-004  4.114795e-006  4.395166e-008  4.661393e-006  2.633898e-006  5.822662e-006  1.699395e-008  1.774571e-010  4.845682e-008  6.072787e-009  5.270304e-009  9.176001e-006  1.614501e-008  1.494248e-004  1.574401e-007  2.165934e-007  7.844036e-007  8.912952e-006  3.302768e-008  3.026386e-008  1.293424e-006  4.494745e-007  9.433118e-008  3.191553e-010  7.217094e-011  8.036606e-014  1.451389e-012  4.594696e-010  4.394911e-010  3.022141e-007  1.399127e-009  3.686101e-015  1.544631e-008  4.999098e-007  9.259078e-010  3.748254e-014  5.121288e-011  3.032736e-006  2.083576e-008  1.000000e+000  
5.022475e-003  1.165239e+004  1.926036e-002  1.500000e+003  1.919087e-001  2.455136e-004  6.561133e-007  9.048813e-003  1.110724e-005  2.774159e-001  1.542960e-005  4.529584e-007  2.910367e-010  5.452104e-009  1.984216e-006  3.482671e-008  6.325542e-004  2.252108e-002  3.196611e-001  3.426955e-002  7.883600e-007  1.698424e-004  8.896250e-008  8.799433e-008  1.083274e-005  2.003494e-007  1.098836e-001  3.349081e-005  2.224518e-002  1.650163e-006  1.334023e-004  2.068760e-005  2.534647e-003  1.318607e-005  0.000000e+000  3.896945e-008  0.000000e+000  1.222176e-007  4.447065e-007  3.528983e-004  8.161190e-006  9.888116e-005  5.790315e-009  5.810534e-003  4.187822e-005  8.641129e-007  1.774436e-005  1.446312e-003  3.083185e-008  1.841117e-007  5.644266e-005  8.139731e-006  3.795171e-007  2.233190e-006  3.425804e-010  1.607242e-004  1.458223e-007  5.678954e-006  7.174080e-006  5.927106e-011  1.268947e-008  2.573786e-006  1.526364e-012  1.097061e-009  7.239100e-010  1.263578e-007  1.003312e-003  4.113310e-006  4.343809e-008  4.654478e-006  2.667469e-006  5.897530e-006  1.670748e-008  1.760982e-010  4.830878e-008  6.037631e-009  5.267229e-009  9.167519e-006  1.595151e-008  1.515583e-004  1.578728e-007  2.172192e-007  7.976958e-007  9.069587e-006  3.322787e-008  3.049595e-008  1.319068e-006  4.606612e-007  9.693877e-008  3.232983e-010  7.328692e-011  8.180861e-014  1.488335e-012  4.690812e-010  4.486475e-010  3.119552e-007  1.449724e-009  3.768898e-015  1.611079e-008  5.110026e-007  9.359123e-010  3.777213e-014  5.293774e-011  3.119346e-006  2.126763e-008  1.000000e+000  
5.070051e-003  1.165509e+004  1.926036e-002  1.500000e+003  1.920869e-001  2.437734e-004  6.431480e-007  8.957913e-003  1.098643e-005  2.773893e-001  1.511255e-005  4.433558e-007  2.917200e-010  5.319030e-009  1.949871e-006  3.414691e-008  6.274718e-004  2.254859e-002  3.197017e-001  3.429242e-002  7.694320e-007  1.665997e-004  8.687061e-008  8.553576e-008  1.061948e-005  1.989813e-007  1.099760e-001  3.299565e-005  2.203637e-002  1.623247e-006  1.320426e-004  2.035434e-005  2.502786e-003  1.314376e-005  0.000000e+000  3.817810e-008  0.000000e+000  1.216500e-007  4.388162e-007  3.503552e-004  8.135126e-006  9.795980e-005  5.757641e-009  5.826720e-003  4.181660e-005  8.541920e-007  1.764533e-005  1.437733e-003  3.015676e-008  1.800964e-007  5.548912e-005  8.023675e-006  3.762599e-007  2.222502e-006  3.408970e-010  1.613884e-004  1.451558e-007  5.686809e-006  7.167608e-006  5.834257e-011  1.244493e-008  2.539482e-006  1.479625e-012  1.062542e-009  7.219921e-010  1.232754e-007  1.007793e-003  4.112060e-006  4.308804e-008  4.649427e-006  2.690639e-006  5.949244e-006  1.651264e-008  1.751748e-010  4.820732e-008  6.013271e-009  5.264825e-009  9.160833e-006  1.581868e-008  1.530269e-004  1.581590e-007  2.176335e-007  8.068745e-007  9.177964e-006  3.336350e-008  3.065403e-008  1.336825e-006  4.684550e-007  9.876374e-008  3.261472e-010  7.405905e-011  8.280736e-014  1.514089e-012  4.757445e-010  4.549951e-010  3.187846e-007  1.485324e-009  3.826377e-015  1.658165e-008  5.186783e-007  9.427091e-010  3.796766e-014  5.414971e-011  3.179956e-006  2.156725e-008  1.000000e+000  
5.117627e-003  1.165773e+004  1.926036e-002  1.500000e+003  1.922623e-001  2.420596e-004  6.305809e-007  8.869006e-003  1.086850e-005  2.773627e-001  1.480502e-005  4.340594e-007  3.130211e-010  5.190688e-009  1.916469e-006  3.348754e-008  6.224857e-004  2.257555e-002  3.197408e-001  3.431497e-002  7.511643e-007  1.634520e-004  8.485043e-008  8.316991e-008  1.041263e-005  1.976348e-007  1.100668e-001  3.251193e-005  2.183126e-002  1.597022e-006  1.307103e-004  2.002773e-005  2.471670e-003  1.310254e-005  0.000000e+000  3.741110e-008  0.000000e+000  1.211088e-007  4.345023e-007  3.478518e-004  8.109832e-006  9.706012e-005  5.725434e-009  5.842693e-003  4.175691e-005  8.444649e-007  1.754761e-005  1.429248e-003  2.950289e-008  1.762062e-007  5.455905e-005  7.910348e-006  3.730593e-007  2.211916e-006  3.392364e-010  1.620461e-004  1.444959e-007  5.694566e-006  7.161115e-006  5.743868e-011  1.220679e-008  2.505838e-006  1.434749e-012  1.029381e-009  7.200492e-010  1.202906e-007  1.012197e-003  4.110577e-006  4.274366e-008  4.644193e-006  2.713658e-006  6.000653e-006  1.632140e-008  1.742660e-010  4.810713e-008  5.988869e-009  5.262071e-009  9.153536e-006  1.568710e-008  1.544826e-004  1.584295e-007  2.180265e-007  8.159964e-007  9.285842e-006  3.349548e-008  3.080904e-008  1.354510e-006  4.762563e-007  1.005972e-007  3.289593e-010  7.482551e-011  8.379905e-014  1.539895e-012  4.823758e-010  4.613120e-010  3.256553e-007  1.521245e-009  3.883641e-015  1.705949e-008  5.263187e-007  9.493541e-010  3.815756e-014  5.537051e-011  3.240845e-006  2.186606e-008  1.000000e+000  
5.165204e-003  1.166033e+004  1.926036e-002  1.500000e+003  1.924350e-001  2.403705e-004  6.183933e-007  8.782030e-003  1.075327e-005  2.773362e-001  1.450643e-005  4.250542e-007  2.977372e-010  5.066573e-009  1.883962e-006  3.284669e-008  6.175898e-004  2.260196e-002  3.197787e-001  3.433721e-002  7.335211e-007  1.603956e-004  8.289722e-008  8.089463e-008  1.021194e-005  1.963082e-007  1.101560e-001  3.203897e-005  2.162975e-002  1.571453e-006  1.294047e-004  1.970888e-005  2.441272e-003  1.306235e-005  0.000000e+000  3.666713e-008  0.000000e+000  1.205921e-007  4.344612e-007  3.453870e-004  8.085308e-006  9.618147e-005  5.693654e-009  5.858457e-003  4.169908e-005  8.349189e-007  1.745097e-005  1.420855e-003  2.886906e-008  1.724351e-007  5.365163e-005  7.799664e-006  3.699138e-007  2.201426e-006  3.375961e-010  1.626974e-004  1.438414e-007  5.702226e-006  7.154603e-006  5.655796e-011  1.197477e-008  2.472835e-006  1.391621e-012  9.975222e-010  7.180808e-010  1.173993e-007  1.016527e-003  4.108807e-006  4.240464e-008  4.638783e-006  2.736528e-006  6.051762e-006  1.613322e-008  1.733703e-010  4.800810e-008  5.964400e-009  5.258962e-009  9.145664e-006  1.555658e-008  1.559255e-004  1.586833e-007  2.183960e-007  8.250615e-007  9.393222e-006  3.362343e-008  3.096053e-008  1.372123e-006  4.840643e-007  1.024391e-007  3.317322e-010  7.558566e-011  8.478367e-014  1.565780e-012  4.889678e-010  4.675913e-010  3.325662e-007  1.557480e-009  3.940629e-015  1.754427e-008  5.339232e-007  9.558356e-010  3.834130e-014  5.659904e-011  3.302005e-006  2.216381e-008  1.000000e+000  
5.212780e-003  1.166289e+004  1.926036e-002  1.500000e+003  1.926051e-001  2.387120e-004  6.065725e-007  8.696917e-003  1.064087e-005  2.773098e-001  1.421655e-005  4.163257e-007  2.490938e-010  4.946696e-009  1.852351e-006  3.222646e-008  6.127811e-004  2.262785e-002  3.198153e-001  3.435916e-002  7.164722e-007  1.574268e-004  8.100601e-008  7.870124e-008  1.001716e-005  1.950065e-007  1.102437e-001  3.157677e-005  2.143173e-002  1.546526e-006  1.281249e-004  1.940106e-005  2.411571e-003  1.302316e-005  0.000000e+000  3.594539e-008  0.000000e+000  1.200855e-007  4.328939e-007  3.429600e-004  8.061521e-006  9.532323e-005  5.662445e-009  5.874018e-003  4.164305e-005  8.255686e-007  1.735553e-005  1.412552e-003  2.825439e-008  1.687778e-007  5.276616e-005  7.691511e-006  3.668216e-007  2.191031e-006  3.359850e-010  1.633424e-004  1.431961e-007  5.709790e-006  7.148074e-006  5.570035e-011  1.174869e-008  2.440459e-006  1.350116e-012  9.668883e-010  7.161126e-010  1.145981e-007  1.020784e-003  4.106837e-006  4.207107e-008  4.633207e-006  2.759250e-006  6.102578e-006  1.594813e-008  1.724913e-010  4.791019e-008  5.940051e-009  5.255693e-009  9.137240e-006  1.542742e-008  1.573559e-004  1.589252e-007  2.187481e-007  8.340695e-007  9.500102e-006  3.374828e-008  3.110896e-008  1.389662e-006  4.918779e-007  1.042890e-007  3.344771e-010  7.634201e-011  8.576470e-014  1.591690e-012  4.955332e-010  4.738456e-010  3.395164e-007  1.594024e-009  3.997467e-015  1.803597e-008  5.414913e-007  9.621792e-010  3.852040e-014  5.783582e-011  3.363431e-006  2.246052e-008  1.000000e+000  
