int_time      x             rho           u             G             T             H2            O2            H2O           H             O             OH            HO2           H2O2          N2            sumfracs      
1.000000e+04  8.150000e-03  1.156578e+00  -3.577659e-01  9.133925e-01  3.000000e+02  4.831894e-05  2.099891e-01  2.762679e-06  6.382203e-16  1.870601e-15  2.446452e-10  9.252321e-10  1.176602e-08  7.899598e-01  1.000000e+00  
1.000000e+04  8.250000e-03  1.156595e+00  -3.632259e-01  9.061436e-01  3.000000e+02  3.285991e-05  2.099928e-01  1.085652e-06  2.028363e-16  8.798881e-16  1.143151e-10  3.372910e-10  4.268352e-09  7.899732e-01  1.000000e+00  
1.000000e+04  8.350000e-03  1.156607e+00  -3.686861e-01  8.990608e-01  3.000000e+02  2.224638e-05  2.099952e-01  4.228535e-07  6.373730e-17  4.114312e-16  5.302627e-11  1.218095e-10  1.534004e-09  7.899821e-01  1.000000e+00  
1.000000e+04  8.500000e-03  1.156617e+00  -3.768760e-01  8.887998e-01  3.000000e+02  1.285464e-05  2.099973e-01  1.242838e-07  1.326670e-17  1.500143e-16  1.913687e-11  3.282351e-11  4.110289e-10  7.899897e-01  1.000000e+00  
1.000000e+04  8.700000e-03  1.156624e+00  -3.877932e-01  8.754173e-01  3.000000e+02  6.424501e-06  2.099986e-01  2.894399e-08  1.936599e-18  4.435023e-17  5.585422e-12  6.956033e-12  8.659728e-11  7.899949e-01  1.000000e+00  
1.000000e+04  8.900000e-03  1.156628e+00  -3.987062e-01  8.627973e-01  3.000000e+02  3.168566e-06  2.099993e-01  6.602491e-09  2.736084e-19  1.287308e-17  1.599511e-12  1.442616e-12  1.785890e-11  7.899975e-01  1.000000e+00  
1.000000e+04  9.150000e-03  1.156630e+00  -4.123414e-01  8.477133e-01  3.000000e+02  1.362057e-06  2.099997e-01  1.230538e-09  2.785528e-20  3.096427e-18  3.791634e-13  2.430702e-13  2.993546e-12  7.899989e-01  1.000000e+00  
1.000000e+04  9.400000e-03  1.156631e+00  -4.259695e-01  8.331466e-01  3.000000e+02  5.751481e-07  2.099999e-01  2.242605e-10  2.726930e-21  7.271042e-19  8.773133e-14  3.995452e-14  4.907104e-13  7.899995e-01  1.000000e+00  
1.000000e+04  9.600000e-03  1.156631e+00  -4.368670e-01  8.223651e-01  3.000000e+02  2.711499e-07  2.099999e-01  4.851030e-11  3.452479e-22  1.980904e-19  2.356857e-14  7.789815e-15  9.620874e-14  7.899998e-01  1.000000e+00  
1.000000e+04  9.850000e-03  1.156631e+00  -4.504830e-01  8.091523e-01  3.000000e+02  1.109988e-07  2.100000e-01  9.048962e-12  3.138416e-23  4.468580e-20  5.238500e-15  1.282528e-15  1.656196e-14  7.899999e-01  1.000000e+00  
1.000000e+04  1.025000e-02  1.156631e+00  -4.722554e-01  7.893010e-01  3.000000e+02  3.250772e-08  2.100000e-01  1.434164e-12  1.349975e-24  6.669847e-21  7.698054e-16  1.695665e-16  2.686314e-15  7.900000e-01  1.000000e+00  
1.000000e+04  1.075000e-02  1.156631e+00  -4.994494e-01  7.661048e-01  3.000000e+02  7.770784e-09  2.100000e-01  2.987273e-13  3.839212e-26  8.034966e-22  9.149396e-17  2.977355e-17  6.231539e-16  7.900000e-01  1.000000e+00  
1.000000e+04  1.140000e-02  1.156631e+00  -5.347692e-01  7.393338e-01  3.000000e+02  1.435861e-09  2.100000e-01  8.984056e-14  7.221849e-28  8.197300e-23  9.325522e-18  8.331156e-18  2.010501e-16  7.900000e-01  1.000000e+00  
1.000000e+04  1.215000e-02  1.156631e+00  -5.754812e-01  7.105926e-01  3.000000e+02  2.222849e-10  2.100000e-01  1.316129e-14  1.051573e-29  7.660078e-24  8.762208e-19  1.121423e-18  2.754247e-17  7.900000e-01  1.000000e+00  
1.000000e+04  1.275000e-02  1.156631e+00  -6.080217e-01  6.909077e-01  3.000000e+02  3.964789e-11  2.100000e-01  1.469011e-15  2.021805e-31  8.250359e-25  9.431752e-20  1.129837e-19  2.773371e-18  7.900000e-01  1.000000e+00  
1.000000e+04  1.325000e-02  1.156631e+00  -6.351209e-01  6.748566e-01  3.000000e+02  7.933898e-12  2.100000e-01  1.785588e-16  5.180104e-33  1.058939e-25  1.208430e-20  1.241423e-20  3.037775e-19  7.900000e-01  1.000000e+00  
1.000000e+04  1.375000e-02  1.156631e+00  -6.622049e-01  6.603563e-01  3.000000e+02  1.539771e-12  2.100000e-01  2.022996e-17  1.285039e-34  1.359204e-26  1.544320e-21  1.270304e-21  3.094652e-20  7.900000e-01  1.000000e+00  
1.000000e+04  1.425000e-02  1.156631e+00  -6.892745e-01  6.462937e-01  3.000000e+02  2.902979e-13  2.100000e-01  2.146159e-18  3.079177e-36  1.719257e-27  1.939256e-22  1.216095e-22  2.947296e-21  7.900000e-01  1.000000e+00  
1.000000e+04  1.475000e-02  1.156631e+00  -7.163307e-01  6.333982e-01  3.000000e+02  5.325853e-14  2.100000e-01  2.141197e-19  3.896639e-39  2.118996e-28  2.366828e-23  1.093943e-23  2.636351e-22  7.900000e-01  1.000000e+00  
1.000000e+04  1.525000e-02  1.156631e+00  -7.433742e-01  6.209327e-01  3.000000e+02  9.525734e-15  2.100000e-01  2.017997e-20  6.012771e-38  2.528953e-29  2.791723e-24  9.289275e-25  2.225047e-23  7.900000e-01  1.000000e+00  
1.000000e+04  1.575000e-02  1.156631e+00  -7.704057e-01  6.093739e-01  3.000000e+02  1.665096e-15  2.100000e-01  1.811704e-21  2.022216e-38  2.931527e-30  3.194073e-25  7.513275e-26  1.786367e-24  7.900000e-01  1.000000e+00  
1.000000e+04  1.625000e-02  1.156631e+00  -7.974259e-01  5.982171e-01  3.000000e+02  2.859037e-16  2.100000e-01  1.613737e-22  1.098223e-41  3.431589e-31  3.690072e-26  6.064551e-27  1.422172e-25  7.900000e-01  1.000000e+00  
1.000000e+04  1.700000e-02  1.156631e+00  -8.379362e-01  5.829125e-01  3.000000e+02  3.514139e-17  2.100000e-01  1.552107e-23  1.073127e-43  4.175658e-32  4.462797e-27  5.614001e-28  1.261668e-26  7.900000e-01  1.000000e+00  
1.000000e+04  1.775000e-02  1.156631e+00  -8.784237e-01  5.676535e-01  3.000000e+02  4.009440e-18  2.100000e-01  7.824470e-25  2.199121e-47  2.856773e-33  3.007159e-28  2.570370e-29  5.666959e-28  7.900000e-01  1.000000e+00  
1.000000e+04  1.825000e-02  1.156631e+00  -9.054036e-01  5.595923e-01  3.000000e+02  6.386830e-19  2.100000e-01  5.533682e-26  9.778555e-49  2.733750e-34  2.835491e-29  1.657787e-30  3.579292e-29  7.900000e-01  1.000000e+00  
1.000000e+04  1.875000e-02  1.156631e+00  -9.323748e-01  5.500074e-01  3.000000e+02  1.001464e-19  2.100000e-01  3.758804e-27  1.403077e-50  2.525676e-35  2.581292e-30  1.029050e-31  2.170752e-30  7.900000e-01  1.000000e+00  
1.000000e+04  1.925000e-02  1.156631e+00  -9.593374e-01  5.424434e-01  3.000000e+02  1.543773e-20  2.100000e-01  2.452759e-28  1.899773e-52  2.249843e-36  2.265830e-31  6.149889e-33  1.264723e-31  7.900000e-01  1.000000e+00  
1.000000e+04  1.975000e-02  1.156631e+00  -9.862918e-01  5.338085e-01  3.000000e+02  2.318318e-21  2.100000e-01  1.514127e-29  2.365624e-54  1.891039e-37  1.876698e-32  3.480658e-34  6.977222e-33  7.900000e-01  1.000000e+00  
1.000000e+04  2.000000e-02  1.156631e+00  -1.000000e+00  1.000000e+00  3.000000e+02  0.000000e+00  2.100000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  7.900000e-01  1.000000e+00  
