time          Z             rho           T             H2            H             O             O2            OH            H2O           HO2           H2O2          C             CH            CH2           CH2*          CH3           CH4           CO            CO2           HCO           CH2O          CH2OH         CH3O          CH3OH         C2H           C2H2          C2H3          C2H4          C2H5          C2H6          HCCO          CH2CO         HCCOH         AR            C2H3O         N2            C2O           C3H2          C3H3          PC3H4         AC3H4         C4H           C4H2          H2C4O         N-C4H3        I-C4H3        C4H4          N-C4H5        I-C4H5        C4H6          C4H612        C5H2          C5H3          C6H           C6H2          C6H3          L-C6H4        C-C6H4        N-C6H5        I-C6H5        L-C6H6        N-C6H7        I-C6H7        C-C6H7        C6H8          A1            A1-           C6H5O         C6H5OH        C5H6          C5H5          C5H5O         C5H4OH        C5H4O         N-A1C2H2      I-A1C2H2      A1C2H3        A1C2H3*       A1C2H         A1C2H*        A1C2H-        A1C2H)2       A2            A2-1          A2-2          NAPHTHYNE     A2C2HA        A2C2HB        A2C2HA*       A2C2HB*       A2C2H2        A2C2H)2       A3-1          A3-4          A3            A3C2H         A3C2H2        A4            P2            P2-           P2-H          A4-           A2R5          A2R5-         sumfracs      
1.000000e+04  9.500000e-02  1.456416e-01  2.172917e+03  5.123277e-02  8.187266e-04  2.119146e-06  5.809113e-06  2.587896e-04  1.213352e-01  1.770874e-09  4.900375e-10  1.605024e-07  1.828735e-07  4.412771e-06  2.391495e-07  1.695494e-04  5.436503e-04  1.146525e-01  5.518017e-02  1.728335e-07  1.257566e-05  5.187995e-08  2.038460e-09  3.053826e-07  1.838100e-06  3.582426e-03  2.854849e-07  8.184369e-06  1.811622e-08  5.374542e-08  2.280690e-06  1.703698e-05  1.008817e-05  0.000000e+00  1.829737e-10  6.520605e-01  1.048286e-06  3.124015e-06  7.878968e-06  3.270986e-08  1.776436e-07  1.819737e-08  7.937570e-05  9.464807e-07  2.244127e-08  1.381605e-07  6.073774e-07  5.584677e-10  4.033408e-10  4.582600e-09  2.005420e-10  1.702655e-07  3.773142e-07  2.929499e-10  7.606773e-07  5.714443e-09  2.975316e-08  5.366558e-07  8.244668e-11  6.734649e-11  1.301628e-09  1.474427e-13  3.811911e-12  7.468923e-12  4.509120e-11  2.784133e-06  4.771935e-07  5.274231e-10  1.279015e-08  1.636170e-08  7.760193e-07  2.373380e-14  1.802426e-11  3.883920e-10  1.025300e-11  6.412994e-12  3.055546e-10  1.446589e-11  3.245796e-07  9.314567e-09  1.073805e-08  8.151242e-09  5.274723e-08  2.785284e-09  5.111427e-09  3.328580e-09  3.171471e-09  7.395908e-09  5.977340e-11  1.301314e-10  3.709799e-14  2.426748e-13  9.263365e-10  1.100490e-09  2.460753e-08  1.034225e-10  5.512971e-16  3.779112e-08  3.890183e-10  4.071782e-11  7.944845e-17  4.352294e-09  5.207013e-08  1.470198e-08  1.000000e+00  
1.000000e+04  1.500000e-01  1.632123e-01  1.844142e+03  1.005619e-01  1.730240e-04  4.132605e-09  2.589480e-07  1.355654e-05  1.092765e-01  1.320360e-10  1.266329e-11  1.385883e-09  3.860606e-09  3.739888e-07  1.093129e-08  7.995296e-05  2.239052e-03  1.101023e-01  4.507751e-02  4.249044e-08  2.772254e-06  3.270748e-09  1.127125e-10  1.757487e-07  7.460548e-07  4.302900e-02  6.897713e-06  2.265578e-03  7.162681e-08  6.520964e-07  1.523235e-06  7.672840e-05  1.837796e-05  0.000000e+00  8.374521e-10  5.824749e-01  1.734712e-06  2.572609e-05  7.295275e-05  7.739594e-07  5.250749e-06  3.146622e-08  3.817117e-03  2.060476e-05  5.598069e-07  7.973421e-06  2.047842e-04  3.445764e-08  9.950432e-08  8.634679e-06  2.399624e-08  2.030307e-06  1.081697e-05  2.127918e-09  1.483652e-04  9.950808e-08  2.942901e-06  3.774636e-06  2.007744e-10  2.475165e-09  3.687253e-07  3.062957e-11  1.171194e-09  2.623951e-10  1.071485e-07  1.781005e-04  2.215570e-06  8.610782e-09  2.982435e-07  1.523135e-06  1.297600e-05  2.909476e-13  1.417043e-10  1.000867e-08  2.316430e-09  1.408235e-09  6.958651e-07  2.266021e-09  4.984975e-05  1.108465e-07  1.379630e-07  8.307724e-07  5.464119e-06  2.506810e-08  4.254550e-08  5.895960e-07  4.929746e-07  6.172019e-07  6.870560e-10  8.385480e-10  1.386817e-12  2.360056e-11  2.077354e-09  2.180804e-09  6.902789e-07  9.260445e-09  3.250333e-14  6.359199e-07  1.011750e-07  4.036164e-10  1.837625e-14  4.810223e-09  7.702512e-06  1.429866e-07  1.000000e+00  
1.000000e+04  2.500000e-01  1.928457e-01  1.528549e+03  1.265675e-01  1.171644e-05  1.894592e-12  2.655024e-09  2.249665e-07  9.445929e-02  7.452643e-12  2.717492e-13  5.732613e-12  4.326384e-11  6.477236e-09  7.398857e-11  7.071331e-06  2.940501e-03  9.546351e-02  3.879922e-02  3.201258e-09  7.255949e-07  5.664691e-11  1.670798e-12  4.888701e-08  1.123587e-08  6.371734e-02  1.077680e-05  6.407216e-02  1.123962e-06  4.877861e-05  7.514163e-08  5.822842e-05  4.287731e-06  0.000000e+00  3.619287e-10  5.033400e-01  4.998888e-07  7.129043e-05  4.292201e-05  1.117185e-06  1.253470e-05  4.191216e-10  4.665750e-03  1.283433e-05  4.159779e-07  1.227158e-05  3.757483e-03  1.777805e-07  9.515557e-07  1.123948e-03  3.855479e-07  9.155498e-07  1.034415e-05  2.632399e-11  1.548246e-04  9.639820e-08  4.326304e-05  2.586037e-05  3.839961e-10  2.010083e-08  4.243614e-05  1.187994e-10  1.176940e-08  1.311664e-10  1.703703e-05  3.527166e-04  1.499366e-07  1.941204e-09  3.145215e-07  5.985032e-06  7.138822e-06  2.971692e-12  2.851291e-11  9.021245e-09  3.411472e-09  2.559661e-09  2.456178e-05  3.418509e-09  7.894706e-05  6.538968e-09  8.981550e-09  5.205133e-07  1.497711e-05  2.710625e-09  4.322587e-09  8.332206e-07  7.509229e-07  6.696613e-07  4.104155e-11  3.572461e-11  1.597494e-13  4.399834e-12  1.358050e-10  1.320461e-10  1.110562e-06  7.666468e-09  7.711437e-15  6.548557e-07  1.577534e-07  2.385303e-11  5.679920e-15  2.129828e-10  1.046350e-05  8.289101e-09  1.000000e+00  
1.000000e+04  3.500000e-01  2.211008e-01  1.351542e+03  1.187851e-01  2.271495e-06  1.677489e-14  2.887005e-11  1.787182e-08  8.298971e-02  1.311514e-13  1.160862e-14  2.047435e-13  4.388805e-12  4.249280e-10  3.091278e-12  1.659007e-06  2.797776e-03  8.389684e-02  3.408009e-02  7.904031e-10  4.273976e-07  9.828545e-12  2.232490e-13  3.009468e-08  6.286379e-10  5.801508e-02  4.385181e-06  1.635158e-01  2.895363e-06  2.611136e-04  1.244725e-08  4.946858e-05  1.768284e-06  0.000000e+00  3.007660e-10  4.422258e-01  2.181196e-07  6.241537e-05  2.130916e-05  9.584690e-07  1.633053e-05  2.430730e-11  4.083044e-03  8.441790e-06  9.823433e-08  7.850032e-06  4.822812e-03  9.038895e-08  7.864214e-07  3.460967e-03  1.965037e-06  6.538963e-07  9.231790e-06  1.393085e-12  1.284348e-04  3.037808e-08  5.216099e-05  2.805469e-05  7.834710e-11  9.290902e-09  8.372168e-05  3.993764e-11  9.408881e-09  7.333439e-11  6.040989e-05  3.711540e-04  2.121830e-08  6.243501e-10  2.779390e-07  8.164537e-06  3.395226e-06  6.630998e-12  1.672025e-11  9.673908e-09  1.065963e-09  1.512709e-09  3.844105e-05  9.125749e-10  6.959982e-05  8.848946e-10  1.315922e-09  2.231646e-07  1.493140e-05  5.426599e-10  6.845415e-10  7.505798e-07  6.829427e-07  5.960368e-07  5.934383e-12  4.988038e-12  3.390523e-14  8.203879e-13  2.114148e-11  2.035385e-11  1.059630e-06  5.645697e-09  1.922563e-15  5.878783e-07  1.399133e-07  3.621994e-12  1.822459e-15  3.179145e-11  9.753399e-06  1.267661e-09  1.000000e+00  
1.000000e+04  4.500000e-01  2.556267e-01  1.190177e+03  1.028844e-01  2.836728e-07  8.459783e-17  3.319467e-13  8.999886e-10  7.149415e-02  2.688085e-15  9.899835e-16  1.287749e-14  4.875132e-13  1.959246e-11  8.546662e-14  2.130804e-07  2.428815e-03  7.227720e-02  2.935931e-02  1.742920e-10  3.503875e-07  2.168911e-12  3.070765e-14  2.482071e-08  1.880328e-11  4.986423e-02  5.637413e-07  2.780292e-01  4.144663e-06  3.874438e-04  1.604379e-09  4.248711e-05  1.304171e-06  0.000000e+00  2.121020e-10  3.809705e-01  1.477870e-07  5.259584e-05  8.100153e-06  7.714288e-07  1.516907e-05  8.179649e-13  3.475347e-03  6.750027e-06  1.569205e-08  4.176999e-06  4.321297e-03  1.239025e-08  1.998298e-07  3.584973e-03  2.757505e-06  5.430195e-07  7.974328e-06  4.276206e-14  1.086400e-04  6.206051e-09  4.752859e-05  2.473191e-05  5.385664e-12  1.414553e-09  7.648560e-05  2.316586e-12  1.442250e-09  2.639072e-11  5.771045e-05  3.288427e-04  1.916680e-09  2.402012e-10  2.384723e-07  7.973546e-06  1.986246e-06  1.520301e-11  1.320758e-11  8.894384e-09  1.807141e-10  7.226728e-10  3.608311e-05  9.667423e-11  5.933915e-05  7.409472e-11  1.353460e-10  1.371635e-07  1.301333e-05  8.375213e-11  6.517483e-11  6.484556e-07  5.879902e-07  5.136378e-07  5.298001e-13  4.358085e-13  4.393284e-15  1.166438e-13  2.011772e-12  1.920580e-12  9.192751e-07  4.695625e-09  2.909142e-16  5.073270e-07  1.197517e-07  3.526319e-13  3.861842e-16  3.118191e-12  8.463073e-06  1.269690e-10  1.000000e+00  
1.000000e+04  5.500000e-01  3.012072e-01  1.028537e+03  8.567799e-02  2.150532e-08  8.796542e-19  3.987864e-15  4.147299e-11  5.956453e-02  1.318565e-16  4.914340e-16  1.386908e-15  4.099766e-14  7.086456e-13  1.633669e-15  2.613100e-08  2.024952e-03  6.021701e-02  2.446040e-02  3.339753e-11  2.910161e-07  5.126382e-13  3.307471e-15  2.063960e-08  2.301219e-13  4.152978e-02  3.169275e-08  3.984490e-01  5.254046e-06  3.830851e-04  1.347214e-10  3.539409e-05  1.074748e-06  0.000000e+00  1.571614e-10  3.174014e-01  1.199860e-07  4.363282e-05  3.749179e-06  6.442311e-07  1.272830e-05  1.181164e-14  2.888487e-03  5.600296e-06  2.798078e-09  2.006009e-06  3.611620e-03  1.443774e-09  5.089864e-08  3.023957e-03  2.363474e-06  4.511146e-07  6.645186e-06  5.709584e-16  9.029315e-05  1.184299e-09  3.990033e-05  2.069563e-05  4.082785e-13  1.391418e-10  6.379333e-05  7.210497e-14  1.328509e-10  7.896431e-12  4.824367e-05  2.757460e-04  1.571029e-10  1.645561e-10  1.986489e-07  6.784654e-06  1.513277e-06  9.011113e-11  5.095475e-11  7.651901e-09  3.057970e-11  3.694598e-10  3.038375e-05  5.284982e-12  4.936801e-05  3.229502e-12  1.811140e-11  1.088091e-07  1.085269e-05  1.000311e-11  3.585516e-12  5.403053e-07  4.896151e-07  4.279313e-07  2.552779e-14  2.027509e-14  3.466904e-16  9.873343e-15  1.082841e-13  1.031129e-13  7.661681e-07  3.900936e-09  3.128343e-17  4.227079e-07  9.974772e-08  1.959758e-14  8.174224e-17  1.794089e-13  7.055564e-06  7.872240e-12  1.000000e+00  
1.000000e+04  6.500000e-01  3.640853e-01  8.666755e+02  6.786098e-02  6.934627e-10  2.108453e-20  5.152581e-17  2.932774e-12  4.718648e-02  1.734816e-17  3.855328e-16  5.800949e-16  1.476347e-15  2.150155e-14  2.108048e-17  2.452631e-09  1.604195e-03  4.770336e-02  1.937731e-02  4.298463e-12  2.302137e-07  1.269296e-13  2.183654e-16  1.635034e-08  8.250143e-16  3.289903e-02  8.041075e-10  5.234570e-01  4.841937e-06  3.151501e-04  5.290041e-12  2.803882e-05  8.511431e-07  0.000000e+00  2.411633e-10  2.514425e-01  9.499759e-08  3.454931e-05  2.012438e-06  5.108386e-07  1.008648e-05  4.795732e-17  2.287904e-03  4.437500e-06  3.045049e-10  9.799277e-07  2.861992e-03  1.534835e-10  1.519739e-08  2.396350e-03  1.875441e-06  3.573432e-07  5.264287e-06  3.632941e-18  7.152076e-05  1.732202e-10  3.162190e-05  1.640159e-05  5.196156e-14  1.318251e-11  5.053661e-05  1.734282e-15  9.813578e-12  1.689150e-12  3.822017e-05  2.189395e-04  1.447104e-11  1.300191e-10  1.573685e-07  5.383034e-06  1.190511e-06  1.919155e-10  2.351261e-10  6.097797e-09  3.929598e-12  1.009815e-10  2.409396e-05  1.303795e-13  3.910653e-05  5.891367e-14  5.838743e-12  8.605052e-08  8.597993e-06  5.059928e-13  1.086572e-13  4.280251e-07  3.878524e-07  3.390033e-07  5.214948e-16  3.961799e-16  1.174875e-17  8.438932e-16  2.703081e-15  2.622794e-15  6.069560e-07  3.090013e-09  2.256131e-18  3.348660e-07  7.902209e-08  5.356300e-16  2.243115e-17  5.975505e-15  5.589492e-06  3.794752e-13  1.000000e+00  
1.000000e+04  7.500000e-01  4.561703e-01  7.047724e+02  4.938539e-02  1.663360e-11  2.359458e-22  7.735592e-19  1.379321e-13  3.434043e-02  4.652250e-18  2.805740e-16  4.092564e-16  3.803536e-17  5.723438e-16  1.655035e-19  2.654052e-10  1.167470e-03  3.471660e-02  1.410203e-02  7.724810e-13  1.671564e-07  7.499772e-14  1.851206e-17  1.189914e-08  6.585405e-18  2.394258e-02  2.577457e-11  6.531912e-01  3.600748e-06  2.303938e-04  1.814268e-13  2.040552e-05  6.194235e-07  0.000000e+00  1.951374e-10  1.829898e-01  6.913567e-08  2.514220e-05  1.144950e-06  3.717857e-07  7.340601e-06  9.444363e-20  1.665037e-03  3.229503e-06  2.361151e-11  6.421127e-07  2.082920e-03  1.590474e-11  7.888773e-09  1.743984e-03  1.365088e-06  2.600602e-07  3.831138e-06  2.195310e-20  5.204978e-05  3.618704e-11  2.301348e-05  1.193656e-05  1.248312e-14  4.153500e-12  3.677854e-05  1.133639e-16  2.339287e-12  6.457343e-13  2.781514e-05  1.594961e-04  1.425784e-12  9.465036e-11  1.145265e-07  3.917727e-06  8.662362e-07  2.837686e-10  4.111817e-10  4.442504e-09  5.079059e-13  3.072342e-11  1.753594e-05  4.210652e-15  2.846016e-05  1.612905e-15  1.791280e-12  6.262292e-08  6.257308e-06  1.434408e-14  6.212043e-15  3.114996e-07  2.822632e-07  2.467130e-07  1.524566e-17  1.103507e-17  2.981364e-19  2.951143e-16  9.681524e-17  1.029469e-16  4.417183e-07  2.248785e-09  2.678993e-19  2.437021e-07  5.750926e-08  2.397751e-17  1.552560e-17  4.055568e-16  4.067811e-06  4.817193e-14  1.000000e+00  
1.000000e+04  8.500000e-01  6.036080e-01  5.428640e+02  3.020087e-02  3.045392e-13  3.072548e-25  1.677641e-20  1.485448e-15  2.100037e-02  1.593506e-18  1.715808e-16  2.502221e-16  6.964073e-19  1.134312e-17  4.657172e-22  3.340363e-11  7.139488e-04  2.123042e-02  8.623884e-03  2.398030e-13  1.017560e-07  4.559116e-14  2.329890e-18  7.276742e-09  4.114123e-20  1.464173e-02  1.194023e-12  7.879143e-01  2.204817e-06  1.409183e-04  7.587281e-15  1.247869e-05  3.787991e-07  0.000000e+00  1.196153e-10  1.119047e-01  4.227887e-08  1.537522e-05  6.145622e-07  2.273603e-07  4.489035e-06  2.588178e-23  1.018229e-03  1.974954e-06  2.078636e-12  3.905628e-07  1.273781e-03  1.617330e-12  4.727382e-09  1.066507e-03  8.348128e-07  1.590359e-07  2.342875e-06  1.897695e-23  3.183026e-05  1.786783e-11  1.407355e-05  7.299623e-06  1.131069e-14  2.413565e-12  2.249136e-05  1.105898e-17  1.317312e-12  6.773543e-13  1.700993e-05  9.758027e-05  8.480887e-14  5.788212e-11  7.003697e-08  2.395828e-06  5.297328e-07  3.491452e-10  5.417826e-10  2.717076e-09  4.196311e-14  1.693693e-11  1.072387e-05  3.408651e-16  1.740439e-05  1.485126e-16  5.267205e-13  3.829610e-08  3.826563e-06  5.207476e-16  1.617830e-15  1.904929e-07  1.726138e-07  1.508736e-07  1.504799e-18  1.068871e-18  5.756945e-21  1.680517e-16  1.246902e-17  1.766056e-17  2.701262e-07  1.375210e-09  9.921653e-20  1.490323e-07  3.516892e-08  4.546424e-18  2.759459e-17  1.237125e-16  2.487609e-06  2.154375e-14  1.000000e+00  
1.000000e+04  9.500000e-01  8.770072e-01  3.809547e+02  1.026428e-02  1.303298e-14  3.744977e-25  1.197473e-21  1.076537e-18  7.137339e-03  4.519349e-19  5.831470e-17  8.504145e-17  2.633690e-20  4.567460e-19  4.984330e-25  5.717550e-12  2.426478e-04  7.215523e-03  2.930976e-03  6.554682e-14  3.406428e-08  1.549529e-14  7.906246e-19  2.473126e-09  1.145980e-23  4.976242e-03  1.471637e-13  9.279190e-01  7.498716e-07  4.789352e-05  8.437972e-16  4.241097e-06  1.287414e-07  0.000000e+00  4.065469e-11  3.803273e-02  1.436920e-08  5.225528e-06  2.019047e-07  7.727234e-08  1.525676e-06  5.636219e-28  3.460625e-04  6.712223e-07  6.789659e-13  1.327377e-07  4.329163e-04  4.875025e-13  1.606654e-09  3.624709e-04  2.837261e-07  5.405110e-08  7.962663e-07  2.260822e-26  1.081806e-05  6.069771e-12  4.783139e-06  2.480903e-06  6.187560e-15  8.202067e-13  7.644076e-06  1.620367e-18  4.476335e-13  2.333008e-13  5.781119e-06  3.316782e-05  2.501785e-15  1.967223e-11  2.380327e-08  8.142634e-07  1.800388e-07  3.151640e-10  5.068947e-10  9.234462e-10  6.082602e-15  5.754947e-12  3.644691e-06  9.439429e-17  5.915181e-06  4.770366e-17  1.758936e-13  1.301559e-08  1.300523e-06  1.320060e-16  5.451807e-16  6.474229e-08  5.866577e-08  5.127701e-08  6.210417e-19  5.957743e-19  2.764433e-22  5.658518e-17  4.110108e-18  5.937494e-18  9.180705e-08  4.673890e-10  3.641440e-20  5.065121e-08  1.195276e-08  1.520230e-18  1.737821e-17  4.179094e-17  8.454566e-07  7.310381e-15  1.000000e+00  
1.000000e+04  1.000000e+00  1.124690e+00  3.000000e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1.000000e+00  
