x             rho           u             mdot          tau           T             H2            O2            H2O           H             O             OH            HO2           H2O2          AR            sumfracs      
5.425065e-04  1.835318e-02  2.925923e+00  5.370000e-02  1.854116e-04  1.500000e+03  2.688894e-01  8.569814e-02  7.503509e-03  6.798745e-03  6.787421e-04  4.220791e-04  8.940384e-07  8.495977e-09  6.300085e-01  1.000000e+00  
5.471295e-04  1.835320e-02  2.925920e+00  5.370000e-02  1.869916e-04  1.500000e+03  2.680785e-01  8.538431e-02  8.051239e-03  7.294923e-03  7.281729e-04  4.527753e-04  8.944560e-07  9.308596e-09  6.300092e-01  1.000000e+00  
5.517525e-04  1.835322e-02  2.925917e+00  5.370000e-02  1.885716e-04  1.500000e+03  2.672124e-01  8.504911e-02  8.636278e-03  7.824893e-03  7.809532e-04  4.855466e-04  8.948437e-07  1.024168e-08  6.300099e-01  1.000000e+00  
5.563756e-04  1.835325e-02  2.925913e+00  5.370000e-02  1.901516e-04  1.500000e+03  2.662880e-01  8.469133e-02  9.260771e-03  8.390595e-03  8.372729e-04  5.205091e-04  8.953194e-07  1.131196e-08  6.300107e-01  1.000000e+00  
5.609986e-04  1.835327e-02  2.925909e+00  5.370000e-02  1.917317e-04  1.500000e+03  2.653018e-01  8.430971e-02  9.926925e-03  8.994028e-03  8.973267e-04  5.577831e-04  8.956621e-07  1.253825e-08  6.300115e-01  1.000000e+00  
5.656216e-04  1.835330e-02  2.925905e+00  5.370000e-02  1.933117e-04  1.500000e+03  2.642507e-01  8.390295e-02  1.063700e-02  9.637244e-03  9.613141e-04  5.974902e-04  8.966515e-07  1.394172e-08  6.300124e-01  1.000000e+00  
5.702446e-04  1.835332e-02  2.925900e+00  5.370000e-02  1.948917e-04  1.500000e+03  2.631311e-01  8.346974e-02  1.139332e-02  1.032233e-02  1.029438e-03  6.397560e-04  8.975817e-07  1.554609e-08  6.300134e-01  1.000000e+00  
5.736190e-04  1.835335e-02  2.925897e+00  5.370000e-02  1.960450e-04  1.500000e+03  2.622687e-01  8.313605e-02  1.197591e-02  1.085004e-02  1.081891e-03  6.722940e-04  8.976910e-07  1.685900e-08  6.300141e-01  1.000000e+00  
5.769934e-04  1.835337e-02  2.925893e+00  5.370000e-02  1.971983e-04  1.500000e+03  2.613667e-01  8.278704e-02  1.258530e-02  1.140203e-02  1.136738e-03  7.063100e-04  8.981844e-07  1.830419e-08  6.300150e-01  1.000000e+00  
5.803678e-04  1.835340e-02  2.925889e+00  5.370000e-02  1.983516e-04  1.500000e+03  2.604236e-01  8.242216e-02  1.322243e-02  1.197914e-02  1.194058e-03  7.418533e-04  8.993232e-07  1.989387e-08  6.300158e-01  1.000000e+00  
5.837422e-04  1.835342e-02  2.925885e+00  5.370000e-02  1.995049e-04  1.500000e+03  2.594382e-01  8.204090e-02  1.388822e-02  1.258219e-02  1.253932e-03  7.789746e-04  9.000733e-07  2.164118e-08  6.300167e-01  1.000000e+00  
5.871165e-04  1.835345e-02  2.925880e+00  5.370000e-02  2.006582e-04  1.500000e+03  2.584089e-01  8.164272e-02  1.458359e-02  1.321203e-02  1.316439e-03  8.177213e-04  9.005069e-07  2.356020e-08  6.300177e-01  1.000000e+00  
5.904909e-04  1.835348e-02  2.925876e+00  5.370000e-02  2.018114e-04  1.500000e+03  2.573345e-01  8.122711e-02  1.530946e-02  1.386949e-02  1.381657e-03  8.581403e-04  9.008992e-07  2.566602e-08  6.300187e-01  1.000000e+00  
5.938653e-04  1.835351e-02  2.925871e+00  5.370000e-02  2.029647e-04  1.500000e+03  2.562137e-01  8.079355e-02  1.606673e-02  1.455538e-02  1.449663e-03  9.002780e-04  9.014771e-07  2.797486e-08  6.300197e-01  1.000000e+00  
5.972397e-04  1.835354e-02  2.925866e+00  5.370000e-02  2.041180e-04  1.500000e+03  2.550452e-01  8.034154e-02  1.685629e-02  1.527050e-02  1.520532e-03  9.441802e-04  9.023821e-07  3.050409e-08  6.300209e-01  1.000000e+00  
6.006141e-04  1.835358e-02  2.925860e+00  5.370000e-02  2.052713e-04  1.500000e+03  2.538276e-01  7.987060e-02  1.767900e-02  1.601563e-02  1.594336e-03  9.898912e-04  9.030372e-07  3.327222e-08  6.300221e-01  1.000000e+00  
6.039885e-04  1.835361e-02  2.925854e+00  5.370000e-02  2.064246e-04  1.500000e+03  2.525597e-01  7.938024e-02  1.853569e-02  1.679152e-02  1.671143e-03  1.037452e-03  9.038411e-07  3.629890e-08  6.300233e-01  1.000000e+00  
6.073628e-04  1.835365e-02  2.925848e+00  5.370000e-02  2.075779e-04  1.500000e+03  2.512404e-01  7.887003e-02  1.942716e-02  1.759891e-02  1.751021e-03  1.086901e-03  9.045790e-07  3.960496e-08  6.300246e-01  1.000000e+00  
6.107372e-04  1.835369e-02  2.925842e+00  5.370000e-02  2.087312e-04  1.500000e+03  2.498685e-01  7.833952e-02  2.035418e-02  1.843847e-02  1.834029e-03  1.138277e-03  9.050242e-07  4.321245e-08  6.300260e-01  1.000000e+00  
6.141116e-04  1.835374e-02  2.925835e+00  5.370000e-02  2.098845e-04  1.500000e+03  2.484431e-01  7.778833e-02  2.131745e-02  1.931085e-02  1.920224e-03  1.191613e-03  9.053831e-07  4.714459e-08  6.300275e-01  1.000000e+00  
6.174860e-04  1.835378e-02  2.925827e+00  5.370000e-02  2.110378e-04  1.500000e+03  2.469630e-01  7.721608e-02  2.231764e-02  2.021664e-02  2.009657e-03  1.246937e-03  9.057871e-07  5.142585e-08  6.300291e-01  1.000000e+00  
6.208604e-04  1.835383e-02  2.925820e+00  5.370000e-02  2.121911e-04  1.500000e+03  2.454275e-01  7.662244e-02  2.335533e-02  2.115638e-02  2.102373e-03  1.304277e-03  9.062648e-07  5.608184e-08  6.300307e-01  1.000000e+00  
6.261099e-04  1.835391e-02  2.925807e+00  5.370000e-02  2.139854e-04  1.500000e+03  2.429267e-01  7.565570e-02  2.504545e-02  2.268691e-02  2.253223e-03  1.397539e-03  9.066826e-07  6.413350e-08  6.300335e-01  1.000000e+00  
6.313595e-04  1.835400e-02  2.925793e+00  5.370000e-02  2.157796e-04  1.500000e+03  2.402875e-01  7.463563e-02  2.682919e-02  2.430217e-02  2.412210e-03  1.495790e-03  9.066815e-07  7.326275e-08  6.300365e-01  1.000000e+00  
6.366090e-04  1.835409e-02  2.925778e+00  5.370000e-02  2.175738e-04  1.500000e+03  2.375084e-01  7.356164e-02  2.870764e-02  2.600313e-02  2.579387e-03  1.599056e-03  9.064811e-07  8.358082e-08  6.300398e-01  1.000000e+00  
6.418586e-04  1.835420e-02  2.925761e+00  5.370000e-02  2.193681e-04  1.500000e+03  2.345886e-01  7.243350e-02  3.068128e-02  2.779021e-02  2.754748e-03  1.707330e-03  9.057503e-07  9.520335e-08  6.300433e-01  1.000000e+00  
6.471081e-04  1.835431e-02  2.925744e+00  5.370000e-02  2.211623e-04  1.500000e+03  2.315285e-01  7.125135e-02  3.274994e-02  2.966326e-02  2.938223e-03  1.820564e-03  9.046245e-07  1.082491e-07  6.300471e-01  1.000000e+00  
6.523577e-04  1.835443e-02  2.925724e+00  5.370000e-02  2.229566e-04  1.500000e+03  2.283294e-01  7.001575e-02  3.491274e-02  3.162144e-02  3.129675e-03  1.938667e-03  9.031325e-07  1.228382e-07  6.300513e-01  1.000000e+00  
6.576072e-04  1.835456e-02  2.925704e+00  5.370000e-02  2.247509e-04  1.500000e+03  2.249938e-01  6.872773e-02  3.716800e-02  3.366325e-02  3.328886e-03  2.061504e-03  9.012891e-07  1.390904e-07  6.300558e-01  1.000000e+00  
6.628568e-04  1.835470e-02  2.925681e+00  5.370000e-02  2.265452e-04  1.500000e+03  2.215255e-01  6.738876e-02  3.951323e-02  3.578639e-02  3.535566e-03  2.188893e-03  8.988081e-07  1.571223e-07  6.300606e-01  1.000000e+00  
6.681063e-04  1.835485e-02  2.925657e+00  5.370000e-02  2.283395e-04  1.500000e+03  2.179294e-01  6.600084e-02  4.194506e-02  3.798782e-02  3.749338e-03  2.320601e-03  8.953283e-07  1.770451e-07  6.300659e-01  1.000000e+00  
6.733558e-04  1.835502e-02  2.925630e+00  5.370000e-02  2.301338e-04  1.500000e+03  2.142119e-01  6.456645e-02  4.445926e-02  4.026369e-02  3.969745e-03  2.456349e-03  8.909910e-07  1.989613e-07  6.300715e-01  1.000000e+00  
6.786054e-04  1.835520e-02  2.925602e+00  5.370000e-02  2.319281e-04  1.500000e+03  2.103805e-01  6.308859e-02  4.705072e-02  4.260935e-02  4.196247e-03  2.595806e-03  8.859701e-07  2.229622e-07  6.300776e-01  1.000000e+00  
6.838549e-04  1.835539e-02  2.925572e+00  5.370000e-02  2.337225e-04  1.500000e+03  2.064443e-01  6.157076e-02  4.971344e-02  4.501935e-02  4.428222e-03  2.738597e-03  8.801485e-07  2.491242e-07  6.300842e-01  1.000000e+00  
6.891045e-04  1.835559e-02  2.925539e+00  5.370000e-02  2.355169e-04  1.500000e+03  2.024133e-01  6.001694e-02  5.244060e-02  4.748751e-02  4.664973e-03  2.884304e-03  8.734878e-07  2.775063e-07  6.300912e-01  1.000000e+00  
6.943540e-04  1.835581e-02  2.925504e+00  5.370000e-02  2.373113e-04  1.500000e+03  1.982989e-01  5.843153e-02  5.522459e-02  5.000691e-02  4.905732e-03  3.032466e-03  8.657605e-07  3.081466e-07  6.300987e-01  1.000000e+00  
6.996036e-04  1.835605e-02  2.925467e+00  5.370000e-02  2.391057e-04  1.500000e+03  1.941133e-01  5.681937e-02  5.805710e-02  5.257000e-02  5.149669e-03  3.182589e-03  8.572935e-07  3.410598e-07  6.301068e-01  1.000000e+00  
7.048531e-04  1.835630e-02  2.925427e+00  5.370000e-02  2.409001e-04  1.500000e+03  1.898699e-01  5.518563e-02  6.092919e-02  5.516868e-02  5.395901e-03  3.334151e-03  8.477570e-07  3.762352e-07  6.301154e-01  1.000000e+00  
7.101027e-04  1.835656e-02  2.925384e+00  5.370000e-02  2.426946e-04  1.500000e+03  1.855826e-01  5.353576e-02  6.383142e-02  5.779437e-02  5.643504e-03  3.486609e-03  8.369719e-07  4.136347e-07  6.301245e-01  1.000000e+00  
7.153522e-04  1.835684e-02  2.925339e+00  5.370000e-02  2.444891e-04  1.500000e+03  1.812660e-01  5.187545e-02  6.675395e-02  6.043815e-02  5.891526e-03  3.639405e-03  8.257580e-07  4.531917e-07  6.301342e-01  1.000000e+00  
7.206018e-04  1.835714e-02  2.925292e+00  5.370000e-02  2.462836e-04  1.500000e+03  1.769352e-01  5.021048e-02  6.968671e-02  6.309087e-02  6.138999e-03  3.791977e-03  8.132499e-07  4.948111e-07  6.301445e-01  1.000000e+00  
7.258513e-04  1.835746e-02  2.925241e+00  5.370000e-02  2.480782e-04  1.500000e+03  1.726051e-01  4.854674e-02  7.261950e-02  6.574326e-02  6.384955e-03  3.943765e-03  7.998413e-07  5.383697e-07  6.301553e-01  1.000000e+00  
7.311009e-04  1.835779e-02  2.925188e+00  5.370000e-02  2.498727e-04  1.500000e+03  1.682909e-01  4.689004e-02  7.554217e-02  6.838608e-02  6.628442e-03  4.094221e-03  7.856409e-07  5.837174e-07  6.301668e-01  1.000000e+00  
7.363504e-04  1.835815e-02  2.925132e+00  5.370000e-02  2.516674e-04  1.500000e+03  1.640072e-01  4.524612e-02  7.844471e-02  7.101027e-02  6.868535e-03  4.242816e-03  7.708857e-07  6.306792e-07  6.301789e-01  1.000000e+00  
7.416000e-04  1.835852e-02  2.925073e+00  5.370000e-02  2.534620e-04  1.500000e+03  1.597686e-01  4.362050e-02  8.131746e-02  7.360701e-02  7.104350e-03  4.389049e-03  7.552203e-07  6.790584e-07  6.301916e-01  1.000000e+00  
7.468495e-04  1.835890e-02  2.925011e+00  5.370000e-02  2.552567e-04  1.500000e+03  1.555886e-01  4.201846e-02  8.415117e-02  7.616789e-02  7.335061e-03  4.532449e-03  7.393092e-07  7.286398e-07  6.302049e-01  1.000000e+00  
7.520991e-04  1.835931e-02  2.924947e+00  5.370000e-02  2.570514e-04  1.500000e+03  1.514802e-01  4.044493e-02  8.693715e-02  7.868498e-02  7.559904e-03  4.672590e-03  7.219604e-07  7.791935e-07  6.302188e-01  1.000000e+00  
7.554367e-04  1.835958e-02  2.924904e+00  5.370000e-02  2.581925e-04  1.500000e+03  1.489107e-01  3.946142e-02  8.867992e-02  8.025918e-02  7.699487e-03  4.759814e-03  7.112390e-07  8.117311e-07  6.302279e-01  1.000000e+00  
7.576806e-04  1.835976e-02  2.924875e+00  5.370000e-02  2.589597e-04  1.500000e+03  1.472037e-01  3.880828e-02  8.983794e-02  8.130500e-02  7.791757e-03  4.817580e-03  7.042745e-07  8.337409e-07  6.302342e-01  1.000000e+00  
7.599244e-04  1.835994e-02  2.924845e+00  5.370000e-02  2.597269e-04  1.500000e+03  1.455140e-01  3.816199e-02  9.098433e-02  8.234018e-02  7.882710e-03  4.874614e-03  6.967289e-07  8.558367e-07  6.302406e-01  1.000000e+00  
7.621683e-04  1.836013e-02  2.924815e+00  5.370000e-02  2.604941e-04  1.500000e+03  1.438425e-01  3.752284e-02  9.211859e-02  8.336424e-02  7.972305e-03  4.930892e-03  6.894254e-07  8.779993e-07  6.302471e-01  1.000000e+00  
7.644122e-04  1.836033e-02  2.924785e+00  5.370000e-02  2.612613e-04  1.500000e+03  1.421898e-01  3.689111e-02  9.324021e-02  8.437672e-02  8.060502e-03  4.986391e-03  6.819743e-07  9.002093e-07  6.302537e-01  1.000000e+00  
7.666561e-04  1.836052e-02  2.924753e+00  5.370000e-02  2.620285e-04  1.500000e+03  1.405566e-01  3.626706e-02  9.434872e-02  8.537719e-02  8.147265e-03  5.041093e-03  6.741045e-07  9.224476e-07  6.302604e-01  1.000000e+00  
7.689000e-04  1.836072e-02  2.924722e+00  5.370000e-02  2.627957e-04  1.500000e+03  1.389437e-01  3.565095e-02  9.544369e-02  8.636525e-02  8.232561e-03  5.094977e-03  6.666666e-07  9.446950e-07  6.302673e-01  1.000000e+00  
7.711438e-04  1.836092e-02  2.924690e+00  5.370000e-02  2.635629e-04  1.500000e+03  1.373516e-01  3.504299e-02  9.652470e-02  8.734051e-02  8.316360e-03  5.148027e-03  6.592148e-07  9.669327e-07  6.302742e-01  1.000000e+00  
7.733877e-04  1.836113e-02  2.924657e+00  5.370000e-02  2.643301e-04  1.500000e+03  1.357809e-01  3.444341e-02  9.759137e-02  8.830264e-02  8.398634e-03  5.200229e-03  6.512634e-07  9.891421e-07  6.302812e-01  1.000000e+00  
7.756316e-04  1.836133e-02  2.924624e+00  5.370000e-02  2.650973e-04  1.500000e+03  1.342321e-01  3.385240e-02  9.864334e-02  8.925129e-02  8.479360e-03  5.251567e-03  6.434605e-07  1.011305e-06  6.302883e-01  1.000000e+00  
7.778755e-04  1.836155e-02  2.924590e+00  5.370000e-02  2.658646e-04  1.500000e+03  1.327056e-01  3.327013e-02  9.968029e-02  9.018616e-02  8.558516e-03  5.302030e-03  6.361335e-07  1.033403e-06  6.302956e-01  1.000000e+00  
7.801193e-04  1.836176e-02  2.924556e+00  5.370000e-02  2.666318e-04  1.500000e+03  1.312020e-01  3.269678e-02  1.007019e-01  9.110699e-02  8.636084e-03  5.351609e-03  6.282594e-07  1.055420e-06  6.303029e-01  1.000000e+00  
7.816719e-04  1.836191e-02  2.924533e+00  5.370000e-02  2.671627e-04  1.500000e+03  1.301753e-01  3.230536e-02  1.013997e-01  9.173577e-02  8.688817e-03  5.385391e-03  6.228506e-07  1.070597e-06  6.303080e-01  1.000000e+00  
7.832245e-04  1.836206e-02  2.924509e+00  5.370000e-02  2.676936e-04  1.500000e+03  1.291597e-01  3.191832e-02  1.020899e-01  9.235763e-02  8.740778e-03  5.418741e-03  6.179572e-07  1.085721e-06  6.303132e-01  1.000000e+00  
7.847771e-04  1.836221e-02  2.924484e+00  5.370000e-02  2.682245e-04  1.500000e+03  1.281555e-01  3.153570e-02  1.027725e-01  9.297250e-02  8.791964e-03  5.451659e-03  6.125240e-07  1.100786e-06  6.303184e-01  1.000000e+00  
7.858527e-04  1.836232e-02  2.924467e+00  5.370000e-02  2.685923e-04  1.500000e+03  1.274665e-01  3.127324e-02  1.032409e-01  9.339435e-02  8.826969e-03  5.474211e-03  6.087287e-07  1.111187e-06  6.303221e-01  1.000000e+00  
7.869283e-04  1.836242e-02  2.924450e+00  5.370000e-02  2.689601e-04  1.500000e+03  1.267831e-01  3.101292e-02  1.037056e-01  9.381279e-02  8.861600e-03  5.496552e-03  6.054001e-07  1.121555e-06  6.303257e-01  1.000000e+00  
7.880040e-04  1.836253e-02  2.924433e+00  5.370000e-02  2.693279e-04  1.500000e+03  1.261052e-01  3.075477e-02  1.041666e-01  9.422780e-02  8.895855e-03  5.518684e-03  6.017114e-07  1.131890e-06  6.303294e-01  1.000000e+00  
7.890796e-04  1.836264e-02  2.924416e+00  5.370000e-02  2.696957e-04  1.500000e+03  1.254328e-01  3.049878e-02  1.046238e-01  9.463938e-02  8.929735e-03  5.540607e-03  5.978959e-07  1.142189e-06  6.303331e-01  1.000000e+00  
7.901552e-04  1.836275e-02  2.924399e+00  5.370000e-02  2.700635e-04  1.500000e+03  1.247661e-01  3.024498e-02  1.050772e-01  9.504749e-02  8.963239e-03  5.562319e-03  5.942269e-07  1.152450e-06  6.303369e-01  1.000000e+00  
7.920306e-04  1.836294e-02  2.924368e+00  5.370000e-02  2.707048e-04  1.500000e+03  1.236172e-01  2.980771e-02  1.058587e-01  9.575073e-02  9.020753e-03  5.599671e-03  5.883466e-07  1.170248e-06  6.303434e-01  1.000000e+00  
7.939059e-04  1.836313e-02  2.924338e+00  5.370000e-02  2.713461e-04  1.500000e+03  1.224855e-01  2.937712e-02  1.066287e-01  9.644334e-02  9.077122e-03  5.636382e-03  5.821240e-07  1.187920e-06  6.303500e-01  1.000000e+00  
7.957813e-04  1.836333e-02  2.924307e+00  5.370000e-02  2.719874e-04  1.500000e+03  1.213712e-01  2.895325e-02  1.073870e-01  9.712526e-02  9.132348e-03  5.672454e-03  5.760333e-07  1.205459e-06  6.303567e-01  1.000000e+00  
7.976567e-04  1.836352e-02  2.924275e+00  5.370000e-02  2.726287e-04  1.500000e+03  1.202742e-01  2.853612e-02  1.081337e-01  9.779646e-02  9.186432e-03  5.707885e-03  5.699853e-07  1.222856e-06  6.303635e-01  1.000000e+00  
7.995320e-04  1.836372e-02  2.924244e+00  5.370000e-02  2.732700e-04  1.500000e+03  1.191946e-01  2.812574e-02  1.088686e-01  9.845689e-02  9.239377e-03  5.742677e-03  5.637989e-07  1.240105e-06  6.303703e-01  1.000000e+00  
8.014074e-04  1.836392e-02  2.924212e+00  5.370000e-02  2.739113e-04  1.500000e+03  1.181326e-01  2.772212e-02  1.095918e-01  9.910652e-02  9.291188e-03  5.776833e-03  5.576721e-07  1.257198e-06  6.303771e-01  1.000000e+00  
8.032827e-04  1.836412e-02  2.924180e+00  5.370000e-02  2.745526e-04  1.500000e+03  1.170880e-01  2.732528e-02  1.103033e-01  9.974535e-02  9.341869e-03  5.810353e-03  5.517231e-07  1.274130e-06  6.303840e-01  1.000000e+00  
8.051581e-04  1.836433e-02  2.924148e+00  5.370000e-02  2.751940e-04  1.500000e+03  1.160609e-01  2.693519e-02  1.110030e-01  1.003734e-01  9.391426e-03  5.843240e-03  5.457449e-07  1.290894e-06  6.303910e-01  1.000000e+00  
8.070335e-04  1.836453e-02  2.924115e+00  5.370000e-02  2.758353e-04  1.500000e+03  1.150514e-01  2.655186e-02  1.116909e-01  1.009906e-01  9.439867e-03  5.875499e-03  5.398651e-07  1.307484e-06  6.303981e-01  1.000000e+00  
8.089088e-04  1.836474e-02  2.924082e+00  5.370000e-02  2.764766e-04  1.500000e+03  1.140593e-01  2.617527e-02  1.123672e-01  1.015970e-01  9.487199e-03  5.907131e-03  5.340840e-07  1.323895e-06  6.304052e-01  1.000000e+00  
8.107842e-04  1.836495e-02  2.924049e+00  5.370000e-02  2.771180e-04  1.500000e+03  1.130846e-01  2.580540e-02  1.130317e-01  1.021926e-01  9.533432e-03  5.938142e-03  5.283588e-07  1.340122e-06  6.304123e-01  1.000000e+00  
8.138805e-04  1.836529e-02  2.923994e+00  5.370000e-02  2.781769e-04  1.500000e+03  1.115134e-01  2.520937e-02  1.141033e-01  1.031524e-01  9.607382e-03  5.987994e-03  5.190434e-07  1.366497e-06  6.304242e-01  1.000000e+00  
8.169768e-04  1.836564e-02  2.923938e+00  5.370000e-02  2.792359e-04  1.500000e+03  1.099892e-01  2.463145e-02  1.151433e-01  1.040832e-01  9.678408e-03  6.036187e-03  5.097915e-07  1.392338e-06  6.304363e-01  1.000000e+00  
8.200731e-04  1.836600e-02  2.923881e+00  5.370000e-02  2.802948e-04  1.500000e+03  1.085117e-01  2.407146e-02  1.161521e-01  1.049851e-01  9.746561e-03  6.082744e-03  5.006830e-07  1.417627e-06  6.304485e-01  1.000000e+00  
8.231694e-04  1.836636e-02  2.923824e+00  5.370000e-02  2.813538e-04  1.500000e+03  1.070804e-01  2.352921e-02  1.171298e-01  1.058583e-01  9.811898e-03  6.127692e-03  4.919650e-07  1.442348e-06  6.304608e-01  1.000000e+00  
8.262657e-04  1.836672e-02  2.923766e+00  5.370000e-02  2.824128e-04  1.500000e+03  1.056946e-01  2.300446e-02  1.180769e-01  1.067033e-01  9.874479e-03  6.171061e-03  4.832031e-07  1.466491e-06  6.304733e-01  1.000000e+00  
8.293620e-04  1.836709e-02  2.923708e+00  5.370000e-02  2.834718e-04  1.500000e+03  1.043539e-01  2.249694e-02  1.189938e-01  1.075203e-01  9.934367e-03  6.212880e-03  4.749491e-07  1.490044e-06  6.304859e-01  1.000000e+00  
8.324583e-04  1.836746e-02  2.923649e+00  5.370000e-02  2.845309e-04  1.500000e+03  1.030575e-01  2.200639e-02  1.198809e-01  1.083098e-01  9.991630e-03  6.253183e-03  4.666202e-07  1.513000e-06  6.304986e-01  1.000000e+00  
8.355546e-04  1.836784e-02  2.923589e+00  5.370000e-02  2.855899e-04  1.500000e+03  1.018046e-01  2.153248e-02  1.207388e-01  1.090723e-01  1.004634e-02  6.292004e-03  4.585356e-07  1.535353e-06  6.305115e-01  1.000000e+00  
8.386509e-04  1.836821e-02  2.923529e+00  5.370000e-02  2.866490e-04  1.500000e+03  1.005945e-01  2.107492e-02  1.215680e-01  1.098082e-01  1.009856e-02  6.329376e-03  4.507019e-07  1.557098e-06  6.305244e-01  1.000000e+00  
8.417472e-04  1.836859e-02  2.923468e+00  5.370000e-02  2.877081e-04  1.500000e+03  9.942629e-02  2.063335e-02  1.223691e-01  1.105180e-01  1.014837e-02  6.365336e-03  4.430817e-07  1.578235e-06  6.305375e-01  1.000000e+00  
8.448435e-04  1.836898e-02  2.923407e+00  5.370000e-02  2.887673e-04  1.500000e+03  9.829918e-02  2.020742e-02  1.231427e-01  1.112023e-01  1.019584e-02  6.399920e-03  4.356665e-07  1.598762e-06  6.305507e-01  1.000000e+00  
8.479398e-04  1.836936e-02  2.923346e+00  5.370000e-02  2.898264e-04  1.500000e+03  9.721223e-02  1.979679e-02  1.238892e-01  1.118615e-01  1.024104e-02  6.433163e-03  4.284587e-07  1.618680e-06  6.305640e-01  1.000000e+00  
8.527997e-04  1.836998e-02  2.923248e+00  5.370000e-02  2.914889e-04  1.500000e+03  9.558493e-02  1.918221e-02  1.250082e-01  1.128472e-01  1.030761e-02  6.482729e-03  4.175675e-07  1.648725e-06  6.305850e-01  1.000000e+00  
8.576595e-04  1.837060e-02  2.923149e+00  5.370000e-02  2.931514e-04  1.500000e+03  9.405059e-02  1.860292e-02  1.260649e-01  1.137749e-01  1.036907e-02  6.529230e-03  4.071877e-07  1.677296e-06  6.306063e-01  1.000000e+00  
8.625193e-04  1.837122e-02  2.923050e+00  5.370000e-02  2.948139e-04  1.500000e+03  9.260542e-02  1.805742e-02  1.270618e-01  1.146470e-01  1.042571e-02  6.572811e-03  3.973126e-07  1.704418e-06  6.306278e-01  1.000000e+00  
8.673791e-04  1.837186e-02  2.922949e+00  5.370000e-02  2.964765e-04  1.500000e+03  9.124562e-02  1.754422e-02  1.280015e-01  1.154657e-01  1.047781e-02  6.613613e-03  3.879323e-07  1.730120e-06  6.306495e-01  1.000000e+00  
8.722389e-04  1.837249e-02  2.922848e+00  5.370000e-02  2.981392e-04  1.500000e+03  8.996733e-02  1.706180e-02  1.288865e-01  1.162334e-01  1.052565e-02  6.651777e-03  3.790355e-07  1.754439e-06  6.306714e-01  1.000000e+00  
8.797414e-04  1.837349e-02  2.922690e+00  5.370000e-02  3.007061e-04  1.500000e+03  8.814514e-02  1.637407e-02  1.301515e-01  1.173240e-01  1.059175e-02  6.705832e-03  3.662194e-07  1.789364e-06  6.307055e-01  1.000000e+00  
8.872439e-04  1.837449e-02  2.922530e+00  5.370000e-02  3.032732e-04  1.500000e+03  8.649428e-02  1.575080e-02  1.313018e-01  1.183072e-01  1.064925e-02  6.754416e-03  3.544698e-07  1.821252e-06  6.307400e-01  1.000000e+00  
8.947464e-04  1.837551e-02  2.922368e+00  5.370000e-02  3.058404e-04  1.500000e+03  8.500129e-02  1.518678e-02  1.323464e-01  1.191914e-01  1.069904e-02  6.797995e-03  3.437255e-07  1.850280e-06  6.307749e-01  1.000000e+00  
9.022489e-04  1.837654e-02  2.922205e+00  5.370000e-02  3.084077e-04  1.500000e+03  8.365325e-02  1.467702e-02  1.332941e-01  1.199844e-01  1.074192e-02  6.837008e-03  3.339270e-07  1.876628e-06  6.308101e-01  1.000000e+00  
9.097515e-04  1.837757e-02  2.922040e+00  5.370000e-02  3.109752e-04  1.500000e+03  8.243784e-02  1.421683e-02  1.341530e-01  1.206940e-01  1.077864e-02  6.871867e-03  3.250069e-07  1.900484e-06  6.308456e-01  1.000000e+00  
9.172540e-04  1.837861e-02  2.921875e+00  5.370000e-02  3.135428e-04  1.500000e+03  8.134347e-02  1.380176e-02  1.349310e-01  1.213274e-01  1.080988e-02  6.902955e-03  3.169046e-07  1.922031e-06  6.308813e-01  1.000000e+00  
9.247565e-04  1.837966e-02  2.921708e+00  5.370000e-02  3.161106e-04  1.500000e+03  8.035927e-02  1.342768e-02  1.356354e-01  1.218913e-01  1.083624e-02  6.930625e-03  3.095526e-07  1.941449e-06  6.309173e-01  1.000000e+00  
9.295469e-04  1.838033e-02  2.921602e+00  5.370000e-02  3.177502e-04  1.500000e+03  7.978372e-02  1.320846e-02  1.360498e-01  1.222180e-01  1.085078e-02  6.946659e-03  3.052261e-07  1.952816e-06  6.309403e-01  1.000000e+00  
9.343374e-04  1.838100e-02  2.921495e+00  5.370000e-02  3.193899e-04  1.500000e+03  7.924646e-02  1.300345e-02  1.364386e-01  1.225205e-01  1.086370e-02  6.961513e-03  3.011635e-07  1.963428e-06  6.309635e-01  1.000000e+00  
9.391278e-04  1.838168e-02  2.921387e+00  5.370000e-02  3.210297e-04  1.500000e+03  7.874516e-02  1.281176e-02  1.368035e-01  1.228003e-01  1.087511e-02  6.975261e-03  2.973562e-07  1.973330e-06  6.309867e-01  1.000000e+00  
9.439182e-04  1.838236e-02  2.921279e+00  5.370000e-02  3.226695e-04  1.500000e+03  7.827758e-02  1.263255e-02  1.371458e-01  1.230587e-01  1.088512e-02  6.987974e-03  2.937822e-07  1.982560e-06  6.310100e-01  1.000000e+00  
9.487087e-04  1.838304e-02  2.921171e+00  5.370000e-02  3.243094e-04  1.500000e+03  7.784163e-02  1.246504e-02  1.374670e-01  1.232972e-01  1.089384e-02  6.999717e-03  2.904378e-07  1.991159e-06  6.310333e-01  1.000000e+00  
9.561591e-04  1.838410e-02  2.921003e+00  5.370000e-02  3.268600e-04  1.500000e+03  7.722178e-02  1.222600e-02  1.379278e-01  1.236312e-01  1.090507e-02  7.016202e-03  2.856463e-07  2.003361e-06  6.310697e-01  1.000000e+00  
